player_id,player_name,team_id,position,price_m,start_prob,cohort,base_ev,old_price_quality_ev,raw_price_quality_ev,appearance_scaled_price_quality_ev,base_capped_price_quality_ev,selected_price_quality_ev,old_optimizer_ev,raw_optimizer_ev,appearance_scaled_optimizer_ev,base_capped_optimizer_ev,selected_optimizer_ev,selected_method
danial_esmaeilifar__irn,Danial Esmaeilifar,IRN,DEF,2.5,0.3084,other,0.83417,0.834175,1.893394,0.834175,1.251255,0.834175,0.83417,1.310821,0.834172,1.021858,0.834172,appearance_scaled_then_base_capped
patrick_berg__nor,Patrick Berg,NOR,MID,2.5,0.3558,other,1.000936,0.626058,1.231704,0.626058,1.231704,0.626058,1.000936,1.104782,0.832241,1.104782,0.832241,appearance_scaled_then_base_capped
jamiro_monteiro__cpv,Jamiro Monteiro,CPV,MID,2.5,0.6323,other,0.679253,1.018879,1.231704,1.112581,1.018879,1.018879,0.679253,0.927856,0.874251,0.832085,0.832085,appearance_scaled_then_base_capped
himad_abdelli__alg,Himad Abdelli,ALG,MID,2.5,0.5084,other,0.778904,0.894569,1.231704,0.894569,1.168356,0.894569,0.778904,0.982664,0.830953,0.954157,0.830953,appearance_scaled_then_base_capped
quinten_timber__ned,Quinten Timber,NED,MID,3,0.3012,other,0.78112,0.888005,2.063756,0.888005,1.17168,0.888005,0.78112,1.358306,0.829218,0.956872,0.829218,appearance_scaled_then_base_capped
fredrik_andr_bj_rkan__nor,Fredrik Andre Bjørkan,NOR,DEF,2.5,0.2772,other,0.892736,0.749784,1.893394,0.749784,1.339104,0.749784,0.892736,1.343032,0.828408,1.093602,0.828408,appearance_scaled_then_base_capped
david_raya__esp,David Raya,ESP,GK,5,0.0991,reserve_start_lt_0_10,1.049977,0.557567,3.938417,0.557567,1.574965,0.557567,0.828393,2.349775,0.828393,1.286222,0.828393,appearance_scaled_then_base_capped
brandon_mechele__bel,Brandon Mechele,BEL,DEF,2.5,0.2503,other,0.941083,0.677023,1.893394,0.677023,1.411625,0.677023,0.941083,1.369623,0.822256,1.152827,0.822256,appearance_scaled_then_base_capped
sofyan_amrabat__mar,Sofyan Amrabat,MAR,MID,2.5,0.3921,other,0.925906,0.68993,1.231704,0.68993,1.231704,0.68993,0.819717,1.063515,0.819717,1.063515,0.819717,appearance_scaled_then_base_capped
brandley_kuwas__cuw,Brandley Kuwas,CUW,FWD,2,0.5338,other,1.146477,0.419057,0.549484,0.419021,0.549484,0.419021,1.146477,0.87783,0.819122,0.87783,0.819122,appearance_scaled_then_base_capped
riley_mcgree__aus,Riley McGree,AUS,MID,2.5,0.5538,other,0.682783,0.974454,1.231704,0.974454,1.024174,0.974454,0.682783,0.929797,0.814035,0.836409,0.814035,appearance_scaled_then_base_capped
mohanad_lasheen__egy,Mohanad Lasheen,EGY,MID,2.5,0.4802,other,0.763917,0.844949,1.231704,0.844949,1.145875,0.844949,0.800381,0.974421,0.800381,0.935798,0.800381,appearance_scaled_then_base_capped
mahmoud_al_mardi__jor,Mahmoud Al-Mardi,JOR,MID,2,0.5968,other,1.106466,0.42384,0.497131,0.42384,0.497131,0.42384,0.799284,0.832265,0.799284,0.832265,0.799284,appearance_scaled_then_base_capped
johny_placide__hai,Johny Placide,HAI,GK,2.5,0.7694,cheap_real_starter,0.792496,0.807318,0.807319,0.807319,0.807319,0.807319,0.792496,0.799166,0.799166,0.799166,0.799166,raw_for_likely_starter
florian_grillitsch__aut,Florian Grillitsch,AUT,MID,2.5,0.3288,other,0.974995,0.578549,1.231704,0.578549,1.231704,0.578549,0.796594,1.090514,0.796594,1.090514,0.796594,appearance_scaled_then_base_capped
willy_semedo__cpv,Willy Semedo,CPV,FWD,3.5,0.3479,other,0.650161,0.97524,2.718483,1.351086,0.975241,0.975241,0.650161,1.580906,0.965577,0.796447,0.796447,appearance_scaled_then_base_capped
hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,3,0.3791,other,0.648495,0.972743,2.063756,1.117671,0.972743,0.972743,0.648495,1.285362,0.859624,0.794407,0.794407,appearance_scaled_then_base_capped
sidny_lopes_cabral__cpv,Sidny Lopes Cabral,CPV,DEF,3,0.5168,other,0.648175,0.972263,2.758026,2.036211,0.972263,0.972263,0.794014,1.597608,1.272791,0.794015,0.794015,appearance_scaled_then_base_capped
ben_old__nzl,Ben Old,NZL,MID,2,0.5972,other,1.080763,0.424124,0.497131,0.424124,0.497131,0.424124,0.785275,0.818129,0.785275,0.818129,0.785275,appearance_scaled_then_base_capped
warren_za_re_emery__fra,Warren Zaire-Emery,FRA,MID,3,0.2732,other,0.767566,0.805454,2.063756,0.805455,1.151349,0.805455,0.784616,1.350852,0.784616,0.940268,0.784616,appearance_scaled_then_base_capped
evren_eren_elmali__tur,Evren Eren Elmali,TUR,DEF,2,0.3378,other,1.031097,0.482186,0.999201,0.482186,0.999201,0.482186,0.784087,1.016744,0.784087,1.016744,0.784087,appearance_scaled_then_base_capped
ehsan_hajsafi__irn,Ehsan Hajsafi,IRN,DEF,2,0.3645,other,0.99455,0.520298,0.999201,0.520298,0.999201,0.520298,0.99455,0.996643,0.781137,0.996643,0.781137,appearance_scaled_then_base_capped
abdul_fatawu_issahaku__gha,Issahaku Abdul Fatawu,GHA,FWD,2.5,0.5339,other,0.636035,0.954049,1.308276,0.997841,0.954052,0.954052,0.636035,0.938543,0.798848,0.779143,0.779143,appearance_scaled_then_base_capped
prince_adu__gha,Prince Adu,GHA,FWD,2,0.8702,cheap_real_starter,0.960444,0.549532,0.549484,0.549484,0.549484,0.549484,0.960444,0.775512,0.775512,0.775512,0.775512,raw_for_likely_starter
c_sar_blackman__pan,Cesar Blackman,PAN,DEF,2.5,0.3373,other,0.6626,0.912345,1.893394,0.912345,0.9939,0.912345,0.6626,1.216457,0.774985,0.811685,0.774985,appearance_scaled_then_base_capped
elias_saad__tun,Elias Saad,TUN,MID,2.5,0.3418,other,0.911045,0.601423,1.231704,0.601424,1.231704,0.601424,0.771715,1.055342,0.771716,1.055342,0.771716,appearance_scaled_then_base_capped
jason_geria__aus,Jason Geria,AUS,DEF,2.5,0.3356,other,0.659635,0.907747,1.893394,0.907747,0.989452,0.907747,0.771285,1.214827,0.771285,0.808053,0.771285,appearance_scaled_then_base_capped
ousmane_diomande__civ,Ousmane Diomande,CIV,DEF,2.5,0.3111,other,0.712869,0.841478,1.893394,0.841478,1.069303,0.841478,0.770743,1.244105,0.770743,0.873264,0.770743,appearance_scaled_then_base_capped
eric_garcia__esp,Eric Garcia,ESP,DEF,3,0.104,other,1.054077,0.409764,2.758026,0.409764,1.581115,0.409764,0.764136,1.820854,0.764136,1.291244,0.764136,appearance_scaled_then_base_capped
lucas_mendes__qat,Lucas Mendes,QAT,DEF,2.5,0.4088,other,0.622214,0.933318,1.893394,1.105742,0.933321,0.933321,0.622214,1.194245,0.839802,0.762212,0.762212,appearance_scaled_then_base_capped
karim_hafez__egy,Karim Hafez,EGY,DEF,2,0.3338,other,0.993998,0.476476,0.999201,0.476476,0.999201,0.476476,0.993998,0.996339,0.761113,0.996339,0.761113,appearance_scaled_then_base_capped
kosta_barbarouses__nzl,Kosta Barbarouses,NZL,FWD,2.5,0.3408,other,0.856657,0.637029,1.308276,0.636943,1.284985,0.636943,0.856657,1.059886,0.757786,1.049405,0.757786,appearance_scaled_then_base_capped
tommy_smith__nzl,Tommy Smith,NZL,DEF,2,0.4417,other,0.858696,0.630496,0.999201,0.630496,0.999201,0.630496,0.858696,0.921923,0.756006,0.921923,0.756006,appearance_scaled_then_base_capped
utkir_yusupov__uzb,Utkir Yusupov,UZB,GK,2.5,0.4945,other,0.906381,0.570312,0.807319,0.570313,0.807319,0.570313,0.75515,0.861803,0.75515,0.861803,0.75515,appearance_scaled_then_base_capped
jiovany_ramos__pan,Jiovany Ramos,PAN,DEF,2,0.5053,other,0.778804,0.72128,0.999201,0.72128,0.999201,0.72128,0.778804,0.877983,0.752918,0.877983,0.752918,appearance_scaled_then_base_capped
tarek_salman__qat,Tarek Salman,QAT,DEF,2.5,0.4027,other,0.607679,0.911517,1.893394,1.089242,0.911518,0.911518,0.607679,1.186251,0.824382,0.744407,0.744407,appearance_scaled_then_base_capped
fares_cha_bi__alg,Fares Chaibi,ALG,MID,2.5,0.3454,other,0.852397,0.607758,1.231704,0.607758,1.231704,0.607758,0.852397,1.023085,0.742309,1.023085,0.742309,appearance_scaled_then_base_capped
samukele_kabini__rsa,Samukele Kabini,RSA,DEF,2,0.313,other,0.983164,0.446786,0.999201,0.446786,0.999201,0.446786,0.983164,0.990381,0.741794,0.990381,0.741794,appearance_scaled_then_base_capped
carl_starfelt__swe,Carl Starfelt,SWE,DEF,2.5,0.2896,other,0.706019,0.783324,1.893394,0.783324,1.059029,0.783324,0.706019,1.240338,0.740806,0.864874,0.740806,appearance_scaled_then_base_capped
nathan_patterson__sco,Nathan Patterson,SCO,DEF,2,0.3091,other,0.981755,0.441219,0.999201,0.441219,0.999201,0.441219,0.981755,0.989606,0.738514,0.989606,0.738514,appearance_scaled_then_base_capped
ngelo_preciado__ecu,Angelo Preciado,ECU,DEF,3,0.1632,other,0.816575,0.643014,2.758026,0.643014,1.224862,0.643014,0.816575,1.690228,0.738473,1.000304,0.738473,appearance_scaled_then_base_capped
ziyad_al_johani__ksa,Ziyad Al-Johani,KSA,MID,2.5,0.3533,other,0.832845,0.621659,1.231704,0.621659,1.231704,0.621659,0.737811,1.012332,0.737811,1.012332,0.737811,appearance_scaled_then_base_capped
joao_paulo__cpv,Joao Paulo,CPV,DEF,2.5,0.4119,other,0.602062,0.90309,1.893394,1.114127,0.903093,0.903093,0.602062,1.183161,0.832491,0.737526,0.737526,appearance_scaled_then_base_capped
josue_casimir__hai,Josue Casimir,HAI,FWD,2.5,0.8939,cheap_real_starter,0.269485,1.308452,1.308276,1.308276,0.404227,1.308276,0.269485,0.736941,0.736941,0.330119,0.736941,raw_for_likely_starter
angus_gunn__sco,Angus Gunn,SCO,GK,3.5,0.1653,other,0.804009,0.647848,2.743457,0.647848,1.206014,0.647848,0.804009,1.676761,0.733737,0.984911,0.733737,appearance_scaled_then_base_capped
farrukh_sayfiev__uzb,Farrukh Sayfiev,UZB,DEF,2.5,0.3637,other,0.598494,0.897741,1.893394,0.983753,0.897741,0.897741,0.733155,1.181199,0.771861,0.733155,0.733155,appearance_scaled_then_base_capped
lennart_karl__ger,Lennart Karl,GER,MID,5,0.3187,other,0.597284,0.895925,2.888845,1.31525,0.895926,0.895926,0.597284,1.628486,0.920369,0.731673,0.731673,appearance_scaled_then_base_capped
assim_madibo__qat,Assim Madibo,QAT,MID,2.5,0.5407,other,0.595934,0.8939,1.231704,0.951404,0.893901,0.893901,0.595934,0.88203,0.755896,0.730019,0.730019,appearance_scaled_then_base_capped
tae_hyeon_kim__kor,Tae-Hyeon Kim,KOR,DEF,2,0.3452,other,0.922903,0.492749,0.999201,0.492749,0.999201,0.492749,0.729334,0.957237,0.729334,0.957237,0.729334,appearance_scaled_then_base_capped
ben_waine__nzl,Ben Waine,NZL,FWD,2.5,0.3219,other,0.823401,0.601701,1.308276,0.60162,1.235101,0.60162,0.823401,1.041595,0.7236,1.008666,0.7236,appearance_scaled_then_base_capped
joris_kayembe__cod,Joris Kayembe,COD,DEF,2.5,0.3127,other,0.623267,0.845806,1.893394,0.845806,0.934901,0.845806,0.623267,1.194824,0.72341,0.763502,0.72341,appearance_scaled_then_base_capped
riechedly_bazoer__cuw,Riechedly Bazoer,CUW,DEF,2,0.6173,other,0.592016,0.881152,0.999201,0.881153,0.888024,0.881153,0.592016,0.775249,0.722128,0.72522,0.722128,appearance_scaled_then_base_capped
mory_diaw__sen,Mory Diaw,SEN,GK,3,0.2684,other,0.697156,0.750331,1.956901,0.750332,1.045734,0.750332,0.721085,1.264041,0.721085,0.854016,0.721085,appearance_scaled_then_base_capped
kenji_gorr__cuw,Kenji Gorre,CUW,FWD,2.5,0.4278,other,0.65607,0.799651,1.308276,0.799543,0.984105,0.799543,0.65607,0.949563,0.720633,0.803686,0.720633,appearance_scaled_then_base_capped
ali_jasim__irq,Ali Jasim,IRQ,MID,3,0.6372,other,0.587647,0.881467,2.063756,1.878608,0.881471,0.881471,0.587647,1.251896,1.168579,0.719868,0.719868,appearance_scaled_then_base_capped
ken_sema__swe,Ken Sema,SWE,MID,2.5,0.3107,other,0.858147,0.546701,1.231704,0.546701,1.231704,0.546701,0.858147,1.026248,0.717996,1.026248,0.717996,appearance_scaled_then_base_capped
jackson_porozo__ecu,Jackson Porozo,ECU,DEF,2,0.2684,other,0.991971,0.383122,0.999201,0.383122,0.999201,0.383122,0.991971,0.995225,0.717989,0.995225,0.717989,appearance_scaled_then_base_capped
johan_manzambi__sui,Johan Manzambi,SUI,MID,3,0.3089,other,0.58415,0.87622,2.063756,0.910706,0.876225,0.876225,0.58415,1.249973,0.7311,0.715584,0.715584,appearance_scaled_then_base_capped
hannes_delcroix__hai,Hannes Delcroix,HAI,DEF,2.5,0.6132,other,0.583675,0.875512,1.893394,1.658613,0.875512,0.875512,0.715002,1.173049,1.067397,0.715002,0.715002,appearance_scaled_then_base_capped
ronaldo_mart_nez__par,Ronaldo Martinez,PAR,FWD,2,0.3644,other,1.061499,0.28607,0.549484,0.286046,0.549484,0.286046,1.061499,0.831092,0.712545,0.831092,0.712545,appearance_scaled_then_base_capped
chadi_riad__mar,Chadi Riad,MAR,DEF,2,0.2947,other,0.949394,0.420664,0.999201,0.420664,0.999201,0.420664,0.949394,0.971807,0.711465,0.971807,0.711465,appearance_scaled_then_base_capped
nathanael_mbuku__cod,Nathanael Mbuku,COD,MID,2.5,0.3424,other,0.800265,0.602479,1.231704,0.602479,1.200398,0.602479,0.800265,0.994413,0.711261,0.980325,0.711261,appearance_scaled_then_base_capped
houssem_aouar__alg,Houssem Aouar,ALG,MID,2.5,0.7734,cheap_real_starter,0.28476,1.231704,1.231704,1.231704,0.42714,1.231704,0.28476,0.710885,0.710885,0.348831,0.710885,raw_for_likely_starter
jerome_opoku__gha,Jerome Opoku,GHA,DEF,2.5,0.2972,other,0.622465,0.803881,1.893394,0.803881,0.933698,0.803881,0.704102,1.194383,0.704102,0.76252,0.704102,appearance_scaled_then_base_capped
ivan_ba_i__bih,Ivan Basic,BIH,MID,2.5,0.3154,other,0.824748,0.554971,1.231704,0.554971,1.231704,0.554971,0.703348,1.007878,0.703348,1.007878,0.703348,appearance_scaled_then_base_capped
antoine_mendy__sen,Antoine Mendy,SEN,DEF,2.5,0.2625,other,0.692221,0.710022,1.893394,0.710023,1.038332,0.710023,0.700232,1.232749,0.700232,0.847971,0.700232,appearance_scaled_then_base_capped
rami_rabia__egy,Rami Rabia,EGY,DEF,3,0.1821,other,0.683982,0.717481,2.758026,0.717481,1.025973,0.717481,0.683982,1.617302,0.699057,0.837878,0.699057,appearance_scaled_then_base_capped
felix_nmecha__ger,Felix Nmecha,GER,MID,3,0.2546,other,0.653732,0.750617,2.063756,0.750618,0.980598,0.750618,0.653732,1.288243,0.697331,0.800822,0.697331,appearance_scaled_then_base_capped
martin_exp_rience__hai,Martin Experience,HAI,DEF,2,0.5681,other,0.603863,0.810923,0.999201,0.810923,0.905795,0.810923,0.603863,0.781765,0.69704,0.739732,0.69704,appearance_scaled_then_base_capped
mohamed_amine_ben_hamida__tun,Mohamed Amine Ben Hamida,TUN,DEF,2.5,0.2848,other,0.623507,0.77034,1.893394,0.770341,0.935261,0.770341,0.689582,1.194956,0.689582,0.763796,0.689582,appearance_scaled_then_base_capped
david_jurasek__cze,David Jurasek,CZE,DEF,2,0.3556,other,0.836537,0.507594,0.999201,0.507594,0.999201,0.507594,0.688513,0.909736,0.688513,0.909736,0.688513,appearance_scaled_then_base_capped
abduvokhid_nematov__uzb,Abduvokhid Nematov,UZB,GK,2.5,0.4804,other,0.795991,0.554051,0.807319,0.554051,0.807319,0.554051,0.687118,0.801089,0.687118,0.801089,0.687118,appearance_scaled_then_base_capped
yuito_suzuki__jpn,Yuito Suzuki,JPN,FWD,2.5,0.2981,other,0.784503,0.557214,1.308276,0.557139,1.176754,0.557139,0.784503,1.020201,0.682189,0.961016,0.682189,appearance_scaled_then_base_capped
mukhammadkodir_khamraliev__uzb,Mukhammadkodir Khamraliev,UZB,DEF,2.5,0.2984,other,0.578514,0.807126,1.893394,0.807127,0.867771,0.807127,0.578514,1.17021,0.68139,0.70868,0.68139,appearance_scaled_then_base_capped
victor_munoz__esp,Victor Munoz,ESP,FWD,3,0.0424,reserve_start_lt_0_10,1.125473,0.129127,2.131493,0.129108,1.688209,0.129108,0.677117,1.578182,0.677109,1.378704,0.677109,appearance_scaled_then_base_capped
kojo_peprah_oppong__gha,Kojo Peprah Oppong,GHA,DEF,2,0.3441,other,0.817219,0.491179,0.999201,0.491179,0.999201,0.491179,0.670501,0.899111,0.670501,0.899111,0.670501,appearance_scaled_then_base_capped
alexis_duarte__par,Alexis Duarte,PAR,DEF,2,0.2675,other,0.906273,0.381837,0.999201,0.381838,0.999201,0.381838,0.906273,0.948091,0.670277,0.948091,0.670277,appearance_scaled_then_base_capped
nizar_al_rashdan__jor,Nizar Al-Rashdan,JOR,MID,2,0.6493,other,0.832233,0.461125,0.497131,0.461125,0.497131,0.461125,0.832233,0.681437,0.665234,0.681437,0.665234,appearance_scaled_then_base_capped
ahmed_fathi__qat,Ahmed Fathi,QAT,MID,2.5,0.4166,other,0.607192,0.73304,1.231704,0.73304,0.910788,0.73304,0.607192,0.888222,0.663824,0.74381,0.663824,appearance_scaled_then_base_capped
danilo_luiz_da_silva__bra,Danilo Luiz da Silva,BRA,DEF,2.5,0.1552,other,0.862211,0.419792,1.893394,0.419792,1.293316,0.419792,0.862211,1.326243,0.663122,1.056208,0.663122,appearance_scaled_then_base_capped
jose_hurtado__ecu,Jose Hurtado,ECU,DEF,2.5,0.25,other,0.649479,0.676212,1.893394,0.676212,0.974218,0.676212,0.661509,1.209241,0.661509,0.795612,0.661509,appearance_scaled_then_base_capped
david_ospina__col,David Ospina,COL,GK,3.5,0.1217,other,0.810793,0.47697,2.743457,0.47697,1.21619,0.47697,0.810793,1.680492,0.660573,0.993222,0.660573,appearance_scaled_then_base_capped
yousef_qashi__jor,Yousef Qashi,JOR,MID,2,0.8559,cheap_real_starter,0.793914,0.497131,0.497131,0.497131,0.497131,0.497131,0.793914,0.660362,0.660362,0.660362,0.660362,raw_for_likely_starter
keisuke_goto__jpn,Keisuke Goto,JPN,FWD,2.5,0.2845,other,0.757469,0.531792,1.308276,0.531721,1.136204,0.531721,0.757469,1.005332,0.655882,0.9279,0.655882,appearance_scaled_then_base_capped
joe_bell__nzl,Joe Bell,NZL,MID,2.5,0.4066,other,0.602092,0.715444,1.231704,0.715444,0.903138,0.715444,0.6531,0.885417,0.6531,0.737563,0.6531,appearance_scaled_then_base_capped
jesse_randall__nzl,Jesse Randall,NZL,FWD,2,0.4624,other,0.885756,0.363005,0.549484,0.362974,0.549484,0.362974,0.885756,0.734434,0.650504,0.734434,0.650504,appearance_scaled_then_base_capped
morten_thorsby__nor,Morten Thorsby,NOR,MID,2.5,0.3142,other,0.718636,0.552859,1.231704,0.552859,1.077954,0.552859,0.644036,0.949517,0.644036,0.880329,0.644036,appearance_scaled_then_base_capped
roshon_van_eijma__cuw,Roshon van Eijma,CUW,DEF,2.5,0.4054,other,0.52486,0.787293,1.893394,1.096545,0.78729,0.78729,0.52486,1.1407,0.782118,0.642954,0.642954,appearance_scaled_then_base_capped
michael_boxall__nzl,Michael Boxall,NZL,DEF,2,0.3892,other,0.710823,0.555556,0.999201,0.555556,0.999201,0.555556,0.710823,0.840593,0.640953,0.840593,0.640953,appearance_scaled_then_base_capped
blas_riveros__par,Blas Riveros,PAR,DEF,2,0.3023,other,0.811107,0.431512,0.999201,0.431512,0.999201,0.431512,0.811107,0.895749,0.640289,0.895749,0.640289,appearance_scaled_then_base_capped
kaishu_sano__jpn,Kaishu Sano,JPN,MID,2.5,0.3276,other,0.692144,0.576437,1.231704,0.576438,1.038216,0.576438,0.692144,0.934946,0.640076,0.847876,0.640076,appearance_scaled_then_base_capped
steven_moreira__cpv,Steven Moreira,CPV,DEF,2,0.4171,other,0.674451,0.595381,0.999201,0.595381,0.999201,0.595381,0.674451,0.820589,0.638869,0.820589,0.638869,appearance_scaled_then_base_capped
dong_gyeong_lee__kor,Dong-gyeong Lee,KOR,MID,2,0.7198,cheap_real_starter,0.753976,0.497131,0.497131,0.497131,0.497131,0.497131,0.753976,0.638396,0.638396,0.638396,0.638396,raw_for_likely_starter
martin_boyle__aus,Martin Boyle,AUS,FWD,2.5,0.3967,other,0.550031,0.741519,1.308276,0.741419,0.825046,0.741419,0.550031,0.891241,0.636156,0.673788,0.636156,appearance_scaled_then_base_capped
firas_chaouat__tun,Firas Chaouat,TUN,FWD,2.5,0.2912,other,0.704525,0.544316,1.308276,0.544243,1.056787,0.544243,0.704525,0.976213,0.632398,0.863043,0.632398,appearance_scaled_then_base_capped
gustavo_puerta__col,Gustavo Puerta,COL,MID,2.5,0.2706,other,0.750891,0.476142,1.231704,0.476142,1.126336,0.476142,0.627254,0.967257,0.627254,0.919841,0.627254,appearance_scaled_then_base_capped
ahmed_hasan_maknzi__irq,Ahmed Hasan Maknzi,IRQ,DEF,2,0.5345,other,0.515972,0.762961,0.999201,0.762961,0.773958,0.762961,0.515972,0.733425,0.627117,0.632066,0.627117,appearance_scaled_then_base_capped
telmo_arcanjo__cpv,Telmo Arcanjo,CPV,MID,2.5,0.5432,other,0.511381,0.767069,1.231704,0.955803,0.767071,0.767071,0.511381,0.835526,0.711371,0.626441,0.626441,appearance_scaled_then_base_capped
h_lio_varela__cpv,Helio Varela,CPV,FWD,2.5,0.2659,other,0.728674,0.497025,1.308276,0.496958,1.093011,0.496958,0.728674,0.989495,0.624402,0.892626,0.624402,appearance_scaled_then_base_capped
joaqu_n_piquerez__uru,Joaquin Piquerez,URU,MID,2.5,0.5252,other,0.50569,0.758535,1.231704,0.92413,0.758535,0.758535,0.50569,0.832396,0.693988,0.61947,0.61947,appearance_scaled_then_base_capped
cameron_burgess__aus,Cameron Burgess,AUS,DEF,3,0.1772,other,0.550941,0.698174,2.758026,0.698175,0.826412,0.698175,0.550941,1.544129,0.617196,0.674903,0.617196,appearance_scaled_then_base_capped
braian_ojeda__par,Braian Ojeda,PAR,MID,2,0.4927,other,0.831164,0.349909,0.497131,0.349909,0.497131,0.349909,0.831164,0.680849,0.614599,0.680849,0.614599,appearance_scaled_then_base_capped
ali_al_hamadi__irq,Ali Al-Hamadi,IRQ,FWD,2.5,0.5308,other,0.499736,0.749604,1.308276,0.992047,0.749604,0.749604,0.612177,0.863579,0.721276,0.612177,0.612177,appearance_scaled_then_base_capped
maghnes_akliouche__fra,Maghnes Akliouche,FRA,FWD,3.5,0.292,other,0.499131,0.748696,2.718483,1.133996,0.748696,0.748696,0.611435,1.497839,0.78482,0.611435,0.611435,appearance_scaled_then_base_capped
borja_iglesias__esp,Borja Iglesias,ESP,FWD,3.5,0.2425,other,0.498602,0.747903,2.718483,0.94176,0.747903,0.747903,0.610787,1.497548,0.698023,0.610787,0.610787,appearance_scaled_then_base_capped
stopira__cpv,Stopira,CPV,DEF,2.5,0.3309,other,0.497415,0.746123,1.893394,0.895034,0.746123,0.746123,0.609333,1.125606,0.676344,0.609334,0.609334,appearance_scaled_then_base_capped
jhon_c_rdoba__col,Jhon Cordoba,COL,FWD,3,0.1309,other,0.780101,0.398648,2.131493,0.398589,1.170151,0.398589,0.780101,1.388227,0.608421,0.955624,0.608421,appearance_scaled_then_base_capped
o_uz_ayd_n__tur,Oguz Aydin,TUR,MID,2,0.3231,other,0.917159,0.229462,0.497131,0.229462,0.497131,0.229462,0.917159,0.728146,0.607695,0.728146,0.607695,appearance_scaled_then_base_capped
deveron_fonville__cuw,Deveron Fonville,CUW,DEF,2,0.489,other,0.524637,0.698013,0.999201,0.698013,0.786956,0.698013,0.524637,0.738191,0.602656,0.642681,0.602656,appearance_scaled_then_base_capped
jo_o_neves__por,João Neves,POR,MID,5,0.3609,other,0.491387,0.737081,2.888845,1.489406,0.737081,0.737081,0.491387,1.570243,0.940496,0.601949,0.601949,appearance_scaled_then_base_capped
bradley_barcola__fra,Bradley Barcola,FRA,MID,4,0.3263,other,0.490616,0.735924,2.690406,1.254114,0.735924,0.735924,0.601005,1.480522,0.83419,0.601005,0.601005,appearance_scaled_then_base_capped
eric_smith__swe,Eric Smith,SWE,DEF,2,0.3162,other,0.708856,0.451353,0.999201,0.451353,0.999201,0.451353,0.59298,0.839511,0.59298,0.839511,0.59298,appearance_scaled_then_base_capped
facundo_pellistri__uru,Facundo Pellistri,URU,FWD,3.5,0.4338,other,0.482955,0.724433,2.718483,1.684683,0.724433,0.724433,0.59162,1.488943,1.023733,0.59162,0.59162,appearance_scaled_then_base_capped
jovo_lukic__bih,Jovo Lukic,BIH,FWD,2,0.7493,cheap_real_starter,0.618491,0.549532,0.549484,0.549484,0.549484,0.549484,0.587459,0.587438,0.587438,0.587438,0.587438,raw_for_likely_starter
edo_kayembe__cod,Edo Kayembe,COD,MID,2.5,0.3458,other,0.56935,0.608462,1.231704,0.608462,0.854025,0.608462,0.56935,0.867409,0.58695,0.697454,0.58695,appearance_scaled_then_base_capped
nicolas_raskin__bel,Nicolas Raskin,BEL,MID,2.5,0.6577,other,0.478862,0.718293,1.231704,1.157274,0.718293,0.718293,0.478862,0.817641,0.784147,0.586606,0.586606,appearance_scaled_then_base_capped
alireza_jahanbakhsh__irn,Alireza Jahanbakhsh,IRN,FWD,2.5,0.1505,other,0.835683,0.281317,1.308276,0.281279,1.253524,0.281279,0.835683,1.04835,0.586201,1.023711,0.586201,appearance_scaled_then_base_capped
xaver_schlager__aut,Xaver Schlager,AUT,MID,2.5,0.6421,other,0.471824,0.707736,1.231704,1.129825,0.707736,0.707736,0.577984,0.81377,0.767924,0.577984,0.577984,appearance_scaled_then_base_capped
adem_arous__tun,Adem Arous,TUN,DEF,2,0.2598,other,0.745132,0.370846,0.999201,0.370846,0.999201,0.370846,0.745132,0.859463,0.576703,0.859463,0.576703,appearance_scaled_then_base_capped
brian_gutierrez__mex,Brian Gutierrez,MEX,MID,2.5,0.6683,other,0.470468,0.705702,1.231704,1.175926,0.705702,0.705702,0.470468,0.813024,0.787924,0.576323,0.576323,appearance_scaled_then_base_capped
anthony_ralston__sco,Anthony Ralston,SCO,DEF,2.5,0.1307,other,0.758553,0.353524,1.893394,0.353524,1.13783,0.353524,0.57629,1.269231,0.57629,0.929228,0.57629,appearance_scaled_then_base_capped
roderick_miller__pan,Roderick Miller,PAN,DEF,2,0.3367,other,0.653224,0.480616,0.999201,0.480616,0.979836,0.480616,0.57555,0.808914,0.57555,0.800199,0.57555,appearance_scaled_then_base_capped
erick_davis__pan,Eric Davis,PAN,DEF,3,0.1667,other,0.500443,0.656804,2.758026,0.656804,0.750664,0.656804,0.570805,1.516355,0.570805,0.613042,0.570805,appearance_scaled_then_base_capped
baghdad_bounedjah__alg,Baghdad Bounedjah,ALG,FWD,3,0.1526,other,0.647018,0.464735,2.131493,0.464665,0.970527,0.464665,0.647018,1.315032,0.564959,0.792597,0.564959,appearance_scaled_then_base_capped
axel_witsel__bel,Axel Witsel,BEL,MID,3,0.3823,other,0.458847,0.688271,2.063756,1.127106,0.688271,0.688271,0.458847,1.181056,0.759564,0.562088,0.562088,appearance_scaled_then_base_capped
ngel_romero__par,Angel Romero,PAR,FWD,2,0.2882,other,0.835764,0.22625,0.549484,0.226231,0.549484,0.226231,0.561483,0.706938,0.561474,0.706938,0.561474,appearance_scaled_then_base_capped
