match_no,team_id,opponent,component,players,min,max,spread,negative_count,high_start_players,high_start_min,high_start_max,high_start_spread,high_start_negative_count
2,ESP,KSA,match_2_result_ev,26,0.129665,0.477168,0.347503,0,4,0.434638,0.477168,0.04253,0
1,ARG,ALG,match_1_result_ev,26,0.007687,0.162001,0.154314,0,7,0.128499,0.162001,0.033502,0
1,IRN,NZL,match_1_result_ev,23,0.053758,0.134866,0.081108,0,7,0.102414,0.134866,0.032452,0
1,BRA,MAR,match_1_result_ev,26,0.023446,0.143916,0.12047,0,8,0.112855,0.143916,0.031061,0
3,ESP,URU,match_3_result_ev,26,0.094303,0.347036,0.252733,0,4,0.316104,0.347036,0.030932,0
1,GER,CUW,match_1_result_ev,26,0.077483,0.22301,0.145527,0,5,0.192162,0.22301,0.030848,0
1,NOR,IRQ,match_1_result_ev,26,0.007951,0.162408,0.154457,0,8,0.13172,0.162408,0.030688,0
1,IRN,NZL,match_1_on_pitch_ev,23,-0.004856,0.063256,0.068112,1,7,0.036004,0.063256,0.027252,0
2,IRN,BEL,match_2_on_pitch_ev,23,-0.004856,0.063256,0.068112,1,7,0.036004,0.063256,0.027252,0
3,IRN,EGY,match_3_on_pitch_ev,23,-0.004856,0.063256,0.068112,1,7,0.036004,0.063256,0.027252,0
1,PAN,GHA,match_1_on_pitch_ev,24,-0.0359,0.06,0.0959,2,3,0.03508,0.06,0.02492,0
2,PAN,CRO,match_2_on_pitch_ev,24,-0.0359,0.06,0.0959,2,3,0.03508,0.06,0.02492,0
3,PAN,ENG,match_3_on_pitch_ev,24,-0.0359,0.06,0.0959,2,3,0.03508,0.06,0.02492,0
2,PAN,CRO,match_2_result_ev,24,0.0141,0.109998,0.095898,0,3,0.085078,0.109998,0.02492,0
1,BRA,MAR,match_1_on_pitch_ev,26,-0.031232,0.0652,0.096432,3,8,0.040336,0.0652,0.024864,0
2,BRA,HAI,match_2_on_pitch_ev,26,-0.031232,0.0652,0.096432,3,8,0.040336,0.0652,0.024864,0
3,BRA,SCO,match_3_on_pitch_ev,26,-0.031232,0.0652,0.096432,3,8,0.040336,0.0652,0.024864,0
1,ENG,CRO,match_1_result_ev,26,0.031854,0.135229,0.103375,0,5,0.11056,0.135229,0.024669,0
1,UZB,COL,match_1_on_pitch_ev,25,-0.044432,0.06268,0.107112,5,8,0.038212,0.06268,0.024468,0
2,UZB,POR,match_2_on_pitch_ev,25,-0.044432,0.06268,0.107112,5,8,0.038212,0.06268,0.024468,0
3,UZB,COD,match_3_on_pitch_ev,25,-0.044432,0.06268,0.107112,5,8,0.038212,0.06268,0.024468,0
1,COL,UZB,match_1_result_ev,26,0.034225,0.158919,0.124694,0,6,0.134563,0.158919,0.024356,0
2,ENG,GHA,match_2_result_ev,26,0.031098,0.132021,0.100923,0,5,0.107937,0.132021,0.024084,0
3,PAN,ENG,match_3_result_ev,24,0.013412,0.104631,0.091219,0,3,0.080927,0.104631,0.023704,0
1,ARG,ALG,match_1_on_pitch_ev,26,-0.044576,0.064312,0.108888,2,7,0.040672,0.064312,0.02364,0
2,ARG,AUT,match_2_on_pitch_ev,26,-0.044576,0.064312,0.108888,2,7,0.040672,0.064312,0.02364,0
3,ARG,JOR,match_3_on_pitch_ev,26,-0.044576,0.064312,0.108888,2,7,0.040672,0.064312,0.02364,0
1,EGY,BEL,match_1_on_pitch_ev,27,-0.044528,0.0676,0.112128,4,8,0.04408,0.0676,0.02352,0
2,EGY,NZL,match_2_on_pitch_ev,27,-0.044528,0.0676,0.112128,4,8,0.04408,0.0676,0.02352,0
3,EGY,IRN,match_3_on_pitch_ev,27,-0.044528,0.0676,0.112128,4,8,0.04408,0.0676,0.02352,0
2,BRA,HAI,match_2_result_ev,26,0.017745,0.108924,0.091179,0,8,0.085414,0.108924,0.02351,0
1,AUS,TUR,match_1_on_pitch_ev,28,-0.044432,0.063556,0.107988,4,7,0.04024,0.063556,0.023316,0
2,AUS,USA,match_2_on_pitch_ev,28,-0.044432,0.063556,0.107988,4,7,0.04024,0.063556,0.023316,0
3,AUS,PAR,match_3_on_pitch_ev,28,-0.044432,0.063556,0.107988,4,7,0.04024,0.063556,0.023316,0
1,NED,JPN,match_1_on_pitch_ev,24,-0.020264,0.063256,0.08352,1,6,0.040612,0.063256,0.022644,0
2,NED,SWE,match_2_on_pitch_ev,24,-0.020264,0.063256,0.08352,1,6,0.040612,0.063256,0.022644,0
3,NED,TUN,match_3_on_pitch_ev,24,-0.020264,0.063256,0.08352,1,6,0.040612,0.063256,0.022644,0
1,MEX,RSA,match_1_result_ev,26,0.035864,0.147991,0.112127,0,6,0.125556,0.147991,0.022435,0
1,NOR,IRQ,match_1_on_pitch_ev,26,-0.04436,0.0652,0.10956,5,8,0.043432,0.0652,0.021768,0
2,NOR,SEN,match_2_on_pitch_ev,26,-0.04436,0.0652,0.10956,5,8,0.043432,0.0652,0.021768,0
3,NOR,FRA,match_3_on_pitch_ev,26,-0.04436,0.0652,0.10956,5,8,0.043432,0.0652,0.021768,0
1,ENG,CRO,match_1_on_pitch_ev,26,-0.022016,0.0688,0.090816,2,5,0.047128,0.0688,0.021672,0
2,ENG,GHA,match_2_on_pitch_ev,26,-0.022016,0.0688,0.090816,2,5,0.047128,0.0688,0.021672,0
3,ENG,PAN,match_3_on_pitch_ev,26,-0.022016,0.0688,0.090816,2,5,0.047128,0.0688,0.021672,0
1,KSA,URU,match_1_on_pitch_ev,19,-0.030092,0.063364,0.093456,3,6,0.041728,0.063364,0.021636,0
2,KSA,ESP,match_2_on_pitch_ev,19,-0.030092,0.063364,0.093456,3,6,0.041728,0.063364,0.021636,0
3,KSA,CPV,match_3_on_pitch_ev,19,-0.030092,0.063364,0.093456,3,6,0.041728,0.063364,0.021636,0
3,EGY,IRN,match_3_result_ev,27,0.004786,0.102868,0.098082,0,8,0.082295,0.102868,0.020573,0
2,ARG,AUT,match_2_result_ev,26,0.004655,0.09812,0.093465,0,7,0.077828,0.09812,0.020292,0
1,NED,JPN,match_1_result_ev,24,0.026586,0.101259,0.074673,0,6,0.081014,0.101259,0.020245,0
2,NED,SWE,match_2_result_ev,24,0.026452,0.100749,0.074297,0,6,0.080605,0.100749,0.020144,0
2,NOR,SEN,match_2_result_ev,26,0.005132,0.104838,0.099706,0,8,0.085028,0.104838,0.01981,0
1,BIH,CAN,match_1_on_pitch_ev,26,-0.03668,0.059716,0.096396,2,7,0.039916,0.059716,0.0198,0
2,BIH,SUI,match_2_on_pitch_ev,26,-0.03668,0.059716,0.096396,2,7,0.039916,0.059716,0.0198,0
3,BIH,QAT,match_3_on_pitch_ev,26,-0.03668,0.059716,0.096396,2,7,0.039916,0.059716,0.0198,0
2,ECU,CUW,match_2_result_ev,28,0.017945,0.131294,0.113349,0,9,0.111653,0.131294,0.019641,0
1,POR,COD,match_1_result_ev,27,0.008878,0.170121,0.161243,0,5,0.150595,0.170121,0.019526,0
1,CRO,ENG,match_1_on_pitch_ev,26,-0.035816,0.063832,0.099648,3,5,0.044464,0.063832,0.019368,0
2,CRO,PAN,match_2_on_pitch_ev,26,-0.035816,0.063832,0.099648,3,5,0.044464,0.063832,0.019368,0
3,CRO,GHA,match_3_on_pitch_ev,26,-0.035816,0.063832,0.099648,3,5,0.044464,0.063832,0.019368,0
3,CRO,GHA,match_3_result_ev,26,0.014006,0.112407,0.098401,0,5,0.093282,0.112407,0.019125,0
3,KSA,CPV,match_3_result_ev,19,0.017118,0.097479,0.080361,0,6,0.078874,0.097479,0.018605,0
3,BIH,QAT,match_3_result_ev,26,0.012503,0.102992,0.090489,0,7,0.084405,0.102992,0.018587,0
2,PAN,CRO,match_2_team_scores_ev,24,0.010489,0.081828,0.071339,0,3,0.06329,0.081828,0.018538,0
3,ARG,JOR,match_3_result_ev,26,0.004232,0.0892,0.084968,0,7,0.070753,0.0892,0.018447,0
3,ENG,PAN,match_3_result_ev,26,0.023635,0.100339,0.076704,0,5,0.082034,0.100339,0.018305,0
3,NOR,FRA,match_3_result_ev,26,0.004737,0.096765,0.092028,0,8,0.078481,0.096765,0.018284,0
1,BEL,EGY,match_1_result_ev,26,0.031166,0.135506,0.10434,0,4,0.117227,0.135506,0.018279,0
3,PAN,ENG,match_3_team_scores_ev,24,0.010317,0.080486,0.070169,0,3,0.062252,0.080486,0.018234,0
1,ESP,CPV,match_1_result_ev,26,0.055303,0.203516,0.148213,0,4,0.185376,0.203516,0.01814,0
2,EGY,NZL,match_2_result_ev,27,0.004188,0.090017,0.085829,0,8,0.072013,0.090017,0.018004,0
2,CAN,QAT,match_2_result_ev,28,0.00618,0.124502,0.118322,0,8,0.106666,0.124502,0.017836,0
1,JOR,AUT,match_1_on_pitch_ev,26,-0.04484,0.059404,0.104244,5,7,0.041596,0.059404,0.017808,0
2,JOR,ALG,match_2_on_pitch_ev,26,-0.04484,0.059404,0.104244,5,7,0.041596,0.059404,0.017808,0
3,JOR,ARG,match_3_on_pitch_ev,26,-0.04484,0.059404,0.104244,5,7,0.041596,0.059404,0.017808,0
1,SWE,TUN,match_1_result_ev,26,0.005419,0.112238,0.106819,0,6,0.094583,0.112238,0.017655,0
1,PAN,GHA,match_1_team_scores_ev,24,0.009973,0.077808,0.067835,0,3,0.060181,0.077808,0.017627,0
1,SWE,TUN,match_1_on_pitch_ev,26,-0.044648,0.060844,0.105492,4,6,0.043408,0.060844,0.017436,0
2,SWE,NED,match_2_on_pitch_ev,26,-0.044648,0.060844,0.105492,4,6,0.043408,0.060844,0.017436,0
3,SWE,JPN,match_3_on_pitch_ev,26,-0.044648,0.060844,0.105492,4,6,0.043408,0.060844,0.017436,0
1,COL,UZB,match_1_on_pitch_ev,26,-0.025904,0.061888,0.087792,1,6,0.04474,0.061888,0.017148,0
2,COL,COD,match_2_on_pitch_ev,26,-0.025904,0.061888,0.087792,1,6,0.04474,0.061888,0.017148,0
3,COL,POR,match_3_on_pitch_ev,26,-0.025904,0.061888,0.087792,1,6,0.04474,0.061888,0.017148,0
1,MEX,RSA,match_1_on_pitch_ev,26,-0.022664,0.0628,0.085464,3,6,0.0457,0.0628,0.0171,0
2,MEX,KOR,match_2_on_pitch_ev,26,-0.022664,0.0628,0.085464,3,6,0.0457,0.0628,0.0171,0
3,MEX,CZE,match_3_on_pitch_ev,26,-0.022664,0.0628,0.085464,3,6,0.0457,0.0628,0.0171,0
3,IRN,EGY,match_3_result_ev,23,0.028236,0.07084,0.042604,0,7,0.053794,0.07084,0.017046,0
1,JPN,NED,match_1_on_pitch_ev,26,0.003212,0.063196,0.059984,0,4,0.046192,0.063196,0.017004,0
2,JPN,TUN,match_2_on_pitch_ev,26,0.003212,0.063196,0.059984,0,4,0.046192,0.063196,0.017004,0
3,JPN,SWE,match_3_on_pitch_ev,26,0.003212,0.063196,0.059984,0,4,0.046192,0.063196,0.017004,0
1,ECU,CIV,match_1_on_pitch_ev,28,-0.03464,0.06238,0.09702,4,9,0.045568,0.06238,0.016812,0
2,ECU,CUW,match_2_on_pitch_ev,28,-0.03464,0.06238,0.09702,4,9,0.045568,0.06238,0.016812,0
3,ECU,GER,match_3_on_pitch_ev,28,-0.03464,0.06238,0.09702,4,9,0.045568,0.06238,0.016812,0
3,BRA,SCO,match_3_result_ev,26,0.012646,0.077624,0.064978,0,8,0.06087,0.077624,0.016754,0
1,IRN,NZL,match_1_team_scores_ev,23,0.027379,0.068687,0.041308,0,7,0.052159,0.068687,0.016528,0
1,CPV,ESP,match_1_on_pitch_ev,26,-0.030812,0.06142,0.092232,3,4,0.044944,0.06142,0.016476,0
2,CPV,URU,match_2_on_pitch_ev,26,-0.030812,0.06142,0.092232,3,4,0.044944,0.06142,0.016476,0
3,CPV,KSA,match_3_on_pitch_ev,26,-0.030812,0.06142,0.092232,3,4,0.044944,0.06142,0.016476,0
1,CAN,BIH,match_1_on_pitch_ev,28,-0.044432,0.062164,0.106596,6,8,0.046096,0.062164,0.016068,0
2,CAN,QAT,match_2_on_pitch_ev,28,-0.044432,0.062164,0.106596,6,8,0.046096,0.062164,0.016068,0
3,CAN,SUI,match_3_on_pitch_ev,28,-0.044432,0.062164,0.106596,6,8,0.046096,0.062164,0.016068,0
3,ECU,GER,match_3_result_ev,28,0.014649,0.107183,0.092534,0,9,0.091148,0.107183,0.016035,0
1,IRQ,NOR,match_1_on_pitch_ev,26,-0.01856,0.062224,0.080784,3,7,0.041188,0.057208,0.01602,0
2,IRQ,FRA,match_2_on_pitch_ev,26,-0.01856,0.062224,0.080784,3,7,0.041188,0.057208,0.01602,0
3,IRQ,SEN,match_3_on_pitch_ev,26,-0.01856,0.062224,0.080784,3,7,0.041188,0.057208,0.01602,0
1,COD,POR,match_1_on_pitch_ev,27,-0.0446,0.063928,0.108528,3,7,0.047932,0.063928,0.015996,0
2,COD,COL,match_2_on_pitch_ev,27,-0.0446,0.063928,0.108528,3,7,0.047932,0.063928,0.015996,0
3,COD,UZB,match_3_on_pitch_ev,27,-0.0446,0.063928,0.108528,3,7,0.047932,0.063928,0.015996,0
3,NED,TUN,match_3_result_ev,24,0.02099,0.079944,0.058954,0,6,0.063961,0.079944,0.015983,0
2,GER,CIV,match_2_result_ev,26,0.039932,0.11493,0.074998,0,5,0.099032,0.11493,0.015898,0
1,GER,CUW,match_1_on_pitch_ev,26,-0.010304,0.064252,0.074556,1,5,0.048448,0.064252,0.015804,0
2,GER,CIV,match_2_on_pitch_ev,26,-0.010304,0.064252,0.074556,1,5,0.048448,0.064252,0.015804,0
3,GER,ECU,match_3_on_pitch_ev,26,-0.010304,0.064252,0.074556,1,5,0.048448,0.064252,0.015804,0
1,KSA,URU,match_1_team_scores_ev,19,0.014502,0.082583,0.068081,0,6,0.066822,0.082583,0.015761,0
1,RSA,MEX,match_1_on_pitch_ev,25,-0.0353,0.0604,0.0957,5,5,0.044752,0.0604,0.015648,0
2,RSA,CZE,match_2_on_pitch_ev,25,-0.0353,0.0604,0.0957,5,5,0.044752,0.0604,0.015648,0
3,RSA,KOR,match_3_on_pitch_ev,25,-0.0353,0.0604,0.0957,5,5,0.044752,0.0604,0.015648,0
2,COL,COD,match_2_result_ev,26,0.021899,0.101687,0.079788,0,6,0.086103,0.101687,0.015584,0
1,BEL,EGY,match_1_on_pitch_ev,26,-0.023504,0.0652,0.088704,2,4,0.04966,0.0652,0.01554,0
2,BEL,IRN,match_2_on_pitch_ev,26,-0.023504,0.0652,0.088704,2,4,0.04966,0.0652,0.01554,0
3,BEL,NZL,match_3_on_pitch_ev,26,-0.023504,0.0652,0.088704,2,4,0.04966,0.0652,0.01554,0
2,IRN,BEL,match_2_result_ev,23,0.02567,0.0644,0.03873,0,7,0.048904,0.0644,0.015496,0
3,AUS,PAR,match_3_result_ev,28,0.003693,0.075326,0.071633,0,7,0.05986,0.075326,0.015466,0
2,ENG,GHA,match_2_team_scores_ev,26,0.019904,0.084498,0.064594,0,5,0.069084,0.084498,0.015414,0
1,ALG,ARG,match_1_on_pitch_ev,30,-0.04436,0.05488,0.09924,3,5,0.035668,0.050908,0.01524,0
2,ALG,JOR,match_2_on_pitch_ev,30,-0.04436,0.05488,0.09924,3,5,0.035668,0.050908,0.01524,0
3,ALG,AUT,match_3_on_pitch_ev,30,-0.04436,0.05488,0.09924,3,5,0.035668,0.050908,0.01524,0
2,MEX,KOR,match_2_result_ev,26,0.024337,0.100425,0.076088,0,6,0.085201,0.100425,0.015224,0
1,PAN,GHA,match_1_opponent_scores_ev,24,-0.066241,-0.00849,0.057751,24,3,-0.066241,-0.051234,0.015007,3
3,UZB,COD,match_3_result_ev,25,0.003412,0.069063,0.065651,0,8,0.054066,0.069063,0.014997,0
3,KSA,CPV,match_3_team_scores_ev,19,0.01379,0.078526,0.064736,0,6,0.063539,0.078526,0.014987,0
1,ENG,CRO,match_1_team_scores_ev,26,0.019282,0.081857,0.062575,0,5,0.066925,0.081857,0.014932,0
1,TUN,SWE,match_1_on_pitch_ev,26,-0.04436,0.059428,0.103788,4,6,0.044512,0.059428,0.014916,0
2,TUN,JPN,match_2_on_pitch_ev,26,-0.04436,0.059428,0.103788,4,6,0.044512,0.059428,0.014916,0
3,TUN,NED,match_3_on_pitch_ev,26,-0.04436,0.059428,0.103788,4,6,0.044512,0.059428,0.014916,0
3,JPN,SWE,match_3_result_ev,26,0.046673,0.099287,0.052614,0,4,0.084373,0.099287,0.014914,0
2,TUN,JPN,match_2_result_ev,26,0.005618,0.109012,0.103394,0,6,0.094153,0.109012,0.014859,0
1,MAR,BRA,match_1_on_pitch_ev,29,-0.025232,0.059726,0.084958,6,7,0.04496,0.059726,0.014766,0
2,MAR,SCO,match_2_on_pitch_ev,29,-0.025232,0.059726,0.084958,6,7,0.04496,0.059726,0.014766,0
3,MAR,HAI,match_3_on_pitch_ev,29,-0.025232,0.059726,0.084958,6,7,0.04496,0.059726,0.014766,0
2,NOR,SEN,match_2_team_scores_ev,26,0.00379,0.077421,0.073631,0,8,0.062792,0.077421,0.014629,0
2,BRA,HAI,match_2_team_scores_ev,26,0.011015,0.067616,0.056601,0,8,0.053021,0.067616,0.014595,0
3,EGY,IRN,match_3_team_scores_ev,27,0.003391,0.072882,0.069491,0,8,0.058306,0.072882,0.014576,0
3,PAN,ENG,match_3_opponent_scores_ev,24,-0.064339,-0.008247,0.056092,24,3,-0.064339,-0.049763,0.014576,3
1,SEN,FRA,match_1_on_pitch_ev,28,-0.044528,0.063606,0.108134,3,6,0.049036,0.063606,0.01457,0
2,SEN,NOR,match_2_on_pitch_ev,28,-0.044528,0.063606,0.108134,3,6,0.049036,0.063606,0.01457,0
3,SEN,IRQ,match_3_on_pitch_ev,28,-0.044528,0.063606,0.108134,3,6,0.049036,0.063606,0.01457,0
2,CRO,PAN,match_2_result_ev,26,0.01062,0.08523,0.07461,0,5,0.070729,0.08523,0.014501,0
3,IRN,EGY,match_3_team_scores_ev,23,0.023958,0.060107,0.036149,0,7,0.045644,0.060107,0.014463,0
3,ENG,PAN,match_3_team_scores_ev,26,0.01866,0.079218,0.060558,0,5,0.064767,0.079218,0.014451,0
3,NOR,FRA,match_3_team_scores_ev,26,0.003711,0.075805,0.072094,0,8,0.061481,0.075805,0.014324,0
2,PAN,CRO,match_2_opponent_scores_ev,24,-0.063144,-0.008094,0.05505,24,3,-0.063144,-0.048839,0.014305,3
2,AUS,USA,match_2_result_ev,28,0.003394,0.069226,0.065832,0,7,0.055012,0.069226,0.014214,0
1,AUS,TUR,match_1_team_scores_ev,28,0.003394,0.069225,0.065831,0,7,0.055011,0.069225,0.014214,0
1,SUI,QAT,match_1_result_ev,26,0.041329,0.175032,0.133703,0,9,0.160851,0.175032,0.014181,0
1,BRA,MAR,match_1_team_scores_ev,26,0.010606,0.065105,0.054499,0,8,0.051053,0.065105,0.014052,0
2,EGY,NZL,match_2_team_scores_ev,27,0.003258,0.070027,0.066769,0,8,0.056022,0.070027,0.014005,0
3,MAR,HAI,match_3_result_ev,29,0.023466,0.103958,0.080492,0,7,0.089968,0.103958,0.01399,0
3,TUN,NED,match_3_result_ev,26,0.005284,0.102529,0.097245,0,6,0.088552,0.102529,0.013977,0
1,UZB,COL,match_1_team_scores_ev,25,0.003177,0.064299,0.061122,0,8,0.050337,0.064299,0.013962,0
2,KSA,ESP,match_2_result_ev,19,0.012839,0.073112,0.060273,0,6,0.059158,0.073112,0.013954,0
2,IRN,BEL,match_2_team_scores_ev,23,0.023103,0.057961,0.034858,0,7,0.044014,0.057961,0.013947,0
3,SEN,IRQ,match_3_result_ev,28,0.005221,0.108402,0.103181,0,6,0.094499,0.108402,0.013903,0
3,COL,POR,match_3_result_ev,26,0.019499,0.090543,0.071044,0,6,0.076666,0.090543,0.013877,0
1,CAN,BIH,match_1_result_ev,28,0.004808,0.096847,0.092039,0,8,0.082973,0.096847,0.013874,0
2,ARG,AUT,match_2_team_scores_ev,26,0.003174,0.066902,0.063728,0,7,0.053066,0.066902,0.013836,0
1,ARG,ALG,match_1_team_scores_ev,26,0.003174,0.0669,0.063726,0,7,0.053065,0.0669,0.013835,0
2,BEL,IRN,match_2_result_ev,26,0.023537,0.102337,0.0788,0,4,0.088533,0.102337,0.013804,0
1,NOR,IRQ,match_1_team_scores_ev,26,0.003553,0.072581,0.069028,0,8,0.058866,0.072581,0.013715,0
2,KSA,ESP,match_2_opponent_scores_ev,19,-0.071795,-0.012608,0.059187,19,6,-0.071795,-0.058093,0.013702,6
1,KOR,CZE,match_1_on_pitch_ev,26,-0.02938,0.058287,0.087667,3,3,0.034336,0.048016,0.01368,0
2,KOR,MEX,match_2_on_pitch_ev,26,-0.02938,0.058287,0.087667,3,3,0.034336,0.048016,0.01368,0
3,KOR,RSA,match_3_on_pitch_ev,26,-0.02938,0.058287,0.087667,3,3,0.034336,0.048016,0.01368,0
1,CZE,KOR,match_1_on_pitch_ev,24,-0.044312,0.063268,0.10758,3,9,0.04966,0.063268,0.013608,0
2,CZE,RSA,match_2_on_pitch_ev,24,-0.044312,0.063268,0.10758,3,9,0.04966,0.063268,0.013608,0
3,CZE,MEX,match_3_on_pitch_ev,24,-0.044312,0.063268,0.10758,3,9,0.04966,0.063268,0.013608,0
1,NED,JPN,match_1_team_scores_ev,24,0.017826,0.067897,0.050071,0,6,0.054322,0.067897,0.013575,0
2,NED,SWE,match_2_team_scores_ev,24,0.017827,0.067898,0.050071,0,6,0.054323,0.067898,0.013575,0
3,ALG,AUT,match_3_result_ev,30,0.00501,0.09317,0.08816,0,5,0.076103,0.089641,0.013538,0
1,AUT,JOR,match_1_result_ev,25,0.008957,0.165625,0.156668,0,6,0.152172,0.165625,0.013453,0
2,KSA,ESP,match_2_team_scores_ev,19,0.012363,0.070403,0.05804,0,6,0.056966,0.070403,0.013437,0
3,COD,UZB,match_3_result_ev,27,0.004532,0.09562,0.091088,0,7,0.082195,0.09562,0.013425,0
1,ECU,CIV,match_1_result_ev,28,0.012261,0.089705,0.077444,0,9,0.076286,0.089705,0.013419,0
3,AUS,PAR,match_3_team_scores_ev,28,0.003194,0.065144,0.06195,0,7,0.051768,0.065144,0.013376,0
