player_id,player_name,team_id,position,price,ev_match_method,ev_match_score,weighted_group_stage_ev,start_prob
nathaniel_brown__ger,Nathaniel Brown,GER,DEF,2500000,name_team_position,1.0,2.577539,0.803
malo_gusto__fra,Malo Gusto,FRA,DEF,4000000,name_team_position,1.0,1.425895,0.2882
pierre_kalulu__fra,Pierre Kalulu,FRA,DEF,3000000,name_team_position,1.0,0.0,0.3075
maxence_lacroix__fra,Maxence Lacroix,FRA,DEF,3000000,name_team_position,1.0,1.4213,0.3107
jules_kounde__fra,Jules Kounde,FRA,DEF,3500000,name_team_position,1.0,2.912575,0.6814
william_saliba__fra,William Saliba,FRA,DEF,4500000,name_team_position,1.0,2.070002,0.4145
dayot_upamecano__fra,Dayot Upamecano,FRA,DEF,4000000,name_team_position,1.0,3.032875,0.6508
ibrahima_konat__fra,Ibrahima Konate,FRA,DEF,3000000,name_team_position,1.0,2.666228,0.6158
theo_hern_ndez__fra,Theo Hernandez,FRA,DEF,4500000,name_team_position,1.0,3.253647,0.6642
lucas_hern_ndez__fra,Lucas Hernandez,FRA,DEF,3000000,name_team_position,1.0,1.535586,0.3464
lucas_digne__fra,Lucas Digne,FRA,DEF,3500000,name_team_position,1.0,1.558019,0.3174
stefan_de_vrij__ned,Stefan de Vrij,NED,DEF,3000000,name_team_position,1.0,1.490332,0.3851
nathan_ak__ned,Nathan Ake,NED,DEF,3500000,name_team_position,1.0,1.580781,0.3831
virgil_van_dijk__ned,Virgil van Dijk,NED,DEF,5000000,name_team_position,1.0,3.479387,0.9438
denzel_dumfries__ned,Denzel Dumfries,NED,DEF,5000000,name_team_position,1.0,3.771568,0.9243
jurri_n_timber__ned,Jurrien Timber,NED,DEF,2500000,name_team_position,1.0,2.238547,0.7551
jeremie_frimpong__ned,Jeremie Frimpong,NED,DEF,4000000,name_team_position,1.0,0.468452,0.0846
jorrel_hato__ned,Jorrel Hato,NED,DEF,2500000,name_team_position,1.0,0.297163,0.0494
jan_paul_van_hecke__ned,Jan Paul van Hecke,NED,DEF,3000000,name_team_position,1.0,2.127152,0.5768
micky_van_de_ven__ned,Micky van de Ven,NED,DEF,4000000,name_team_position,1.0,2.395178,0.5829
marc_pubill__esp,Marc Pubill,ESP,DEF,3000000,name_team_position,1.0,0.293933,0.0456
dean_donny_huijsen__esp,Dean Donny Huijsen,ESP,DEF,4000000,name_team_position,1.0,0.0,0.6377
pau_cubars__esp,Pau Cubarsi,ESP,DEF,4000000,name_team_position,1.0,1.749228,0.3084
eric_garcia__esp,Eric Garcia,ESP,DEF,3000000,name_team_position,1.0,0.77333,0.1055
robin_le_normand__esp,Robin Le Normand,ESP,DEF,4500000,name_team_position,1.0,0.0,0.9392
pedro_porro__esp,Pedro Porro,ESP,DEF,4500000,name_team_position,1.0,3.137205,0.5708
marc_cucurella__esp,Marc Cucurella,ESP,DEF,4500000,name_team_position,1.0,3.24361,0.5911
daniel_vivian__esp,Daniel Vivian,ESP,DEF,3500000,name_team_position,1.0,0.0,0.0801
alejandro_alex_grimaldo__esp,Alejandro 'Alex' Grimaldo,ESP,DEF,4000000,name_team_position,1.0,1.841176,0.3837
aymeric_laporte__esp,Aymeric Laporte,ESP,DEF,4500000,name_team_position,1.0,3.569658,0.6506
victor_lindel_f__swe,Victor Lindelöf,SWE,DEF,3000000,name_team_position,1.0,1.918485,0.6257
eric_smith__swe,Eric Smith,SWE,DEF,2000000,name_team_position,1.0,0.592548,0.3162
carl_starfelt__swe,Carl Starfelt,SWE,DEF,2500000,name_team_position,1.0,0.746479,0.29
gabriel_gudmundsson__swe,Gabriel Gudmundsson,SWE,DEF,3000000,name_team_position,1.0,2.412655,0.8488
emil_holm__swe,Emil Holm,SWE,DEF,2500000,name_team_position,1.0,1.090552,0.2857
hjalmar_ekdal__swe,Hjalmar Ekdal,SWE,DEF,2000000,name_team_position,1.0,0.308661,0.1014
daniel_svensson__swe,Daniel Svensson,SWE,DEF,3000000,name_team_position,1.0,2.377515,0.8525
isak_hien__swe,Isak Hien,SWE,DEF,2500000,name_team_position,1.0,2.136181,0.9237
victor_eriksson__swe,Victor Eriksson,SWE,DEF,2000000,unmatched,0.6451612903225806,0.0,0.25
gustaf_lagerbielke__swe,Gustaf Lagerbielke,SWE,DEF,3000000,name_team_position,1.0,2.273804,0.7784
elliot_stroud__swe,Elliot Stroud,SWE,DEF,2000000,name_team_position,1.0,0.0,0.0441
achref_abada__alg,Achref Abada,ALG,DEF,2000000,name_team_position,1.0,1.017162,0.5495
sohaib_nair__alg,Sohaib Nair,ALG,DEF,2000000,name_team_position,1.0,0.0,0.047
mohamed_amine_tougai__alg,Mohamed Amine Tougai,ALG,DEF,2000000,unmatched,0.7741935483870968,0.0,0.25
youcef_atal__alg,Youcef Atal,ALG,DEF,2500000,name_team_position,1.0,0.478712,0.1504
jaouen_hadjam__alg,Jaouen Hadjam,ALG,DEF,2500000,unmatched,0.5517241379310345,0.0,0.25
samir_chergui__alg,Samir Chergui,ALG,DEF,2000000,unmatched,0.6086956521739131,0.0,0.25
zineddine_belaid__alg,Zineddine Belaid,ALG,DEF,2500000,name_team_position,1.0,1.857422,0.7139
mehdi_dorval__alg,Mehdi Dorval,ALG,DEF,2000000,name_team_position,1.0,0.120915,0.0441
rayan_a_t_nouri__alg,Rayan Ait-Nouri,ALG,DEF,3000000,name_team_position,1.0,2.365633,0.8435
ramy_bensebaini__alg,Ramy Bensebaini,ALG,DEF,3000000,name_team_position,1.0,1.953037,0.6387
rafik_belghali__alg,Rafik Belghali,ALG,DEF,2500000,name_team_position,1.0,1.090101,0.3883
a_ssa_mandi__alg,Aissa Mandi,ALG,DEF,3000000,name_team_position,1.0,2.048076,0.6633
nicol_s_otamendi__arg,Nicolas Otamendi,ARG,DEF,4500000,name_team_position,1.0,3.036801,0.6444
nicol_s_tagliafico__arg,Nicolas Tagliafico,ARG,DEF,4000000,name_team_position,1.0,3.604126,0.8693
leonardo_balerdi__arg,Leonardo Balerdi,ARG,DEF,4000000,name_team_position,1.0,2.190097,0.4789
lisandro_martinez__arg,Lisandro Martinez,ARG,DEF,3000000,unmatched,0.8235294117647058,0.0,0.25
cristian_romero__arg,Cristian Romero,ARG,DEF,4000000,name_team_position,1.0,3.219844,0.6811
julio_soler__arg,Julio Soler,ARG,DEF,3000000,name_team_position,1.0,2.96038,0.8253
facundo_medina__arg,Facundo Medina,ARG,DEF,2500000,unmatched,0.5185185185185185,0.0,0.25
lucas_herrington__aus,Lucas Herrington,AUS,DEF,2000000,name_team_position,1.0,1.359122,0.9204
gonzalo_montiel__arg,Gonzalo Montiel,ARG,DEF,3500000,name_team_position,1.0,2.536059,0.5505
nahuel_molina__arg,Nahuel Molina,ARG,DEF,4000000,name_team_position,1.0,3.071686,0.6568
jacob_italiano__aus,Jacob Italiano,AUS,DEF,2000000,name_team_position,1.0,0.765425,0.4045
jason_geria__aus,Jason Geria,AUS,DEF,2500000,name_team_position,1.0,0.343444,0.1245
kai_trewin__aus,Kai Trewin,AUS,DEF,2000000,name_team_position,1.0,0.945679,0.5807
kye_rowles__aus,Kye Rowles,AUS,DEF,2500000,name_team_position,1.0,1.391596,0.599
cameron_burgess__aus,Cameron Burgess,AUS,DEF,3000000,name_team_position,1.0,0.593591,0.1661
alessandro_circati__aus,Alessandro Circati,AUS,DEF,2500000,name_team_position,1.0,1.751069,0.8608
jordan_bos__aus,Jordan Bos,AUS,DEF,3000000,name_team_position,1.0,1.017116,0.3743
callum_elder__aus,Callum Elder,AUS,DEF,2000000,name_team_position,1.0,0.095507,0.0386
harry_souttar__aus,Harry Souttar,AUS,DEF,2500000,unmatched,0.46153846153846156,0.0,0.25
aziz_behich__aus,Aziz Behich,AUS,DEF,2500000,name_team_position,1.0,1.349802,0.6127
milo_degenek__aus,Milos Degenek,AUS,DEF,2500000,name_team_position,1.0,0.408076,0.1367
douglas_santos__bra,Douglas Santos,BRA,DEF,2500000,name_team_position,1.0,2.008079,0.55
marquinhos__bra,Marquinhos,BRA,DEF,5000000,name_team_position,1.0,3.859505,0.9027
alex_sandro__bra,Alex Sandro,BRA,DEF,2500000,name_team_position,1.0,1.3253,0.3354
danilo_luiz_da_silva__bra,Danilo Luiz da Silva,BRA,DEF,2500000,name_team_position,1.0,1.324973,0.3677
der_milit_o__bra,Eder Militão,BRA,DEF,3000000,name_team_position,1.0,2.728328,0.6273
gabriel_magalh_es__bra,Gabriel Magalhaes,BRA,DEF,4500000,name_team_position,1.0,1.902513,0.3742
roger_ibanez__bra,Roger Ibanez,BRA,DEF,2500000,name_team_position,1.0,1.651355,0.497
wesley_franca__bra,Wesley Franca,BRA,DEF,3500000,name_team_position,1.0,2.644138,0.6273
bremer__bra,Bremer,BRA,DEF,3000000,name_team_position,1.0,1.213244,0.2797
leo_pereira__bra,Leo Pereira,BRA,DEF,3000000,name_team_position,1.0,1.906037,0.45
clement_akpa__civ,Clement Akpa,CIV,DEF,2000000,name_team_position,1.0,0.924258,0.4955
christopher_operi__civ,Christopher Operi,CIV,DEF,2000000,unmatched,0.5882352941176471,0.0,0.25
ghislain_konan__civ,Ghislain Konan,CIV,DEF,2500000,name_team_position,1.0,1.577048,0.63
guela_doue__civ,Guela Doue,CIV,DEF,3000000,name_team_position,1.0,1.681565,0.6
wilfried_stephane_singo__civ,Wilfried Stephane Singo,CIV,DEF,2500000,name_team_position,1.0,1.477682,0.5937
ousmane_diomande__civ,Ousmane Diomande,CIV,DEF,2500000,name_team_position,1.0,0.775882,0.3111
emmanuel_agbadou__civ,Emmanuel Agbadou,CIV,DEF,2500000,name_team_position,1.0,1.326553,0.537
odilon_kossounou__civ,Odilon Kossounou,CIV,DEF,2500000,name_team_position,1.0,0.928271,0.3665
evan_n_dicka__civ,Evan N'Dicka,CIV,DEF,2500000,name_team_position,1.0,1.654626,0.6561
trent_alexander_arnold__eng,Trent Alexander-Arnold,ENG,DEF,3500000,name_team_position,1.0,0.0,0.35
john_stones__eng,John Stones,ENG,DEF,4000000,name_team_position,1.0,2.969654,0.6587
dan_burn__eng,Dan Burn,ENG,DEF,3500000,name_team_position,1.0,1.306352,0.3064
harry_maguire__eng,Harry Maguire,ENG,DEF,3000000,unmatched,0.6956521739130435,0.0,0.25
marc_gu_hi__eng,Marc Guehi,ENG,DEF,4500000,name_team_position,1.0,3.182466,0.6351
reece_james__eng,Reece James,ENG,DEF,3500000,name_team_position,1.0,1.414615,0.3229
ezri_konsa__eng,Ezri Konsa,ENG,DEF,4500000,name_team_position,1.0,2.836156,0.5823
nico_o_reilly__eng,Nico O'Reilly,ENG,DEF,4000000,name_team_position,1.0,2.482519,0.5659
djed_spence__eng,Djed Spence,ENG,DEF,2500000,name_team_position,1.0,1.92465,0.5874
jarell_quansah__eng,Jarell Quansah,ENG,DEF,2500000,name_team_position,1.0,1.659222,0.4921
lewis_hall__eng,Lewis Hall,ENG,DEF,3500000,name_team_position,1.0,0.0,0.2412
valentino_livramento__eng,Valentino Livramento,ENG,DEF,3000000,name_team_position,1.0,1.143782,0.2906
jerome_opoku__gha,Jerome Opoku,GHA,DEF,2500000,name_team_position,1.0,0.709015,0.2972
patric_pfeiffer__gha,Patric Pfeiffer,GHA,DEF,2000000,name_team_position,1.0,0.0,0.0464
kojo_peprah_oppong__gha,Kojo Peprah Oppong,GHA,DEF,2000000,name_team_position,1.0,0.670034,0.3441
alexander_djiku__gha,Alexander Djiku,GHA,DEF,3000000,name_team_position,1.0,2.202084,0.8457
alidu_seidu__gha,Alidu Seidu,GHA,DEF,2500000,unmatched,0.47619047619047616,0.0,0.25
derrick_kohn__gha,Derrick Köhn,GHA,DEF,2000000,name_team_position,1.0,1.214224,0.6632
caleb_yirenkyi__gha,Caleb Yirenkyi,GHA,DEF,3000000,name_team_position,1.0,1.70735,0.6441
gideon_mensah__gha,Gideon Mensah,GHA,DEF,3000000,name_team_position,1.0,1.237984,0.412
derrick_luckassen__gha,Derrick Luckassen,GHA,DEF,2000000,name_team_position,1.0,0.142629,0.0449
abdul_rahman_baba__gha,Abdul Rahman Baba,GHA,DEF,2500000,unmatched,0.631578947368421,0.0,0.25
abdul_mumin__gha,Abdul Mumin,GHA,DEF,2000000,unmatched,0.5714285714285714,0.0,0.25
jonas_adjetey__gha,Jonas Adjetey,GHA,DEF,2500000,unmatched,0.6153846153846154,0.0,0.25
marvin_senaya__gha,Marvin Senaya,GHA,DEF,2000000,name_team_position,1.0,0.529587,0.3043
yuto_nagatomo__jpn,Yuto Nagatomo,JPN,DEF,2000000,name_team_position,1.0,0.502136,0.1759
ko_itakura__jpn,Ko Itakura,JPN,DEF,2000000,name_team_position,1.0,1.289237,0.6165
takehiro_tomiyasu__jpn,Takehiro Tomiyasu,JPN,DEF,2000000,name_team_position,1.0,1.558656,0.8016
ayumu_seko__jpn,Ayumu Seko,JPN,DEF,2500000,name_team_position,1.0,0.879377,0.3039
tomoya_ando__jpn,Tomoya Ando,JPN,DEF,2000000,unmatched,0.6086956521739131,0.0,0.25
henry_mochizuki__jpn,Henry Mochizuki,JPN,DEF,2000000,unmatched,0.48,0.0,0.25
tsuyoshi_watanabe__jpn,Tsuyoshi Watanabe,JPN,DEF,3000000,name_team_position,1.0,1.783089,0.5392
yukinari_sugawara__jpn,Yukinari Sugawara,JPN,DEF,3500000,name_team_position,1.0,1.204623,0.2932
daiki_hashioka__jpn,Daiki Hashioka,JPN,DEF,2000000,unmatched,0.56,0.0,0.25
junnosuke_suzuki__jpn,Junnosuke Suzuki,JPN,DEF,2500000,name_team_position,1.0,0.461044,0.1206
shogo_taniguchi__jpn,Shogo Taniguchi,JPN,DEF,3000000,name_team_position,1.0,1.171749,0.3434
hiroki_ito__jpn,Hiroki Ito,JPN,DEF,2500000,name_team_position,1.0,2.050361,0.8534
kim_min_jae__kor,Min-jae Kim,KOR,DEF,3500000,name_team_position,1.0,2.260321,0.6839
moon_hwan_kim__kor,Moon-Hwan Kim,KOR,DEF,2500000,name_team_position,1.0,0.920129,0.3313
yu_min_cho__kor,Yu-Min Cho,KOR,DEF,2500000,name_team_position,1.0,1.444636,0.5575
han_beom_lee__kor,Han-beom Lee,KOR,DEF,2000000,name_team_position,1.0,1.510931,0.8196
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,2500000,name_team_position,1.0,1.607029,0.6236
tae_hyeon_kim__kor,Tae-Hyeon Kim,KOR,DEF,2000000,name_team_position,1.0,0.728861,0.3452
ju_sung_kim__kor,Ju-sung Kim,KOR,DEF,2000000,unmatched,0.8333333333333334,0.0,0.25
seol_young_woo__kor,Young-woo Seol,KOR,DEF,3000000,name_team_position,1.0,2.106254,0.6673
gi_hyuk_lee__kor,Gi-hyuk Lee,KOR,DEF,2000000,name_team_position,1.0,1.164079,0.5856
wi_je_cho__kor,Wi-je Cho,KOR,DEF,2000000,unmatched,0.5714285714285714,0.0,0.25
jesus_angulo__mex,Jesus Angulo,MEX,DEF,2000000,name_team_position,1.0,0.377785,0.0939
everardo_lopez__mex,Everardo Lopez,MEX,DEF,2500000,name_team_position,1.0,2.366261,0.7841
c_sar_montes__mex,Cesar Montes,MEX,DEF,3000000,name_team_position,1.0,3.495328,0.72
jes_s_gallardo__mex,Jesus Gallardo,MEX,DEF,3000000,name_team_position,1.0,2.634622,0.6424
israel_reyes__mex,Israel Reyes,MEX,DEF,3000000,name_team_position,1.0,1.438381,0.3471
mateo_chavez__mex,Mateo Chavez,MEX,DEF,2500000,unmatched,0.56,0.0,0.25
richard_ledezma__mex,Richard Ledezma,MEX,DEF,2000000,name_team_position,1.0,0.975442,0.3597
jorge_sanchez__mex,Jorge Sanchez,MEX,DEF,2500000,name_team_position,1.0,1.911017,0.5918
johan_v_squez__mex,Johan Vasquez,MEX,DEF,3000000,name_team_position,1.0,3.231595,0.8341
francis_de_vries__nzl,Francis de Vries,NZL,DEF,2500000,name_team_position,1.0,0.736824,0.3411
finn_surman__nzl,Finn Surman,NZL,DEF,2000000,name_team_position,1.0,1.575275,0.8854
michael_boxall__nzl,Michael Boxall,NZL,DEF,2000000,name_team_position,1.0,0.648666,0.3955
lukas_kelly_heald__nzl,Lukas Kelly-Heald,NZL,DEF,2000000,unmatched,0.41379310344827586,0.0,0.25
james_mcgarry__nzl,James McGarry,NZL,DEF,2000000,unmatched,0.43478260869565216,0.0,0.25
tim_payne__nzl,Tim Payne,NZL,DEF,2500000,name_team_position,1.0,1.631186,0.853
callan_elliot__nzl,Callan Elliot,NZL,DEF,2000000,name_team_position,1.0,0.163115,0.043
liberato_cacace__nzl,Liberato Cacace,NZL,DEF,2500000,name_team_position,1.0,1.612734,0.8554
tyler_bindon__nzl,Tyler Bindon,NZL,DEF,2500000,name_team_position,1.0,1.420157,0.6587
tommy_smith__nzl,Tommy Smith,NZL,DEF,2000000,name_team_position,1.0,0.755402,0.4417
nando_pijnaker__nzl,Nando Pijnaker,NZL,DEF,2000000,name_team_position,1.0,0.258103,0.1154
bill_tuiloma__nzl,Bill Tuiloma,NZL,DEF,2000000,unmatched,0.5,0.0,0.25
jose_canale__par,Jose Canale,PAR,DEF,2000000,unmatched,0.5714285714285714,0.0,0.25
blas_riveros__par,Blas Riveros,PAR,DEF,2000000,name_team_position,1.0,0.639878,0.3023
omar_alderete__par,Omar Alderete,PAR,DEF,3500000,name_team_position,1.0,2.646453,0.8699
j_nior_alonso__par,Junior Alonso,PAR,DEF,3000000,name_team_position,1.0,2.480016,0.8733
fabian_balbuena__par,Fabian Balbuena,PAR,DEF,2500000,unmatched,0.5806451612903226,0.0,0.25
alexis_duarte__par,Alexis Duarte,PAR,DEF,2000000,name_team_position,1.0,0.669914,0.2675
gustavo_vel_squez__par,Gustavo Velazquez,PAR,DEF,2500000,name_team_position,1.0,0.360977,0.0932
gonzalo_agustin_sandez__par,Gonzalo Agustin Sandez,PAR,DEF,2000000,name_team_position,1.0,1.017171,0.5259
juan_jose_caceres__par,Juan Jose Caceres,PAR,DEF,3000000,name_team_position,1.0,1.863841,0.6453
alan_ben_tez__par,Alan Benitez,PAR,DEF,2500000,name_team_position,1.0,1.401378,0.5257
alexandro_maidana__par,Alexandro Maidana,PAR,DEF,2000000,unmatched,0.5454545454545454,0.0,0.25
gustavo_g_mez__par,Gustavo Gomez,PAR,DEF,3000000,name_team_position,1.0,2.515658,0.9027
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,3000000,name_team_position,1.0,1.628423,0.652
samukele_kabini__rsa,Samukele Kabini,RSA,DEF,2000000,name_team_position,1.0,0.741368,0.313
mbekezeli_mbokazi__rsa,Mbekezeli Mbokazi,RSA,DEF,2500000,name_team_position,1.0,1.039227,0.4156
nkosinathi_sibisi__rsa,Nkosinathi Sibisi,RSA,DEF,2500000,name_team_position,1.0,0.271711,0.0863
aubrey_modiba__rsa,Aubrey Modiba,RSA,DEF,3000000,name_team_position,1.0,1.579773,0.6023
olwethu_makhanya__rsa,Olwethu Makhanya,RSA,DEF,2000000,unmatched,0.4666666666666667,0.0,0.25
bradley_cross__rsa,Bradley Cross,RSA,DEF,2000000,unmatched,0.56,0.0,0.25
kamogelo_sebelebele__rsa,Kamogelo Sebelebele,RSA,DEF,2000000,unmatched,0.5263157894736842,0.0,0.25
ime_okon__rsa,Ime Okon,RSA,DEF,2000000,name_team_position,1.0,1.31573,0.9119
khulumani_ndamane__rsa,Khulumani Ndamane,RSA,DEF,2000000,name_team_position,1.0,0.455387,0.2725
thabang_matuludi__rsa,Thabang Matuludi,RSA,DEF,2000000,name_team_position,1.0,0.388391,0.2612
math_as_olivera__uru,Mathias Olivera,URU,DEF,4000000,name_team_position,1.0,3.171743,0.8746
jos_mar_a_gim_nez__uru,Jose Maria Gimenez,URU,DEF,4500000,name_team_position,1.0,2.799483,0.6709
martin_caceres__uru,Martin Caceres,URU,DEF,3000000,name_team_position,1.0,1.510708,0.4085
guillermo_varela__uru,Guillermo Varela,URU,DEF,3000000,name_team_position,1.0,1.914775,0.5293
ronald_ara_jo__uru,Ronald Araujo,URU,DEF,4500000,name_team_position,1.0,3.144669,0.8422
sebastian_caceres__uru,Sebastian Caceres,URU,DEF,2500000,unmatched,0.5625,0.0,0.25
jos_luis_rodr_guez_bebanz__uru,Jose Luis Rodriguez Bebanz,URU,DEF,3000000,name_team_position,1.0,0.314843,0.0459
santiago_bueno__uru,Santiago Bueno,URU,DEF,3500000,name_team_position,1.0,1.124978,0.2687
