player_id,player_name,team_id,team_name,position,price,price_estimate,start_prob,start_prob_source,minute_share,weighted_group_stage_ev,optimizer_ev,holdet_player_id,holdet_team_name,holdet_price,official_holdet_master,ev_rebased_to_holdet_master,ev_match_method,ev_match_score,goal_share_norm,assist_share_norm,sot_share_norm,match_1_opponent_team,match_1_kickoff,match_1_minutes_if_start,match_1_goal_ev,match_1_assist_ev,match_1_shots_on_target_ev,match_1_clean_sheet_ev,match_1_card_ev,match_1_result_ev,match_1_team_scores_ev,match_1_opponent_scores_ev,match_1_on_pitch_ev,match_1_start_minutes_ev,match_1_total_ev_next_match,match_1_weighted_match_ev,match_2_opponent_team,match_2_kickoff,match_2_minutes_if_start,match_2_goal_ev,match_2_assist_ev,match_2_shots_on_target_ev,match_2_clean_sheet_ev,match_2_card_ev,match_2_result_ev,match_2_team_scores_ev,match_2_opponent_scores_ev,match_2_on_pitch_ev,match_2_start_minutes_ev,match_2_total_ev_next_match,match_2_weighted_match_ev,match_3_opponent_team,match_3_kickoff,match_3_minutes_if_start,match_3_goal_ev,match_3_assist_ev,match_3_shots_on_target_ev,match_3_clean_sheet_ev,match_3_card_ev,match_3_result_ev,match_3_team_scores_ev,match_3_opponent_scores_ev,match_3_on_pitch_ev,match_3_start_minutes_ev,match_3_total_ev_next_match,match_3_weighted_match_ev,total_ev_group_stage,name_norm,team_norm,position_norm,key_name_team_pos,key_name_team,key_token_team,holdet_person_id,holdet_team_id,holdet_start_price,holdet_position,holdet_is_out,score
findlay_curtis__sco,Findlay Curtis,SCO,Scotland,FWD,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49108,Scotland,2000000,True,True,unmatched,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52239,1022,2000000,FWD,False,
cyle_christopher_larin__can,Cyle Christopher Larin,CAN,Canada,FWD,3000000,3000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48971,Canada,3000000,True,True,unmatched,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36167,1059,3000000,FWD,False,
george_hirst__sco,George Hirst,SCO,Scotland,FWD,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49131,Scotland,2500000,True,True,unmatched,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39575,1022,2500000,FWD,False,
che_adams__sco,Che Adams,SCO,Scotland,FWD,3000000,3000000,0.441,name+team,0.02,1.288,1.288,48952,Scotland,3000000,True,True,name_team_position,1.0,0.086,0.051,0.107,HAI,2026-06-14 03:00,66.36,0.064,0.026,0.078,0.0,0.023,0.06,0.022,-0.0177270798999471,0.003,29.251,0.457,0.457,MAR,2026-06-20 00:00,66.36,0.068,0.028,0.083,0.0,0.023,0.031,0.023,-0.0173721605694114,0.003,29.251,0.456,0.433,BRA,2026-06-25 00:00,66.36,0.067,0.027,0.081,0.0,0.023,0.029,0.022,-0.0176856050854832,0.003,29.251,0.443,0.398,1.355,che adams,scotland,FWD,che adams|scotland|FWD,che adams|scotland,adams che|scotland,38620,1022,3000000,FWD,False,
lyndon_dykes__sco,Lyndon Dykes,SCO,Scotland,FWD,2500000,2500000,0.728,name+team,0.053,2.598,2.598,49473,Scotland,2500000,True,True,name_team_position,1.0,0.1,0.059,0.13,HAI,2026-06-14 03:00,66.958,0.125,0.051,0.157,0.0,0.038,0.1,0.037,-0.0295569117362227,0.037,48.772,0.916,0.916,MAR,2026-06-20 00:00,66.958,0.133,0.054,0.167,0.0,0.038,0.051,0.038,-0.02896514369629,0.037,48.772,0.921,0.875,BRA,2026-06-25 00:00,66.958,0.13,0.053,0.163,0.0,0.038,0.049,0.037,-0.0294877594879503,0.037,48.772,0.897,0.807,2.734,lyndon dykes,scotland,FWD,lyndon dykes|scotland|FWD,lyndon dykes|scotland,dykes lyndon|scotland,40456,1022,2500000,FWD,False,
mohammed_muntari__qat,Mohammed Muntari,QAT,Qatar,FWD,2000000,2000000,0.488,name+team,0.046,1.749,1.749,49594,Qatar,2000000,True,True,name_team_position,1.0,0.131,0.059,0.148,SUI,2026-06-13 21:00,66.819,0.112,0.035,0.123,0.0,0.025,-0.006,0.025,-0.0196760330166126,0.009,32.574,0.658,0.658,CAN,2026-06-19 00:00,66.819,0.094,0.029,0.104,0.0,0.025,0.025,0.023,-0.0212045388131289,0.009,32.574,0.578,0.55,BIH,2026-06-24 21:00,66.819,0.098,0.03,0.107,0.0,0.025,0.027,0.023,-0.0208559093157075,0.009,32.574,0.601,0.541,1.838,mohammed muntari,qatar,FWD,mohammed muntari|qatar|FWD,mohammed muntari|qatar,mohammed muntari|qatar,43331,1009,2000000,FWD,False,
tommy_conway__sco,Tommy Conway,SCO,Scotland,FWD,2500000,2500000,0.444,name+team,0.02,1.298,1.298,49904,Scotland,2500000,True,True,name_team_position,1.0,0.086,0.051,0.107,HAI,2026-06-14 03:00,66.36,0.064,0.026,0.078,0.0,0.023,0.061,0.022,-0.0178437054256047,0.003,29.444,0.46,0.46,MAR,2026-06-20 00:00,66.36,0.069,0.028,0.083,0.0,0.023,0.031,0.023,-0.0174864510994733,0.003,29.444,0.459,0.436,BRA,2026-06-25 00:00,66.36,0.067,0.027,0.081,0.0,0.023,0.029,0.023,-0.0178019577505193,0.003,29.444,0.446,0.401,1.365,tommy conway,scotland,FWD,tommy conway|scotland|FWD,tommy conway|scotland,conway tommy|scotland,45795,1022,2500000,FWD,False,
edmilson_junior__qat,Edmilson Junior,QAT,Qatar,FWD,2500000,2500000,0.557,name+team,0.066,1.103,1.103,49044,Qatar,2500000,True,True,name_team,1.0,0.048,0.072,0.04,SUI,2026-06-13 21:00,71.192,0.049,0.05,0.04,0.0,0.048,-0.007,0.03,-0.0239436817305789,0.017,39.639,0.405,0.405,CAN,2026-06-19 00:00,71.192,0.041,0.042,0.034,0.0,0.048,0.031,0.027,-0.0258037139984772,0.017,39.639,0.369,0.351,BIH,2026-06-24 21:00,71.192,0.043,0.044,0.035,0.0,0.048,0.033,0.028,-0.0253794682309943,0.017,39.639,0.385,0.347,1.16,edmilson,qatar,MID,edmilson|qatar|MID,edmilson|qatar,edmilson|qatar,49617,1009,2500000,FWD,False,
ahmed_alaaeldin_abdelmotaal__qat,Ahmed Alaaeldin Abdelmotaal,QAT,Qatar,FWD,3000000,3000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48743,Qatar,3000000,True,True,unmatched,0.717948717948718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38376,1009,3000000,FWD,False,
almoez_ali__qat,Almoez Ali,QAT,Qatar,FWD,3000000,3000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48808,Qatar,3000000,True,True,unmatched,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38380,1009,3000000,FWD,False,
abdullah_al_hamdan__ksa,Abdullah Al-Hamdan,KSA,Saudi Arabia,FWD,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48726,Saudi Arabia,2500000,True,True,unmatched,0.7647058823529411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49622,977,2500000,FWD,False,
firas_al_buraikan__ksa,Firas Al-Buraikan,KSA,Saudi Arabia,FWD,3500000,3500000,0.773,name+team,0.074,3.492,3.492,49111,Saudi Arabia,3500000,True,True,name_team_position,1.0,0.158,0.075,0.172,URU,2026-06-16 00:00,67.332,0.22,0.072,0.233,0.0,0.04,0.008,0.04,-0.0310409317401811,0.043,52.061,1.348,1.348,ESP,2026-06-21 18:00,67.332,0.168,0.055,0.179,0.0,0.04,0.036,0.034,-0.0349331472381848,0.043,52.061,1.056,1.003,CPV,2026-06-27 02:00,67.332,0.2,0.066,0.212,0.0,0.04,0.048,0.038,-0.0322123006196787,0.043,52.061,1.268,1.141,3.671,firas al buraikan,saudi arabia,FWD,firas al buraikan|saudi arabia|FWD,firas al buraikan|saudi arabia,al buraikan firas|saudi arabia,43347,977,3500000,FWD,False,
akram_afif__qat,Akram Afif,QAT,Qatar,FWD,3500000,3500000,0.606,name+team,0.078,1.67,1.67,48759,Qatar,3500000,True,True,name_team,1.0,0.078,0.075,0.042,SUI,2026-06-13 21:00,71.409,0.087,0.058,0.046,0.0,0.053,-0.008,0.033,-0.0261520599474541,0.023,43.296,0.622,0.622,CAN,2026-06-19 00:00,71.409,0.073,0.049,0.039,0.0,0.053,0.034,0.03,-0.0281836470659945,0.023,43.296,0.555,0.527,BIH,2026-06-24 21:00,71.409,0.076,0.05,0.04,0.0,0.053,0.036,0.031,-0.0277202721820269,0.023,43.296,0.578,0.52,1.755,akram afif,qatar,MID,akram afif|qatar|MID,akram afif|qatar,afif akram|qatar,34699,1009,3500000,FWD,False,
youssef_msakni__tun,Youssef Msakni,TUN,Tunisia,FWD,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49979,Tunisia,2500000,True,True,unmatched,0.6086956521739131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43380,976,2500000,FWD,False,
louey_ben_farhat__tun,Louey Ben Farhat,TUN,Tunisia,FWD,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49447,Tunisia,2000000,True,True,unmatched,0.5161290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52251,976,2000000,FWD,False,
rayan_elloumi__tun,Rayan Elloumi,TUN,Tunisia,FWD,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49759,Tunisia,2000000,True,True,unmatched,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52252,976,2000000,FWD,False,
hazem_mastouri__tun,Hazem Mastouri,TUN,Tunisia,FWD,3500000,3500000,0.705,name+team,0.062,2.25,2.25,49175,Tunisia,3500000,True,True,name_team_position,1.0,0.095,0.059,0.115,SWE,2026-06-15 04:00,67.12,0.104,0.045,0.123,0.0,0.037,0.02,0.034,-0.0301987396943094,0.035,47.333,0.697,0.697,JPN,2026-06-21 06:00,67.12,0.123,0.053,0.145,0.0,0.037,0.051,0.037,-0.0278141070183581,0.035,47.333,0.856,0.813,NED,2026-06-26 01:00,67.12,0.119,0.051,0.14,0.0,0.037,0.047,0.036,-0.0285906885162703,0.035,47.333,0.822,0.739,2.374,hazem mastouri,tunisia,FWD,hazem mastouri|tunisia|FWD,hazem mastouri|tunisia,hazem mastouri|tunisia,49669,976,3500000,FWD,False,
firas_chaouat__tun,Firas Chaouat,TUN,Tunisia,FWD,2500000,2500000,0.376,name+team,0.022,1.014,1.014,49112,Tunisia,2500000,True,True,name_team_position,1.0,0.089,0.049,0.1,SWE,2026-06-15 04:00,66.403,0.052,0.02,0.057,0.0,0.019,0.011,0.018,-0.0159253318095636,-0.005,24.961,0.311,0.311,JPN,2026-06-21 06:00,66.403,0.061,0.023,0.067,0.0,0.019,0.027,0.02,-0.0146677936807254,-0.005,24.961,0.388,0.369,NED,2026-06-26 01:00,66.403,0.059,0.023,0.064,0.0,0.019,0.025,0.019,-0.0150773246133607,-0.005,24.961,0.372,0.335,1.071,firas chaouat,tunisia,FWD,firas chaouat|tunisia|FWD,firas chaouat|tunisia,chaouat firas|tunisia,49670,976,2500000,FWD,False,
boulaye_dia__sen,Boulaye Dia,SEN,Senegal,FWD,2000000,2000000,0.409,name+team,0.02,0.913,0.913,48908,Senegal,2000000,True,True,name_team_position,1.0,0.071,0.045,0.084,FRA,2026-06-16 21:00,66.36,0.044,0.019,0.051,0.0,0.021,-0.001,0.019,-0.0176786348121497,-0.001,27.148,0.262,0.262,NOR,2026-06-23 02:00,66.36,0.047,0.021,0.055,0.0,0.021,0.024,0.02,-0.0170213491215564,-0.001,27.148,0.311,0.295,IRQ,2026-06-26 21:00,66.36,0.058,0.026,0.067,0.0,0.021,0.034,0.022,-0.0148360813856358,-0.001,27.148,0.396,0.356,0.968,boulaye dia,senegal,FWD,boulaye dia|senegal|FWD,boulaye dia|senegal,boulaye dia|senegal,40889,975,2000000,FWD,False,
kr_pin_diatta__sen,Krepin Diatta,SEN,Senegal,FWD,2500000,2500000,0.909,name+team,0.075,1.712,1.712,49409,Senegal,2500000,True,True,name_team,1.0,0.01,0.028,0.004,FRA,2026-06-16 21:00,75.343,0.014,0.026,0.005,0.144,0.076,-0.003,0.048,-0.0445983207988234,0.059,68.487,0.469,0.469,NOR,2026-06-23 02:00,75.343,0.015,0.028,0.006,0.159,0.076,0.062,0.05,-0.0429401702460775,0.059,68.487,0.582,0.553,IRQ,2026-06-26 21:00,75.343,0.018,0.035,0.007,0.208,0.076,0.085,0.056,-0.0374273423295843,0.059,68.487,0.766,0.689,1.817,krepin diatta,senegal,DEF,krepin diatta|senegal|DEF,krepin diatta|senegal,diatta krepin|senegal,36968,975,2500000,FWD,False,
sadio_man__sen,Sadio Mane,SEN,Senegal,FWD,5000000,5000000,0.98,name+team,0.089,3.879,3.879,49810,Senegal,5000000,True,True,name_team_position,1.0,0.11,0.094,0.128,FRA,2026-06-16 21:00,67.602,0.165,0.098,0.189,0.12,0.052,-0.003,0.047,-0.0431286158754504,0.068,66.23,1.16,1.16,NOR,2026-06-23 02:00,67.602,0.178,0.106,0.203,0.132,0.052,0.06,0.049,-0.041525108456962,0.068,66.23,1.314,1.248,IRQ,2026-06-26 21:00,67.602,0.219,0.13,0.251,0.173,0.052,0.082,0.054,-0.0361939517376227,0.068,66.23,1.635,1.471,4.108,sadio mane,senegal,FWD,sadio mane|senegal|FWD,sadio mane|senegal,mane sadio|senegal,32939,975,5000000,FWD,False,
habib_diallo__sen,Habib Diallo,SEN,Senegal,FWD,2500000,2500000,0.477,name+team,0.022,1.15,1.15,49162,Senegal,2500000,True,True,name_team_position,1.0,0.077,0.045,0.086,FRA,2026-06-16 21:00,66.396,0.055,0.023,0.061,0.0,0.025,-0.001,0.022,-0.0206110414181919,0.007,31.651,0.333,0.333,NOR,2026-06-23 02:00,66.396,0.06,0.024,0.065,0.0,0.025,0.029,0.023,-0.0198447298372155,0.007,31.651,0.391,0.372,IRQ,2026-06-26 21:00,66.396,0.073,0.03,0.08,0.0,0.025,0.039,0.026,-0.0172969853821999,0.007,31.651,0.495,0.446,1.219,habib diallo,senegal,FWD,habib diallo|senegal|FWD,habib diallo|senegal,diallo habib|senegal,49640,975,2500000,FWD,False,
pape_cherif_ndiaye__sen,Pape Cherif Ndiaye,SEN,Senegal,FWD,3000000,3000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49705,Senegal,3000000,True,True,unmatched,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45100,975,3000000,FWD,False,
chemsdine_talbi__mar,Chemsdine Talbi,MAR,Morocco,FWD,2500000,2500000,0.429,name+team,0.02,0.618,0.618,48954,Morocco,2500000,True,True,name_team,1.0,0.032,0.05,0.024,BRA,2026-06-14 00:00,70.36,0.022,0.024,0.016,0.0,0.037,0.004,0.022,-0.0194936537333962,0.001,30.191,0.168,0.168,SCO,2026-06-20 00:00,70.36,0.024,0.025,0.017,0.0,0.037,0.028,0.022,-0.0187860262399224,0.001,30.191,0.208,0.198,HAI,2026-06-25 00:00,70.36,0.03,0.032,0.022,0.0,0.037,0.039,0.025,-0.0159476117496395,0.001,30.191,0.279,0.252,0.656,chemsdine talbi,morocco,MID,chemsdine talbi|morocco|MID,chemsdine talbi|morocco,chemsdine talbi|morocco,46084,974,2500000,FWD,False,
nicolas_jackson__sen,Nicolas Jackson,SEN,Senegal,FWD,4500000,4500000,0.79,name+team,0.053,2.503,2.503,49646,Senegal,4500000,True,True,name_team_position,1.0,0.095,0.062,0.106,FRA,2026-06-16 21:00,66.95,0.114,0.052,0.124,0.0,0.041,-0.002,0.037,-0.0344205795379552,0.045,52.857,0.74,0.74,NOR,2026-06-23 02:00,66.95,0.123,0.056,0.134,0.0,0.041,0.048,0.039,-0.033140833978831,0.045,52.857,0.85,0.807,IRQ,2026-06-26 21:00,66.95,0.151,0.069,0.165,0.0,0.041,0.065,0.043,-0.0288860833877791,0.045,52.857,1.061,0.955,2.651,nicolas jackson,senegal,FWD,nicolas jackson|senegal|FWD,nicolas jackson|senegal,jackson nicolas|senegal,41456,975,4500000,FWD,False,
abde_ezzalzouli__mar,Abde Ezzalzouli,MAR,Morocco,FWD,3000000,3000000,0.838,name+team,0.068,2.93,2.93,48716,Morocco,3000000,True,True,name_team_position,1.0,0.096,0.067,0.134,BRA,2026-06-14 00:00,67.226,0.126,0.061,0.171,0.014,0.044,0.007,0.04,-0.0363607972174668,0.051,56.315,0.873,0.873,SCO,2026-06-20 00:00,67.226,0.135,0.065,0.183,0.016,0.044,0.052,0.042,-0.0350408856119978,0.051,56.315,0.982,0.933,HAI,2026-06-25 00:00,67.226,0.169,0.082,0.23,0.021,0.044,0.073,0.047,-0.0297464951856671,0.051,56.315,1.249,1.124,3.104,abde ezzalzouli,morocco,FWD,abde ezzalzouli|morocco|FWD,abde ezzalzouli|morocco,abde ezzalzouli|morocco,41511,974,3000000,FWD,False,
youssef_en_nesyri__mar,Youssef En-Nesyri,MAR,Morocco,FWD,3500000,3500000,0.342,name+team,0.02,0.832,0.832,49978,Morocco,3500000,True,True,name_team_position,1.0,0.077,0.045,0.1,BRA,2026-06-14 00:00,66.36,0.041,0.016,0.051,0.0,0.018,0.003,0.016,-0.0146363619709476,-0.009,22.669,0.241,0.241,SCO,2026-06-20 00:00,66.36,0.044,0.017,0.055,0.0,0.018,0.021,0.017,-0.0141050561276857,-0.009,22.669,0.279,0.265,HAI,2026-06-25 00:00,66.36,0.055,0.022,0.069,0.0,0.018,0.029,0.019,-0.0119738978301424,-0.009,22.669,0.363,0.327,0.882,youssef en nesyri,morocco,FWD,youssef en nesyri|morocco|FWD,youssef en nesyri|morocco,en nesyri youssef|morocco,34737,974,3500000,FWD,False,
brahim_d_az__mar,Brahim Diaz,MAR,Morocco,FWD,4500000,4500000,0.923,name+team,0.077,4.1,4.1,50001,Morocco,4500000,True,True,name_team_position,1.0,0.143,0.058,0.148,BRA,2026-06-14 00:00,67.384,0.207,0.057,0.208,0.079,0.048,0.008,0.044,-0.0401576860215602,0.061,62.196,1.233,1.233,SCO,2026-06-20 00:00,67.384,0.222,0.062,0.223,0.086,0.048,0.057,0.046,-0.0386999458209913,0.061,62.196,1.372,1.303,HAI,2026-06-25 00:00,67.384,0.279,0.077,0.28,0.117,0.048,0.081,0.052,-0.0328527014070539,0.061,62.196,1.738,1.564,4.343,brahim diaz,morocco,FWD,brahim diaz|morocco|FWD,brahim diaz|morocco,brahim diaz|morocco,35647,974,4500000,FWD,False,
ayoub_el_kaabi__mar,Ayoub El Kaabi,MAR,Morocco,FWD,3500000,3500000,0.842,name+team,0.062,3.311,3.311,48879,Morocco,3500000,True,True,name_team_position,1.0,0.121,0.065,0.126,BRA,2026-06-14 00:00,67.12,0.158,0.059,0.161,0.017,0.044,0.007,0.04,-0.0364897050752491,0.051,56.515,0.991,0.991,SCO,2026-06-20 00:00,67.12,0.17,0.064,0.173,0.018,0.044,0.052,0.042,-0.0351651140625463,0.051,56.515,1.109,1.053,HAI,2026-06-25 00:00,67.12,0.213,0.08,0.217,0.025,0.044,0.074,0.047,-0.0298519537362038,0.051,56.515,1.407,1.267,3.507,ayoub el kaabi,morocco,FWD,ayoub el kaabi|morocco|FWD,ayoub el kaabi|morocco,ayoub el kaabi|morocco,36573,974,3500000,FWD,False,
amine_adli__mar,Amine Adli,MAR,Morocco,FWD,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48820,Morocco,2500000,True,True,unmatched,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41345,974,2500000,FWD,False,
nasser_mansy__egy,Nasser Mansy,EGY,Egypt,FWD,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49625,Egypt,2000000,True,True,unmatched,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52216,973,2000000,FWD,False,
omar_marmoush__egy,Omar Marmoush,EGY,Egypt,FWD,5000000,5000000,0.845,name+team,0.064,2.982,2.982,49683,Egypt,5000000,True,True,name_team_position,1.0,0.111,0.053,0.135,BEL,2026-06-15 21:00,67.156,0.141,0.047,0.168,0.019,0.044,0.013,0.04,-0.0369710355486949,0.051,56.753,0.897,0.897,NZL,2026-06-22 03:00,67.156,0.161,0.053,0.192,0.022,0.044,0.055,0.043,-0.0343776919354002,0.051,56.753,1.068,1.015,IRN,2026-06-27 05:00,67.156,0.179,0.059,0.213,0.025,0.044,0.064,0.045,-0.032616457036699,0.051,56.753,1.188,1.07,3.154,omar marmoush,egypt,FWD,omar marmoush|egypt|FWD,omar marmoush|egypt,marmoush omar|egypt,39368,973,5000000,FWD,False,
mohamed_salah__egy,Mohamed Salah,EGY,Egypt,FWD,5000000,5000000,0.917,name+team,0.079,3.801,3.801,49582,Egypt,5000000,True,True,name_team_position,1.0,0.132,0.067,0.144,BEL,2026-06-15 21:00,67.42,0.183,0.065,0.194,0.073,0.048,0.014,0.043,-0.040261369897202,0.06,61.804,1.15,1.15,NZL,2026-06-22 03:00,67.42,0.209,0.074,0.222,0.087,0.048,0.06,0.047,-0.0374372248621546,0.06,61.804,1.359,1.291,IRN,2026-06-27 05:00,67.42,0.231,0.082,0.246,0.096,0.048,0.069,0.049,-0.0355192442408362,0.06,61.804,1.511,1.36,4.02,mohamed salah,egypt,FWD,mohamed salah|egypt|FWD,mohamed salah|egypt,mohamed salah|egypt,31606,973,5000000,FWD,False,
mostafa_mohamed__egy,Mostafa Mohamed,EGY,Egypt,FWD,3500000,3500000,0.492,name+team,0.026,1.267,1.267,49610,Egypt,3500000,True,True,name_team_position,1.0,0.078,0.053,0.101,BEL,2026-06-15 21:00,66.461,0.057,0.027,0.072,0.0,0.025,0.007,0.023,-0.0212837779190399,0.009,32.672,0.374,0.374,NZL,2026-06-22 03:00,66.461,0.065,0.031,0.082,0.0,0.025,0.032,0.025,-0.0197908213730858,0.009,32.672,0.456,0.433,IRN,2026-06-27 05:00,66.461,0.072,0.034,0.091,0.0,0.025,0.037,0.026,-0.0187768997479301,0.009,32.672,0.51,0.459,1.341,mostafa mohamed,egypt,FWD,mostafa mohamed|egypt|FWD,mostafa mohamed|egypt,mohamed mostafa|egypt,49750,973,3500000,FWD,False,
cecilio_waterman__pan,Cecilio Waterman,PAN,Panama,FWD,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48939,Panama,2000000,True,True,unmatched,0.4827586206896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50561,971,2000000,FWD,False,
kadir_barria__pan,Kadir Barria,PAN,Panama,FWD,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49366,Panama,2000000,True,True,unmatched,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52204,971,2000000,FWD,False,
ismael_d_az__pan,Ismael Diaz,PAN,Panama,FWD,2500000,2500000,0.886,name+team,0.082,5.286,5.286,49224,Panama,2500000,True,True,name_team_position,1.0,0.2,0.071,0.22,GHA,2026-06-18 01:00,67.481,0.288,0.071,0.31,0.057,0.047,0.032,0.044,-0.0373692504212923,0.056,59.802,1.723,1.723,CRO,2026-06-24 01:00,67.481,0.322,0.079,0.346,0.063,0.047,0.062,0.046,-0.0356213404842844,0.056,59.802,1.951,1.854,ENG,2026-06-27 23:00,67.481,0.313,0.077,0.337,0.061,0.047,0.059,0.046,-0.0362920803422844,0.056,59.802,1.899,1.709,5.573,ismael diaz,panama,FWD,ismael diaz|panama|FWD,ismael diaz|panama,diaz ismael|panama,36455,971,2500000,FWD,False,
jose_fajardo__pan,Jose Fajardo,PAN,Panama,FWD,3000000,3000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49327,Panama,3000000,True,True,unmatched,0.45161290322580644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36456,971,3000000,FWD,False,
ali_yousif__irq,Ali Yousif,IRQ,Iraq,FWD,2000000,2000000,0.418,name+team,0.02,0.514,0.514,48802,Iraq,2000000,True,True,name_team_position,1.0,0.046,0.024,0.061,NOR,2026-06-17 00:00,66.36,0.034,0.012,0.044,0.0,0.022,-0.002,0.021,-0.0164702250170855,0.0,27.705,0.199,0.199,FRA,2026-06-22 23:00,66.36,0.026,0.009,0.034,0.0,0.022,0.019,0.018,-0.0185661400583625,0.0,27.705,0.164,0.156,SEN,2026-06-26 21:00,66.36,0.028,0.01,0.036,0.0,0.022,0.021,0.019,-0.0181849227422538,0.0,27.705,0.176,0.158,0.539,ali yousif,iraq,FWD,ali yousif|iraq|FWD,ali yousif|iraq,ali yousif|iraq,52214,947,2000000,FWD,False,
ali_al_hamadi__irq,Ali Al-Hamadi,IRQ,Iraq,FWD,2500000,2500000,0.457,name+team,0.02,0.601,0.601,48795,Iraq,2500000,True,True,name_team_position,1.0,0.049,0.024,0.063,NOR,2026-06-17 00:00,66.36,0.04,0.014,0.05,0.0,0.024,-0.002,0.023,-0.0180363757552371,0.005,30.34,0.233,0.233,FRA,2026-06-22 23:00,66.36,0.03,0.01,0.038,0.0,0.024,0.021,0.02,-0.0203315909812775,0.005,30.34,0.192,0.183,SEN,2026-06-26 21:00,66.36,0.032,0.011,0.04,0.0,0.024,0.023,0.021,-0.0199141237790621,0.005,30.34,0.205,0.185,0.631,ali al hamadi,iraq,FWD,ali al hamadi|iraq|FWD,ali al hamadi|iraq,al ali hamadi|iraq,45898,947,2500000,FWD,False,
aymen_hussein__irq,Aymen Hussein,IRQ,Iraq,FWD,3500000,3500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48876,Iraq,3500000,True,True,unmatched,0.9230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52083,947,3500000,FWD,False,
mohanad_ali__irq,Mohanad Ali,IRQ,Iraq,FWD,3000000,3000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49597,Iraq,3000000,True,True,unmatched,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52084,947,3000000,FWD,False,
romeo_vermant__bel,Romeo Vermant,BEL,Belgium,FWD,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49791,Belgium,2000000,True,True,unmatched,0.4827586206896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46086,884,2000000,FWD,False,
