team_id,position,team_position_start_rank,player_name,price_m,start_prob,conditional_start_prob,availability_risk,round_specific_rotation_risk,match_1_opponent_team,weighted_group_stage_ev,optimizer_ev,start_prob_source,source_note
ALG,DEF,1,Rayan Ait-Nouri,3.0,0.8435,0.97,high_risk,,ARG,2.410297,2.410297,transfermarkt_availability_split_2026_06_07,
ALG,DEF,2,Zineddine Belaid,2.5,0.7139,0.8301,high_risk,,ARG,1.895712,1.895712,transfermarkt_availability_split_2026_06_07,
ALG,DEF,3,Aissa Mandi,3.0,0.6633,0.7278,medium_risk,,ARG,2.066717,2.066717,transfermarkt_availability_split_2026_06_07,
ALG,DEF,4,Ramy Bensebaini,3.0,0.6387,0.721,medium_risk,,ARG,1.969947,1.969947,transfermarkt_availability_split_2026_06_07,
ALG,FWD,1,Amine Gouiri,3.0,0.8042,0.9222,high_risk,,ARG,1.243522,1.243522,transfermarkt_availability_split_2026_06_07,
ALG,FWD,2,Riyad Mahrez,4.0,0.6319,0.7106,medium_risk,,ARG,2.657649,2.657649,transfermarkt_availability_split_2026_06_07,
ALG,GK,1,Luca Zidane,3.0,0.782,0.782,medium_risk,,ARG,1.988224,1.988224,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ALG,MID,1,Houssem Aouar,2.5,0.7734,0.8993,high_risk,,ARG,0.791237,0.791237,transfermarkt_availability_split_2026_06_07,
ARG,DEF,1,Nicolas Tagliafico,4.0,0.8693,0.9164,low_risk,,ALG,3.749249,3.749249,transfermarkt_availability_split_2026_06_07,
ARG,DEF,2,Cristian Romero,4.0,0.6811,0.7231,medium_risk,,ALG,3.346897,3.346897,transfermarkt_availability_split_2026_06_07,
ARG,DEF,3,Nahuel Molina,4.0,0.6568,0.6959,medium_risk,,ALG,3.184167,3.184167,transfermarkt_availability_split_2026_06_07,
ARG,DEF,4,Nicolas Otamendi,4.5,0.6444,0.7025,medium_risk,,ALG,3.143981,3.143981,transfermarkt_availability_split_2026_06_07,
ARG,FWD,1,Lionel Messi,8.0,0.84,0.92,medium_risk,medium,ALG,5.684437,5.684437,manual_context_override_safe,Manual context review: Messi had injury context but should be treated as Argentina starter whenever fit. Uncertainty should mainly be availability/load management rather than competition for role.
ARG,FWD,2,Julian Alvarez,6.0,0.6306,0.6727,medium_risk,,ALG,3.843021,3.843021,transfermarkt_availability_split_2026_06_07,
ARG,FWD,3,Lautaro Martinez,8.0,0.6282,0.6482,medium_risk,,ALG,4.935886,4.935886,transfermarkt_availability_split_2026_06_07,
ARG,GK,1,Emiliano Martinez,5.0,0.938,0.938,medium_risk,,ALG,4.186417,4.186417,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ARG,MID,1,Thiago Almada,5.5,0.765,0.8895,high_risk,,ALG,3.032293,3.032293,transfermarkt_availability_split_2026_06_07,
ARG,MID,2,Enzo Fernandez,5.0,0.6606,0.7021,medium_risk,,ALG,2.835655,2.835655,transfermarkt_availability_split_2026_06_07,
ARG,MID,3,Alexis Mac Allister,4.5,0.6336,0.6814,medium_risk,,ALG,3.337239,3.337239,transfermarkt_availability_split_2026_06_07,
AUS,DEF,1,Harry Souttar,2.5,0.9494,0.97,low_risk,,,1.830288,1.830288,transfermarkt_availability_split_2026_06_07,
AUS,DEF,2,Lucas Herrington,2.0,0.9204,0.97,low_risk,,TUR,1.361049,1.361049,transfermarkt_availability_split_2026_06_07,
AUS,DEF,3,Alessandro Circati,2.5,0.8608,0.9284,medium_risk,,TUR,1.752536,1.752536,transfermarkt_availability_split_2026_06_07,
AUS,DEF,4,Aziz Behich,2.5,0.6127,0.6723,medium_risk,,TUR,1.349805,1.349805,transfermarkt_availability_split_2026_06_07,
AUS,FWD,1,Tete Yengi,2.0,0.8851,0.97,unknown,,,0.424195,0.424195,transfermarkt_availability_split_2026_06_07,
AUS,GK,1,Mathew Ryan,3.0,0.8931,0.8931,medium_risk,,TUR,1.927421,1.927421,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
AUS,MID,1,Cristian Volpato,2.5,0.8851,0.97,unknown,,,0.815251,0.815251,transfermarkt_availability_split_2026_06_07,
AUS,MID,2,Aiden O'Neill,2.5,0.8832,0.9065,low_risk,,TUR,1.324131,1.324131,transfermarkt_availability_split_2026_06_07,
AUS,MID,3,Connor Metcalfe,3.0,0.6532,0.7024,medium_risk,,TUR,1.166362,1.166362,transfermarkt_availability_split_2026_06_07,
AUS,MID,4,Jackson Irvine,2.5,0.6517,0.6928,medium_risk,,,0.250204,0.250204,transfermarkt_availability_split_2026_06_07,
AUT,DEF,1,Philipp Lienhart,3.0,0.84,0.9,low_risk,low,JOR,3.196748,3.196748,transfermarkt_availability_split_2026_06_07,Manual review: looks like Austria starter; raised after Transfermarkt usage review and expert-start audit.
AUT,DEF,2,Stefan Posch,3.0,0.84,0.9,low_risk,low,JOR,3.12944,3.12944,transfermarkt_availability_split_2026_06_07,Manual review: looks like fairly secure Austria starter; added value from notable national-team goal/assist output.
AUT,DEF,3,Phillipp Mwene,2.5,0.76,0.82,medium_risk,medium,JOR,2.395723,2.395723,manual_context_override_safe,"Manual context review: frequent Austria starter with substantial recent minutes, but defensive role competition remains."
AUT,FWD,1,Marko Arnautovic,4.5,0.82,0.88,low_risk,medium,JOR,4.27234,4.27234,transfermarkt_availability_split_2026_06_07,Manual review: expected Austria starter and strong round 1 value vs Jordan; some rotation/minute risk retained.
AUT,FWD,2,Michael Gregoritsch,3.5,0.6046,0.6229,medium_risk,,JOR,2.82186,2.82186,transfermarkt_availability_split_2026_06_07,
AUT,GK,1,Alexander Schlager,3.5,0.9,0.95,low_risk,low,JOR,2.8420675206252715,2.8420675206252715,manual_context_override_safe,"Seneste kamp vægtes højest: startede og spillede 90 minutter mod Tunesien 1. juni 2026. Bænken mod Sydkorea vurderes som rotation i en tæt serie af tre testkampe, ikke som tab af førsterollen."
AUT,MID,1,Marcel Sabitzer,4.5,0.9019,0.9372,low_risk,,JOR,3.699338,3.699338,transfermarkt_availability_split_2026_06_07,
AUT,MID,2,Konrad Laimer,3.0,0.86,0.91,low_risk,low,JOR,2.965516,2.965516,transfermarkt_availability_split_2026_06_07,Manual review: looks like secure Austria starter; raised after Transfermarkt usage review and expert-start audit.
AUT,MID,3,Nicolas Seiwald,2.5,0.7343,0.7475,low_risk,,JOR,2.24346,2.24346,transfermarkt_availability_split_2026_06_07,
AUT,MID,4,Xaver Schlager,2.5,0.6421,0.6762,medium_risk,,JOR,0.577999,0.577999,transfermarkt_availability_split_2026_06_07,
AUT,MID,5,Romano Schmid,3.0,0.6361,0.6564,medium_risk,,JOR,2.499703,2.499703,transfermarkt_availability_split_2026_06_07,
BEL,DEF,1,Nathan Ngoy,2.0,0.8806,0.9281,low_risk,,EGY,2.141272,2.141272,transfermarkt_availability_split_2026_06_07,
BEL,DEF,2,Arthur Theate,3.0,0.86,0.91,low_risk,low,EGY,3.336097,3.336097,manual_context_override_safe,Manual context review: regular Belgium starter. Recent friendly rotation should not outweigh qualification usage.
BEL,DEF,3,Timothy Castagne,3.5,0.6704,0.6867,medium_risk,,EGY,3.191869,3.191869,transfermarkt_availability_split_2026_06_07,
BEL,DEF,4,Maxim De Cuyper,4.0,0.6436,0.6621,medium_risk,,EGY,3.278666,3.278666,transfermarkt_availability_split_2026_06_07,
BEL,DEF,5,Zeno Debast,3.5,0.6368,0.6552,medium_risk,,EGY,2.883702,2.883702,transfermarkt_availability_split_2026_06_07,
BEL,FWD,1,Jeremy Doku,6.5,0.6557,0.6889,medium_risk,,EGY,4.036909,4.036909,transfermarkt_availability_split_2026_06_07,
BEL,FWD,2,Leandro Trossard,5.5,0.5943,0.6462,medium_risk,,EGY,3.753142,3.753142,transfermarkt_availability_split_2026_06_07,
BEL,GK,1,Thibaut Courtois,4.5,0.9486,0.9486,medium_risk,,EGY,3.953022,3.953022,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
BEL,MID,1,Kevin De Bruyne,7.0,0.9135,0.97,medium_risk,,EGY,3.767868,3.767868,transfermarkt_availability_split_2026_06_07,
BEL,MID,2,Youri Tielemans,3.5,0.8737,0.9025,low_risk,,EGY,3.367276,3.367276,transfermarkt_availability_split_2026_06_07,
BEL,MID,3,Amadou Onana,3.0,0.6486,0.6976,medium_risk,,EGY,2.259165,2.259165,transfermarkt_availability_split_2026_06_07,
BIH,DEF,1,Amar Dedic,3.0,0.8997,0.9598,medium_risk,,CAN,2.56868,2.56868,transfermarkt_availability_split_2026_06_07,
BIH,DEF,2,Nikola Katic,3.0,0.8761,0.9267,medium_risk,,CAN,2.478989,2.478989,transfermarkt_availability_split_2026_06_07,
BIH,DEF,3,Sead Kolasinac,2.5,0.6526,0.701,medium_risk,,CAN,1.673474,1.673474,transfermarkt_availability_split_2026_06_07,
BIH,DEF,4,Tarik Muharemovic,3.0,0.6085,0.6575,medium_risk,,CAN,2.152689,2.152689,transfermarkt_availability_split_2026_06_07,
BIH,FWD,1,Jovo Lukic,2.0,0.7493,0.97,high_risk,,CAN,0.41053,0.41053,transfermarkt_availability_split_2026_06_07,
BIH,FWD,2,Ermedin Demirovic,3.0,0.6756,0.7092,low_risk,,CAN,0.422505,0.422505,transfermarkt_availability_split_2026_06_07,
BIH,GK,1,Nikola Vasilj,3.0,0.9097,0.9097,medium_risk,,CAN,2.221465,2.221465,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
BIH,MID,1,Benjamin Tahirovic,3.0,0.9018,0.9335,low_risk,,CAN,2.2615,2.2615,transfermarkt_availability_split_2026_06_07,
BIH,MID,2,Kerim Alajbegovic,3.5,0.8345,0.8621,low_risk,,CAN,2.832835,2.832835,transfermarkt_availability_split_2026_06_07,
BIH,MID,3,Esmir Bajraktarevic,3.0,0.8135,0.8767,medium_risk,,CAN,1.951936,1.951936,transfermarkt_availability_split_2026_06_07,
BIH,MID,4,Ivan Sunjic,3.0,0.6652,0.7097,medium_risk,,CAN,1.594669,1.594669,transfermarkt_availability_split_2026_06_07,
BRA,DEF,1,Marquinhos,5.0,0.9027,0.9473,low_risk,,MAR,4.007725,4.007725,transfermarkt_availability_split_2026_06_07,
BRA,DEF,2,Wesley Franca,3.5,0.6273,0.7143,medium_risk,,MAR,2.676318,2.676318,transfermarkt_availability_split_2026_06_04,
BRA,FWD,1,Vinicius Junior,7.5,0.8916,0.9435,medium_risk,,MAR,5.675734,5.675734,transfermarkt_availability_split_2026_06_07,
BRA,FWD,2,Raphinha,6.5,0.86,0.96,medium_risk,low,MAR,2.338525,2.338525,manual_context_override_safe,Manual context review: important Brazil starter when available. Remaining uncertainty represented as availability risk.
BRA,FWD,4,Matheus Cunha,4.5,0.5422,0.6305,high_risk,,MAR,3.302634,3.302634,transfermarkt_availability_split_2026_06_07,
BRA,GK,1,Alisson Becker,5.0,0.944,0.944,low_risk,,MAR,4.355886,4.355886,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
BRA,MID,1,Bruno Guimaraes,4.5,0.8816,0.9384,medium_risk,,MAR,1.767148,1.767148,transfermarkt_availability_split_2026_06_07,
BRA,MID,2,Casemiro,4.5,0.8252,0.9596,high_risk,,MAR,3.842248,3.842248,transfermarkt_availability_split_2026_06_07,
CAN,DEF,1,Richie Laryea,3.0,0.9369,0.9491,low_risk,,BIH,3.46836,3.46836,transfermarkt_availability_split_2026_06_07,
CAN,DEF,2,Alistair Johnston,3.0,0.9134,0.97,medium_risk,,BIH,3.226718,3.226718,transfermarkt_availability_split_2026_06_07,
CAN,DEF,3,Alphonso Davies,4.0,0.892,0.97,medium_risk,,BIH,3.159489,3.159489,transfermarkt_availability_split_2026_06_07,
CAN,DEF,4,Luc De Fougerolles,2.0,0.68,0.76,low_risk,medium,BIH,1.935722,1.935722,manual_context_override_safe,"Manual context review from recent Canada usage screenshot and BetXpert comment: started recent matches and reportedly expected to get renewed trust. Raised from data-model reserve level, but kept below nailed-on due to thin sample."
CAN,DEF,5,Derek Cornelius,2.5,0.6199,0.6732,medium_risk,,BIH,2.123274,2.123274,transfermarkt_availability_split_2026_06_07,
CAN,FWD,1,Jonathan David,4.5,0.9223,0.9695,low_risk,,BIH,5.6043,5.6043,transfermarkt_availability_split_2026_06_07,
CAN,FWD,2,Cyle Christopher Larin,3.0,0.6285,0.6637,medium_risk,,BIH,0.520801,0.520801,transfermarkt_availability_split_2026_06_07,
CAN,GK,1,Maxime Crepeau,3.0,0.8,0.88,low_risk,medium,BIH,2.4170364098221846,2.4170364098221846,manual_context_override_safe,Manual context review from Canada GK usage screenshot and BetXpert comment: Crepeau reportedly named/treated as Canada R1 starter. Raised to likely starter.
CAN,MID,1,Stephen Eustaquio,2.5,0.8869,0.9533,medium_risk,,,0.90541,0.90541,transfermarkt_availability_split_2026_06_07,
CAN,MID,2,Tajon Buchanan,3.5,0.8774,0.9291,medium_risk,,BIH,3.848961,3.848961,transfermarkt_availability_split_2026_06_07,
CAN,MID,3,Ismael Kone,3.0,0.8655,0.9183,medium_risk,,BIH,2.624981,2.624981,transfermarkt_availability_split_2026_06_07,
CAN,MID,4,Liam Millar,3.0,0.727,0.8249,medium_risk,,BIH,1.294564,1.294564,transfermarkt_availability_split_2026_06_07,
CIV,DEF,1,Evan N'Dicka,2.5,0.6561,0.7064,medium_risk,,ECU,1.67815,1.67815,transfermarkt_availability_split_2026_06_07,
CIV,DEF,2,Ghislain Konan,2.5,0.63,0.695,medium_risk,,ECU,1.599636,1.599636,transfermarkt_availability_split_2026_06_07,
CIV,DEF,3,Guela Doue,3.0,0.6,0.6264,medium_risk,,ECU,1.681565,1.681565,transfermarkt_availability_split_2026_06_07,
CIV,FWD,1,Yan Diomande,3.0,0.9123,0.9424,low_risk,,ECU,1.193283,1.193283,transfermarkt_availability_split_2026_06_07,
CIV,FWD,2,Elye Wahi,2.5,0.6294,0.6695,medium_risk,,ECU,0.260994,0.260994,transfermarkt_availability_split_2026_06_07,
CIV,GK,1,Yahia Fofana,3.0,0.892,0.892,low_risk,,ECU,2.260962,2.260962,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
CIV,MID,1,Franck Kessie,3.0,0.6903,0.725,low_risk,,ECU,0.247314,0.247314,transfermarkt_availability_split_2026_06_07,
COD,DEF,1,Chancel Mbemba,2.5,0.8938,0.97,medium_risk,,POR,1.760775,1.760775,transfermarkt_availability_split_2026_06_07,
COD,DEF,2,Arthur Masuaku,2.5,0.8657,0.9481,medium_risk,,POR,1.804442,1.804442,transfermarkt_availability_split_2026_06_07,
COD,DEF,3,Axel Tuanzebe,3.0,0.8415,0.9395,medium_risk,,POR,2.102986,2.102986,transfermarkt_availability_split_2026_06_07,
COD,DEF,4,Aaron Wan-Bissaka,3.0,0.655,0.6876,medium_risk,,POR,1.466379,1.466379,transfermarkt_availability_split_2026_06_07,
COD,FWD,1,Yoane Wissa,3.5,0.8342,0.97,high_risk,,POR,1.532915,1.532915,transfermarkt_availability_split_2026_06_07,
COD,FWD,2,Cedric Bakambu,3.5,0.8167,0.9345,high_risk,,POR,2.632518,2.632518,transfermarkt_availability_split_2026_06_07,
COD,GK,1,Lionel Mpasi Nzau,2.5,0.9494,0.9494,medium_risk,,POR,1.39798,1.39798,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
COD,MID,1,Samuel Moutoussamy,3.0,0.8872,0.9611,medium_risk,,POR,1.808614,1.808614,transfermarkt_availability_split_2026_06_07,
COD,MID,2,Theo Bongonda,3.0,0.6207,0.6567,medium_risk,,POR,1.407921,1.407921,transfermarkt_availability_split_2026_06_07,
COL,DEF,1,Davinson Sanchez,3.5,0.8943,0.9387,low_risk,,UZB,3.417387,3.417387,transfermarkt_availability_split_2026_06_07,
COL,DEF,2,Johan Mojica,3.5,0.8105,0.9186,medium_risk,,UZB,3.228852,3.228852,transfermarkt_availability_split_2026_06_07,
COL,DEF,3,Daniel Muñoz,4.0,0.6497,0.7018,medium_risk,,UZB,2.877799,2.877799,transfermarkt_availability_split_2026_06_07,
COL,FWD,1,Luis Diaz,5.5,0.9323,0.97,low_risk,,UZB,3.865307,3.865307,transfermarkt_availability_split_2026_06_07,
COL,GK,1,Camilo Vargas,4.0,0.7899,0.7899,medium_risk,,UZB,3.233048,3.233048,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
COL,MID,1,Richard Rios,3.5,0.8948,0.9189,low_risk,,UZB,2.834013,2.834013,transfermarkt_availability_split_2026_06_07,
COL,MID,2,James Rodriguez,4.0,0.82,0.9,low_risk,medium,UZB,3.402611,3.402611,manual_context_override_safe,"Manual context review from recent Colombia usage screenshot and expert article: strong recurring starter/attacking role, with set-piece/penalty relevance. Raised to likely starter."
COL,MID,3,Jhon Arias,3.0,0.6681,0.7082,medium_risk,,UZB,2.147831,2.147831,transfermarkt_availability_split_2026_06_07,
COL,MID,4,Jefferson Lerma,3.0,0.6388,0.6935,medium_risk,,UZB,2.452457,2.452457,transfermarkt_availability_split_2026_06_07,
CPV,DEF,1,Roberto Lopes,2.0,0.8954,0.97,medium_risk,,ESP,1.121361,1.121361,transfermarkt_availability_split_2026_06_07,
CPV,DEF,2,Diney Borges,3.0,0.7912,0.868,medium_risk,,ESP,1.883639,1.883639,transfermarkt_availability_split_2026_06_07,
CPV,DEF,3,Logan Costa,2.5,0.6542,0.6998,medium_risk,,ESP,1.125215,1.125215,transfermarkt_availability_split_2026_06_07,
CPV,FWD,1,Ryan Mendes Da Graça,3.0,0.8829,0.97,medium_risk,,ESP,1.195623,1.195623,transfermarkt_availability_split_2026_06_04,
CPV,GK,1,Vozinha,2.5,0.9285,0.9285,low_risk,,ESP,1.222994,1.222994,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
CPV,MID,1,Kevin Lenini Pina,2.0,0.6738,0.7275,medium_risk,,ESP,0.245943,0.245943,transfermarkt_availability_split_2026_06_07,
CPV,MID,2,Jamiro Monteiro,2.5,0.6323,0.6869,medium_risk,,ESP,0.738006,0.738006,transfermarkt_availability_split_2026_06_07,
CRO,DEF,1,Josko Gvardiol,3.5,0.9101,0.9627,medium_risk,,ENG,3.457898,3.457898,transfermarkt_availability_split_2026_06_07,
CRO,DEF,2,Luka Vuskovic,2.0,0.7872,0.8899,medium_risk,,ENG,1.645406,1.645406,transfermarkt_availability_split_2026_06_07,
CRO,DEF,3,Josip Sutalo,3.0,0.6651,0.6847,medium_risk,,ENG,2.522932,2.522932,transfermarkt_availability_split_2026_06_07,
CRO,DEF,4,Josip Stanisic,3.5,0.6248,0.6544,medium_risk,,ENG,2.410669,2.410669,transfermarkt_availability_split_2026_06_07,
CRO,FWD,1,Ivan Perisic,4.5,0.9095,0.9346,low_risk,,ENG,2.482086,2.482086,transfermarkt_availability_split_2026_06_07,
CRO,GK,1,Dominik Livakovic,4.0,0.9486,0.9486,low_risk,,ENG,3.26249,3.26249,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
CRO,MID,1,Petar Sucic,3.0,0.896,0.9278,low_risk,,ENG,2.666867,2.666867,transfermarkt_availability_split_2026_06_07,
CRO,MID,2,Luka Modric,4.0,0.6936,0.7144,low_risk,,ENG,2.806005,2.806005,transfermarkt_availability_split_2026_06_07,
CRO,MID,3,Mateo Kovacic,4.0,0.653,0.6942,medium_risk,,ENG,0.43464,0.43464,transfermarkt_availability_split_2026_06_07,
CUW,DEF,1,Livano Comenencia,2.5,0.9477,0.97,low_risk,,GER,1.911251,1.911251,transfermarkt_availability_split_2026_06_07,
CUW,DEF,2,Sherel Floranus,2.5,0.9165,0.97,medium_risk,,GER,1.362931,1.362931,transfermarkt_availability_split_2026_06_07,
CUW,DEF,3,Jurien Gaari,2.5,0.9148,0.9617,low_risk,,GER,1.392429,1.392429,transfermarkt_availability_split_2026_06_07,
CUW,DEF,4,Armando Obispo,2.0,0.8574,0.97,medium_risk,,GER,0.853822,0.853822,transfermarkt_availability_split_2026_06_07,
CUW,DEF,5,Riechedly Bazoer,2.0,0.6173,0.6436,medium_risk,,GER,0.722988,0.722988,transfermarkt_availability_split_2026_06_07,
CUW,GK,1,Eloy Room,2.5,0.9495,0.9495,medium_risk,,GER,0.868272,0.868272,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
CUW,MID,1,Juninho Bacuna,3.0,0.9344,0.97,low_risk,,GER,1.666272,1.666272,transfermarkt_availability_split_2026_06_07,
CUW,MID,2,Leandro Bacuna,2.5,0.9151,0.97,medium_risk,,GER,1.22191,1.22191,transfermarkt_availability_split_2026_06_07,
CUW,MID,3,Tahith Chong,2.0,0.6207,0.6524,medium_risk,,GER,0.295262,0.295262,transfermarkt_availability_split_2026_06_07,
CZE,DEF,1,Vladimir Coufal,3.0,0.9096,0.97,medium_risk,,KOR,2.418584,2.418584,transfermarkt_availability_split_2026_06_07,
CZE,DEF,2,Ladislav Krejci,3.0,0.9051,0.97,medium_risk,,KOR,2.412618,2.412618,transfermarkt_availability_split_2026_06_07,
CZE,DEF,3,Stepan Chaloupek,2.0,0.8822,0.9215,low_risk,,KOR,1.533029,1.533029,transfermarkt_availability_split_2026_06_07,
CZE,DEF,4,Robin Hranac,2.5,0.8244,0.9066,medium_risk,,KOR,1.896461,1.896461,transfermarkt_availability_split_2026_06_07,
CZE,FWD,1,Patrik Schick,4.5,0.8552,0.9317,medium_risk,,KOR,1.865367,1.865367,transfermarkt_availability_split_2026_06_07,
CZE,GK,1,Matej Kovar,3.0,0.9039,0.9039,medium_risk,,KOR,2.257825,2.257825,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
CZE,MID,1,Tomas Soucek,3.5,0.9394,0.97,low_risk,,KOR,1.463226,1.463226,transfermarkt_availability_split_2026_06_07,
CZE,MID,2,Pavel Sulc,4.0,0.8997,0.9365,low_risk,,KOR,1.554969,1.554969,transfermarkt_availability_split_2026_06_07,
CZE,MID,3,Lukas Provod,3.0,0.8588,0.9047,low_risk,,KOR,1.225107,1.225107,transfermarkt_availability_split_2026_06_07,
CZE,MID,4,Lukas Cerv,3.0,0.6096,0.6213,medium_risk,,KOR,0.249153,0.249153,transfermarkt_availability_split_2026_06_07,
ECU,DEF,1,Willian Pacho,3.0,0.9359,0.9682,low_risk,,CIV,3.120106,3.120106,transfermarkt_availability_split_2026_06_07,
ECU,DEF,2,Piero Hincapie,3.5,0.9126,0.97,medium_risk,,CIV,3.213672,3.213672,transfermarkt_availability_split_2026_06_07,
ECU,DEF,3,Joel Ordonez,2.5,0.8348,0.8899,medium_risk,,CIV,2.526008,2.526008,transfermarkt_availability_split_2026_06_07,
ECU,DEF,4,Pervis Estupinan,3.5,0.706,0.7449,low_risk,,CIV,2.842195,2.842195,transfermarkt_availability_split_2026_06_07,
ECU,DEF,5,Felix 'Feliz' Torres,3.0,0.6165,0.6462,medium_risk,,CIV,2.140772,2.140772,transfermarkt_availability_split_2026_06_04,
ECU,FWD,1,Enner Valencia,4.0,0.8826,0.9585,medium_risk,,CIV,3.953104,3.953104,transfermarkt_availability_split_2026_06_07,
ECU,FWD,2,Nilson Angulo,2.0,0.77,0.8954,high_risk,,,0.474755,0.474755,transfermarkt_availability_split_2026_06_07,
ECU,GK,1,Hernan Galindez,3.5,0.7812,0.7812,medium_risk,,CIV,2.768662,2.768662,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ECU,MID,1,Moises Caicedo,3.0,0.9013,0.97,medium_risk,,CIV,2.384257,2.384257,transfermarkt_availability_split_2026_06_07,
ECU,MID,2,John Yeboah,3.0,0.8633,0.8797,low_risk,,CIV,3.742497,3.742497,transfermarkt_availability_split_2026_06_07,
ECU,MID,3,Pedro Vite,2.5,0.8211,0.9547,high_risk,,CIV,1.986412,1.986412,transfermarkt_availability_split_2026_06_07,
ECU,MID,4,Gonzalo Plata,3.5,0.7824,0.8987,high_risk,,CIV,3.509318,3.509318,transfermarkt_availability_split_2026_06_07,
EGY,DEF,1,Mohamed Hany,2.5,0.8454,0.97,high_risk,,BEL,2.303035,2.303035,transfermarkt_availability_split_2026_06_07,
EGY,FWD,1,Omar Marmoush,5.0,0.8621,0.9493,medium_risk,,BEL,3.8202,3.8202,transfermarkt_availability_split_2026_06_07,
EGY,FWD,2,Mohamed Salah,5.0,0.6536,0.736,medium_risk,,BEL,3.543548,3.543548,transfermarkt_availability_split_2026_06_07,
EGY,MID,1,Mahmoud Trezeguet,3.0,0.92,0.96,low_risk,low,BEL,1.316868,1.316868,manual_context_override_safe,Manual context review: expected Egypt starter with an advanced attacking role despite Holdet midfield classification.
EGY,MID,2,Marwan Ateya,3.0,0.8851,0.9562,medium_risk,,BEL,1.286992,1.286992,transfermarkt_availability_split_2026_06_07,
EGY,MID,3,Hamdy Fathy,2.5,0.8588,0.9267,medium_risk,,BEL,0.977019,0.977019,transfermarkt_availability_split_2026_06_07,
EGY,MID,4,Ahmed Zizo,3.0,0.7866,0.8393,medium_risk,,BEL,1.255982,1.255982,transfermarkt_availability_split_2026_06_04,
EGY,MID,5,Mohanad Lasheen,2.5,0.6911,0.8036,high_risk,,BEL,1.317194,1.317194,transfermarkt_availability_split_2026_06_07,
ENG,DEF,1,John Stones,4.0,0.6587,0.7052,medium_risk,,CRO,3.071665,3.071665,transfermarkt_availability_split_2026_06_07,
ENG,DEF,2,Marc Guehi,4.5,0.6351,0.688,medium_risk,,CRO,3.337243,3.337243,transfermarkt_availability_split_2026_06_07,
ENG,FWD,1,Harry Kane,9.5,0.97,0.99,low_risk,low,CRO,5.248523,5.248523,manual_context_override_safe,"Manual context review: nailed-on England starter whenever available. Any uncertainty should be represented as availability risk, not competition for the starting role."
ENG,FWD,2,Bukayo Saka,6.5,0.639,0.6926,medium_risk,,CRO,3.419006,3.419006,transfermarkt_availability_split_2026_06_07,
ENG,GK,1,Jordan Pickford,5.0,0.9287,0.9287,low_risk,,CRO,4.07094,4.07094,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ENG,MID,1,Declan Rice,4.5,0.9095,0.9573,low_risk,,CRO,3.481184,3.481184,transfermarkt_availability_split_2026_06_07,
ESP,DEF,1,Aymeric Laporte,4.5,0.6506,0.7191,medium_risk,,CPV,3.679742,3.679742,transfermarkt_availability_split_2026_06_07,
ESP,DEF,2,Marc Cucurella,4.5,0.5911,0.6834,high_risk,,CPV,3.334102,3.334102,transfermarkt_availability_split_2026_06_07,
ESP,DEF,3,Pedro Porro,4.5,0.5708,0.6637,high_risk,,CPV,3.233504,3.233504,transfermarkt_availability_split_2026_06_07,
ESP,FWD,1,Lamine Yamal,9.0,0.9012,0.9557,medium_risk,,CPV,5.106866,5.106866,transfermarkt_availability_split_2026_06_07,
ESP,FWD,2,Nico Williams,4.5,0.8361,0.9107,medium_risk,,CPV,4.449305,4.449305,transfermarkt_availability_split_2026_06_07,
ESP,FWD,3,Mikel Oyarzabal,7.5,0.82,0.9,low_risk,medium,CPV,4.909533,4.909533,manual_context_override_safe,"Manual context review from recent national-team usage screenshot and expert article: Oyarzabal appears to be a central Spain attacking starter with strong R1 value. Raised from model watch level to likely starter, while keeping some substitution/rotation risk."
ESP,FWD,4,Ferran Torres,5.0,0.5696,0.6105,medium_risk,,CPV,3.241787,3.241787,transfermarkt_availability_split_2026_06_07,
ESP,GK,1,Unai Simon,5.0,0.86,0.86,medium_risk,,CPV,4.576512,4.576512,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ESP,MID,1,Pedri,6.0,0.6444,0.6909,medium_risk,,CPV,3.01232,3.01232,transfermarkt_availability_split_2026_06_07,
ESP,MID,3,Fabian Ruiz,4.5,0.58,0.72,medium_risk,high,CPV,1.337783,1.337783,manual_context_override_safe,"Manual context review: included in expected Spain XI, but recent national-team record includes several injury/frav?r rows close to the tournament. Downgraded from likely starter to uncertain starter."
