player_id,player_name,team_id,position_model,competition_category,competition_category_label,rows,starts,bench,not_in_squad,injury_or_fitness_absences,suspension_absences,not_selected_or_unknown_absences,recency_weight_sum,recent_weighted_starts,recent_weighted_bench,recent_weighted_not_in_squad,start_share,bench_share,not_in_squad_share,recency_weighted_start_share,recency_weighted_bench_share,recency_weighted_not_in_squad_share,competition_weight,weighted_start_signal,recency_competition_weighted_start_signal
aaron_hickey__sco,Aaron Hickey,SCO,DEF,ukendt,Ukendt,46,16,0,24,21,0,3,11.5,4.0,0.0,6.0,0.348,0.0,0.522,0.348,0.0,0.522,0.45,0.1566,0.1566
aaron_wan_bissaka__cod,Aaron Wan-Bissaka,COD,DEF,ukendt,Ukendt,14,10,0,1,0,0,1,3.5,2.5,0.0,0.25,0.714,0.0,0.071,0.714,0.0,0.071,0.45,0.3213,0.3213
abdallah_al_fakhouri__jor,Abdallah Al-Fakhouri,JOR,GK,ukendt,Ukendt,109,7,0,72,7,0,65,27.25,1.75,0.0,18.0,0.064,0.0,0.661,0.064,0.0,0.661,0.45,0.0288,0.0288
abdallah_nasib__jor,Abdallah Nasib,JOR,DEF,ukendt,Ukendt,66,50,0,7,0,0,7,16.5,12.5,0.0,1.75,0.758,0.0,0.106,0.758,0.0,0.106,0.45,0.3411,0.3411
abde_ezzalzouli__mar,Abde Ezzalzouli,MAR,FWD,ukendt,Ukendt,68,21,0,25,11,0,12,17.0,5.25,0.0,6.25,0.309,0.0,0.368,0.309,0.0,0.368,0.45,0.139,0.139
abdel_rahman_al_talalga__jor,Abdel Rahman Al-Talalga,JOR,GK,ukendt,Ukendt,14,7,0,4,0,0,4,3.5,1.75,0.0,1.0,0.5,0.0,0.286,0.5,0.0,0.286,0.45,0.225,0.225
abdelhamid_ait_boudlal__mar,Abdelhamid Ait Boudlal,MAR,DEF,ukendt,Ukendt,2,1,0,1,0,0,1,0.5,0.25,0.0,0.25,0.5,0.0,0.5,0.5,0.0,0.5,0.45,0.225,0.225
abdelmouhib_chamakh__tun,Abdelmouhib Chamakh,TUN,GK,ukendt,Ukendt,3,2,0,0,0,0,0,0.75,0.5,0.0,0.0,0.667,0.0,0.0,0.667,0.0,0.0,0.45,0.3002,0.3002
abdoulaye_seck__sen,Abdoulaye Seck,SEN,DEF,ukendt,Ukendt,82,16,0,29,8,0,21,20.5,4.0,0.0,7.25,0.195,0.0,0.354,0.195,0.0,0.354,0.45,0.0878,0.0878
abdukodir_khusanov__uzb,Abdukodir Khusanov,UZB,DEF,ukendt,Ukendt,41,22,0,14,2,0,10,10.25,5.5,0.0,3.5,0.537,0.0,0.341,0.537,0.0,0.341,0.45,0.2417,0.2417
abdulaziz_hatim_mohammed__qat,Abdulaziz Hatim Mohammed,QAT,MID,ukendt,Ukendt,232,95,0,87,0,0,87,58.0,23.75,0.0,21.75,0.409,0.0,0.375,0.409,0.0,0.375,0.45,0.184,0.184
abdulelah_al_amri__ksa,Abdulelah Al-Amri,KSA,DEF,ukendt,Ukendt,86,30,0,36,9,0,27,21.5,7.5,0.0,9.0,0.349,0.0,0.419,0.349,0.0,0.419,0.45,0.157,0.157
abdulkerim_bardakci__tur,Abdulkerim Bardakci,TUR,DEF,ukendt,Ukendt,47,26,0,15,2,0,10,11.75,6.5,0.0,3.75,0.553,0.0,0.319,0.553,0.0,0.319,0.45,0.2488,0.2488
abdullah_al_hamdan__ksa,Abdullah Al-Hamdan,KSA,FWD,ukendt,Ukendt,94,22,0,36,0,0,36,23.5,5.5,0.0,9.0,0.234,0.0,0.383,0.234,0.0,0.383,0.45,0.1053,0.1053
abdullah_al_khaibari__ksa,Abdullah Al-Khaibari,KSA,MID,ukendt,Ukendt,121,24,0,71,6,0,65,30.25,6.0,0.0,17.75,0.198,0.0,0.587,0.198,0.0,0.587,0.45,0.0891,0.0891
abdulrahman_al_sanbi__ksa,Abdulrahman Al-Sanbi,KSA,GK,ukendt,Ukendt,25,3,0,6,0,0,6,6.25,0.75,0.0,1.5,0.12,0.0,0.24,0.12,0.0,0.24,0.45,0.054,0.054
abduvokhid_nematov__uzb,Abduvokhid Nematov,UZB,GK,ukendt,Ukendt,67,14,0,17,0,0,17,16.75,3.5,0.0,4.25,0.209,0.0,0.254,0.209,0.0,0.254,0.45,0.094,0.094
abolfazl_jalali__irn,Abolfazl Jalali,IRN,DEF,ukendt,Ukendt,58,3,0,40,3,0,37,14.5,0.75,0.0,10.0,0.052,0.0,0.69,0.052,0.0,0.69,0.45,0.0234,0.0234
achraf_hakimi__mar,Achraf Hakimi,MAR,DEF,ukendt,Ukendt,159,88,0,55,8,0,46,39.75,22.0,0.0,13.75,0.553,0.0,0.346,0.553,0.0,0.346,0.45,0.2488,0.2488
achref_abada__alg,Achref Abada,ALG,DEF,ukendt,Ukendt,25,7,0,12,0,0,12,6.25,1.75,0.0,3.0,0.28,0.0,0.48,0.28,0.0,0.48,0.45,0.126,0.126
adalberto_carrasquilla__pan,Adalberto Carrasquilla,PAN,MID,ukendt,Ukendt,117,59,0,45,0,0,45,29.25,14.75,0.0,11.25,0.504,0.0,0.385,0.504,0.0,0.385,0.45,0.2268,0.2268
adam_karabec__cze,Adam Karabec,CZE,MID,ukendt,Ukendt,8,2,0,0,0,0,0,2.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.45,0.1125,0.1125
adem_arous__tun,Adem Arous,TUN,DEF,ukendt,Ukendt,8,1,0,1,0,0,1,2.0,0.25,0.0,0.25,0.125,0.0,0.125,0.125,0.0,0.125,0.45,0.0562,0.0562
adil_aouchiche__alg,Adil Aouchiche,ALG,MID,ukendt,Ukendt,2,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
adil_boulbina__alg,Adil Boulbina,ALG,FWD,ukendt,Ukendt,25,5,0,12,0,0,12,6.25,1.25,0.0,3.0,0.2,0.0,0.48,0.2,0.0,0.48,0.45,0.09,0.09
adrien_rabiot__fra,Adrien Rabiot,FRA,MID,ukendt,Ukendt,120,48,0,43,6,0,31,30.0,12.0,0.0,10.75,0.4,0.0,0.358,0.4,0.0,0.358,0.45,0.18,0.18
agust_n_lvarez__uru,Agustin Alvarez,URU,FWD,ukendt,Ukendt,58,3,0,46,11,0,35,14.5,0.75,0.0,11.5,0.052,0.0,0.793,0.052,0.0,0.793,0.45,0.0234,0.0234
ahmad_assaf__jor,Ahmad Assaf,JOR,DEF,ukendt,Ukendt,18,4,0,12,0,0,12,4.5,1.0,0.0,3.0,0.222,0.0,0.667,0.222,0.0,0.667,0.45,0.0999,0.0999
ahmed_basil_fadhil__irq,Ahmed Basil Fadhil,IRQ,GK,ukendt,Ukendt,63,14,0,12,0,0,12,15.75,3.5,0.0,3.0,0.222,0.0,0.19,0.222,0.0,0.19,0.45,0.0999,0.0999
ahmed_fathi__qat,Ahmed Fathi,QAT,MID,ukendt,Ukendt,228,119,0,80,10,0,70,57.0,29.75,0.0,20.0,0.522,0.0,0.351,0.522,0.0,0.351,0.45,0.2349,0.2349
ahmed_fatouh__egy,Ahmed Fatouh,EGY,DEF,ukendt,Ukendt,90,33,0,40,0,0,35,22.5,8.25,0.0,10.0,0.367,0.0,0.444,0.367,0.0,0.444,0.45,0.1652,0.1652
ahmed_hasan_maknzi__irq,Ahmed Hasan Maknzi,IRQ,DEF,ukendt,Ukendt,21,5,0,11,0,0,11,5.25,1.25,0.0,2.75,0.238,0.0,0.524,0.238,0.0,0.524,0.45,0.1071,0.1071
ahmed_nadhir_benbouali__alg,Ahmed Nadhir Benbouali,ALG,FWD,ukendt,Ukendt,3,0,0,0,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
aidan_morris__usa,Aidan Morris,USA,MID,ukendt,Ukendt,52,9,0,36,2,0,34,13.0,2.25,0.0,9.0,0.173,0.0,0.692,0.173,0.0,0.692,0.45,0.0778,0.0778
aiden_o_neill__aus,Aiden O'Neill,AUS,MID,ukendt,Ukendt,37,18,0,5,4,0,1,9.25,4.5,0.0,1.25,0.486,0.0,0.135,0.486,0.0,0.135,0.45,0.2187,0.2187
aimar_sher__irq,Aimar Sher,IRQ,MID,ukendt,Ukendt,14,5,0,6,0,0,6,3.5,1.25,0.0,1.5,0.357,0.0,0.429,0.357,0.0,0.429,0.45,0.1606,0.1606
a_ssa_mandi__alg,Aissa Mandi,ALG,DEF,ukendt,Ukendt,165,116,0,35,4,0,31,41.25,29.0,0.0,8.75,0.703,0.0,0.212,0.703,0.0,0.212,0.45,0.3163,0.3163
ajdin_hrustic__aus,Ajdin Hrustic,AUS,MID,ukendt,Ukendt,92,20,0,46,2,0,44,23.0,5.0,0.0,11.5,0.217,0.0,0.5,0.217,0.0,0.5,0.45,0.0976,0.0976
akam_hashem__irq,Akam Hashem,IRQ,DEF,ukendt,Ukendt,35,9,0,17,0,0,17,8.75,2.25,0.0,4.25,0.257,0.0,0.486,0.257,0.0,0.486,0.45,0.1156,0.1156
akmal_mozgovoy__uzb,Akmal Mozgovoy,UZB,MID,ukendt,Ukendt,67,10,0,29,0,0,29,16.75,2.5,0.0,7.25,0.149,0.0,0.433,0.149,0.0,0.433,0.45,0.067,0.067
akram_afif__qat,Akram Afif,QAT,FWD,ukendt,Ukendt,156,106,0,27,0,0,27,39.0,26.5,0.0,6.75,0.679,0.0,0.173,0.679,0.0,0.173,0.45,0.3056,0.3056
alan_ben_tez__par,Alan Benitez,PAR,DEF,ukendt,Ukendt,84,6,0,72,0,0,72,21.0,1.5,0.0,18.0,0.071,0.0,0.857,0.071,0.0,0.857,0.45,0.032,0.032
alan_franco__ecu,Alan Franco,ECU,MID,ukendt,Ukendt,2,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
alan_minda__ecu,Alan Minda,ECU,MID,ukendt,Ukendt,28,9,0,5,4,0,0,7.0,2.25,0.0,1.25,0.321,0.0,0.179,0.321,0.0,0.179,0.45,0.1444,0.1444
alan_varela__arg,Alan Varela,ARG,MID,ukendt,Ukendt,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
alban_lafont__civ,Alban Lafont,CIV,GK,ukendt,Ukendt,14,4,0,0,0,0,0,3.5,1.0,0.0,0.0,0.286,0.0,0.0,0.286,0.0,0.0,0.45,0.1287,0.1287
aleksandar_pavlovic__ger,Aleksandar Pavlovic,GER,MID,ukendt,Ukendt,26,7,0,13,10,0,3,6.5,1.75,0.0,3.25,0.269,0.0,0.5,0.269,0.0,0.5,0.45,0.121,0.121
alessandro_circati__aus,Alessandro Circati,AUS,DEF,ukendt,Ukendt,35,12,0,16,8,0,8,8.75,3.0,0.0,4.0,0.343,0.0,0.457,0.343,0.0,0.457,0.45,0.1544,0.1544
alessandro_schopf__aut,Alessandro Schöpf,AUT,MID,ukendt,Ukendt,112,14,0,60,12,0,47,28.0,3.5,0.0,15.0,0.125,0.0,0.536,0.125,0.0,0.536,0.45,0.0562,0.0562
alex_arce__par,Alex Arce,PAR,FWD,ukendt,Ukendt,24,6,0,5,2,0,3,6.0,1.5,0.0,1.25,0.25,0.0,0.208,0.25,0.0,0.208,0.45,0.1125,0.1125
alex_baena__esp,Alex Baena,ESP,MID,ukendt,Ukendt,37,7,0,10,2,0,6,9.25,1.75,0.0,2.5,0.189,0.0,0.27,0.189,0.0,0.27,0.45,0.085,0.085
alex_freeman__usa,Alex Freeman,USA,DEF,ukendt,Ukendt,17,12,0,0,0,0,0,4.25,3.0,0.0,0.0,0.706,0.0,0.0,0.706,0.0,0.0,0.45,0.3177,0.3177
alex_kral__cze,Alex Kral,CZE,MID,ukendt,Ukendt,76,30,0,17,6,0,11,19.0,7.5,0.0,4.25,0.395,0.0,0.224,0.395,0.0,0.224,0.45,0.1778,0.1778
alex_paulsen__nzl,Alex Paulsen,NZL,GK,ukendt,Ukendt,31,7,0,5,0,0,5,7.75,1.75,0.0,1.25,0.226,0.0,0.161,0.226,0.0,0.161,0.45,0.1017,0.1017
alex_rufer__nzl,Alex Rufer,NZL,MID,ukendt,Ukendt,76,14,0,32,10,0,22,19.0,3.5,0.0,8.0,0.184,0.0,0.421,0.184,0.0,0.421,0.45,0.0828,0.0828
alex_sandro__bra,Alex Sandro,BRA,DEF,ukendt,Ukendt,187,33,0,119,25,0,94,46.75,8.25,0.0,29.75,0.176,0.0,0.636,0.176,0.0,0.636,0.45,0.0792,0.0792
alexander_alex_robertson__aus,Alexander 'Alex' Robertson,AUS,MID,ukendt,Ukendt,36,0,0,31,9,0,22,9.0,0.0,0.0,7.75,0.0,0.0,0.861,0.0,0.0,0.861,0.45,0.0,0.0
alexander_bernhardsson__swe,Alexander Bernhardsson,SWE,MID,ukendt,Ukendt,37,8,0,25,2,0,23,9.25,2.0,0.0,6.25,0.216,0.0,0.676,0.216,0.0,0.676,0.45,0.0972,0.0972
alexander_djiku__gha,Alexander Djiku,GHA,DEF,ukendt,Ukendt,69,36,0,29,8,0,21,17.25,9.0,0.0,7.25,0.522,0.0,0.42,0.522,0.0,0.42,0.45,0.2349,0.2349
alexander_isak__swe,Alexander Isak,SWE,FWD,ukendt,Ukendt,114,43,0,50,14,0,36,28.5,10.75,0.0,12.5,0.377,0.0,0.439,0.377,0.0,0.439,0.45,0.1696,0.1696
alexander_n_bel__ger,Alexander Nübel,GER,GK,ukendt,Ukendt,20,3,0,0,0,0,0,5.0,0.75,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.45,0.0675,0.0675
alexander_prass__aut,Alexander Prass,AUT,DEF,ukendt,Ukendt,39,9,0,14,3,0,10,9.75,2.25,0.0,3.5,0.231,0.0,0.359,0.231,0.0,0.359,0.45,0.104,0.104
alexander_schlager__aut,Alexander Schlager,AUT,GK,ukendt,Ukendt,77,26,0,21,15,0,6,19.25,6.5,0.0,5.25,0.338,0.0,0.273,0.338,0.0,0.273,0.45,0.1521,0.1521
alexander_s_rloth__nor,Alexander Sørloth,NOR,FWD,ukendt,Ukendt,99,47,0,21,5,0,16,24.75,11.75,0.0,5.25,0.475,0.0,0.212,0.475,0.0,0.212,0.45,0.2138,0.2138
alexandre_pierre__hai,Alexandre Pierre,HAI,GK,ukendt,Ukendt,38,13,0,5,0,0,5,9.5,3.25,0.0,1.25,0.342,0.0,0.132,0.342,0.0,0.132,0.45,0.1539,0.1539
alexis_duarte__par,Alexis Duarte,PAR,DEF,ukendt,Ukendt,7,1,0,0,0,0,0,1.75,0.25,0.0,0.0,0.143,0.0,0.0,0.143,0.0,0.0,0.45,0.0643,0.0643
alexis_guendouz__alg,Alexis Guendouz,ALG,GK,ukendt,Ukendt,46,14,0,25,0,0,25,11.5,3.5,0.0,6.25,0.304,0.0,0.543,0.304,0.0,0.543,0.45,0.1368,0.1368
alexis_mac_allister__arg,Alexis Mac Allister,ARG,MID,ukendt,Ukendt,80,39,0,26,4,0,22,20.0,9.75,0.0,6.5,0.488,0.0,0.325,0.488,0.0,0.325,0.45,0.2196,0.2196
alexis_saelemaekers__bel,Alexis Saelemaekers,BEL,FWD,ukendt,Ukendt,72,10,0,36,13,0,23,18.0,2.5,0.0,9.0,0.139,0.0,0.5,0.139,0.0,0.5,0.45,0.0626,0.0626
alexis_vega__mex,Alexis Vega,MEX,FWD,ukendt,Ukendt,123,30,0,57,10,0,46,30.75,7.5,0.0,14.25,0.244,0.0,0.463,0.244,0.0,0.463,0.45,0.1098,0.1098
ali_abdi__tun,Ali Abdi,TUN,DEF,ukendt,Ukendt,83,42,0,20,5,0,15,20.75,10.5,0.0,5.0,0.506,0.0,0.241,0.506,0.0,0.241,0.45,0.2277,0.2277
ali_ahmed__can,Ali Ahmed,CAN,MID,ukendt,Ukendt,39,20,0,8,2,0,6,9.75,5.0,0.0,2.0,0.513,0.0,0.205,0.513,0.0,0.205,0.45,0.2308,0.2308
ali_al_hamadi__irq,Ali Al-Hamadi,IRQ,FWD,ukendt,Ukendt,63,11,0,38,4,0,32,15.75,2.75,0.0,9.5,0.175,0.0,0.603,0.175,0.0,0.603,0.45,0.0788,0.0788
ali_alipour__irn,Ali Alipour,IRN,FWD,ukendt,Ukendt,95,3,0,75,12,0,63,23.75,0.75,0.0,18.75,0.032,0.0,0.789,0.032,0.0,0.789,0.45,0.0144,0.0144
ali_azaizeh__jor,Ali Azaizeh,JOR,MID,ukendt,Ukendt,13,0,0,6,0,0,6,3.25,0.0,0.0,1.5,0.0,0.0,0.462,0.0,0.0,0.462,0.45,0.0,0.0
ali_jasim__irq,Ali Jasim,IRQ,MID,ukendt,Ukendt,39,26,0,3,0,0,3,9.75,6.5,0.0,0.75,0.667,0.0,0.077,0.667,0.0,0.077,0.45,0.3002,0.3002
ali_majrashi__ksa,Ali Majrashi,KSA,DEF,ukendt,Ukendt,70,13,0,46,4,0,42,17.5,3.25,0.0,11.5,0.186,0.0,0.657,0.186,0.0,0.657,0.45,0.0837,0.0837
ali_yousif__irq,Ali Yousif,IRQ,FWD,ukendt,Ukendt,61,1,0,50,0,0,50,15.25,0.25,0.0,12.5,0.016,0.0,0.82,0.016,0.0,0.82,0.45,0.0072,0.0072
alireza_beiranvand__irn,Alireza Beiranvand,IRN,GK,ukendt,Ukendt,130,86,0,14,2,0,8,32.5,21.5,0.0,3.5,0.662,0.0,0.108,0.662,0.0,0.108,0.45,0.2979,0.2979
alireza_jahanbakhsh__irn,Alireza Jahanbakhsh,IRN,FWD,ukendt,Ukendt,143,65,0,38,13,0,23,35.75,16.25,0.0,9.5,0.455,0.0,0.266,0.455,0.0,0.266,0.45,0.2048,0.2048
alisher_odilov__uzb,Alisher Odilov,UZB,MID,ukendt,Ukendt,10,1,0,6,0,0,6,2.5,0.25,0.0,1.5,0.1,0.0,0.6,0.1,0.0,0.6,0.45,0.045,0.045
alisson_becker__bra,Alisson Becker,BRA,GK,ukendt,Ukendt,129,77,0,26,19,0,7,32.25,19.25,0.0,6.5,0.597,0.0,0.202,0.597,0.0,0.202,0.45,0.2686,0.2686
alistair_johnston__can,Alistair Johnston,CAN,DEF,ukendt,Ukendt,77,51,0,19,13,0,6,19.25,12.75,0.0,4.75,0.662,0.0,0.247,0.662,0.0,0.247,0.45,0.2979,0.2979
almoez_ali__qat,Almoez Ali,QAT,FWD,ukendt,Ukendt,151,108,0,21,6,0,15,37.75,27.0,0.0,5.25,0.715,0.0,0.139,0.715,0.0,0.139,0.45,0.3218,0.3218
alphonso_davies__can,Alphonso Davies,CAN,DEF,ukendt,Ukendt,100,52,0,42,29,0,13,25.0,13.0,0.0,10.5,0.52,0.0,0.42,0.52,0.0,0.42,0.45,0.234,0.234
altay_bayindir__tur,Altay Bayindir,TUR,GK,ukendt,Ukendt,68,10,0,9,8,0,1,17.0,2.5,0.0,2.25,0.147,0.0,0.132,0.147,0.0,0.132,0.45,0.0662,0.0662
alvaro_fidalgo__mex,Alvaro Fidalgo,MEX,MID,ukendt,Ukendt,5,4,0,1,0,0,1,1.25,1.0,0.0,0.25,0.8,0.0,0.2,0.8,0.0,0.2,0.45,0.36,0.36
alvaro_montero__col,Alvaro Montero,COL,GK,ukendt,Ukendt,88,9,0,27,0,0,23,22.0,2.25,0.0,6.75,0.102,0.0,0.307,0.102,0.0,0.307,0.45,0.0459,0.0459
amad_diallo__civ,Amad Diallo,CIV,FWD,ukendt,Ukendt,69,10,0,47,9,0,38,17.25,2.5,0.0,11.75,0.145,0.0,0.681,0.145,0.0,0.681,0.45,0.0652,0.0652
amadou_onana__bel,Amadou Onana,BEL,MID,ukendt,Ukendt,47,22,0,17,7,0,8,11.75,5.5,0.0,4.25,0.468,0.0,0.362,0.468,0.0,0.362,0.45,0.2106,0.2106
amar_dedi__bih,Amar Dedic,BIH,DEF,ukendt,Ukendt,40,26,0,10,2,0,7,10.0,6.5,0.0,2.5,0.65,0.0,0.25,0.65,0.0,0.25,0.45,0.2925,0.2925
amar_memi__bih,Amar Memic,BIH,MID,ukendt,Ukendt,13,8,0,0,0,0,0,3.25,2.0,0.0,0.0,0.615,0.0,0.0,0.615,0.0,0.0,0.45,0.2768,0.2768
amer_jamous__jor,Amer Jamous,JOR,MID,ukendt,Ukendt,21,8,0,1,0,0,1,5.25,2.0,0.0,0.25,0.381,0.0,0.048,0.381,0.0,0.048,0.45,0.1715,0.1715
amin_chiakha__alg,Amin Chiakha,ALG,FWD,ukendt,Ukendt,29,0,0,21,0,0,21,7.25,0.0,0.0,5.25,0.0,0.0,0.724,0.0,0.0,0.724,0.45,0.0,0.0
amine_adli__mar,Amine Adli,MAR,FWD,ukendt,Ukendt,52,5,0,28,2,0,26,13.0,1.25,0.0,7.0,0.096,0.0,0.538,0.096,0.0,0.538,0.45,0.0432,0.0432
amine_gouiri__alg,Amine Gouiri,ALG,FWD,ukendt,Ukendt,46,17,0,23,12,0,11,11.5,4.25,0.0,5.75,0.37,0.0,0.5,0.37,0.0,0.5,0.45,0.1665,0.1665
amir_hadziahmetovic__bih,Amir Hadziahmetovic,BIH,MID,ukendt,Ukendt,61,22,0,23,6,0,17,15.25,5.5,0.0,5.75,0.361,0.0,0.377,0.361,0.0,0.377,0.45,0.1624,0.1624
amirhossein_hosseinzadeh__irn,Amirhossein Hosseinzadeh,IRN,FWD,ukendt,Ukendt,53,10,0,26,1,0,25,13.25,2.5,0.0,6.5,0.189,0.0,0.491,0.189,0.0,0.491,0.45,0.085,0.085
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,ukendt,Ukendt,19,6,0,6,0,0,4,4.75,1.5,0.0,1.5,0.316,0.0,0.316,0.316,0.0,0.316,0.45,0.1422,0.1422
andreas_schjelderup__nor,Andreas Schjelderup,NOR,MID,ukendt,Ukendt,21,5,0,6,0,0,6,5.25,1.25,0.0,1.5,0.238,0.0,0.286,0.238,0.0,0.286,0.45,0.1071,0.1071
andrej_kramari__cro,Andrej Kramaric,CRO,FWD,ukendt,Ukendt,142,74,0,22,8,0,14,35.5,18.5,0.0,5.5,0.521,0.0,0.155,0.521,0.0,0.155,0.45,0.2344,0.2344
andres_andrade__pan,Andres Andrade,PAN,DEF,ukendt,Ukendt,108,43,0,52,16,0,36,27.0,10.75,0.0,13.0,0.398,0.0,0.481,0.398,0.0,0.481,0.45,0.1791,0.1791
andr_s_cubas__par,Andres Cubas,PAR,MID,ukendt,Ukendt,59,30,0,21,4,0,17,14.75,7.5,0.0,5.25,0.508,0.0,0.356,0.508,0.0,0.356,0.45,0.2286,0.2286
ange_yoan_bonny__civ,Ange-Yoan Bonny,CIV,FWD,ukendt,Ukendt,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
ngel_romero__par,Angel Romero,PAR,FWD,ukendt,Ukendt,122,30,0,54,0,0,54,30.5,7.5,0.0,13.5,0.246,0.0,0.443,0.246,0.0,0.443,0.45,0.1107,0.1107
ngelo_preciado__ecu,Angelo Preciado,ECU,DEF,ukendt,Ukendt,91,39,0,25,5,0,20,22.75,9.75,0.0,6.25,0.429,0.0,0.275,0.429,0.0,0.275,0.45,0.193,0.193
angelo_stiller__ger,Angelo Stiller,GER,MID,ukendt,Ukendt,19,5,0,6,4,0,2,4.75,1.25,0.0,1.5,0.263,0.0,0.316,0.263,0.0,0.316,0.45,0.1184,0.1184
angus_gunn__sco,Angus Gunn,SCO,GK,ukendt,Ukendt,36,21,0,11,2,0,9,9.0,5.25,0.0,2.75,0.583,0.0,0.306,0.583,0.0,0.306,0.45,0.2623,0.2623
an_bal_godoy__pan,Anibal Godoy,PAN,MID,ukendt,Ukendt,247,124,0,79,7,0,68,61.75,31.0,0.0,19.75,0.502,0.0,0.32,0.502,0.0,0.32,0.45,0.2259,0.2259
anis_ben_slimane__tun,Anis Ben Slimane,TUN,MID,ukendt,Ukendt,86,26,0,37,0,0,37,21.5,6.5,0.0,9.25,0.302,0.0,0.43,0.302,0.0,0.43,0.45,0.1359,0.1359
anis_hadj_moussa__alg,Anis Hadj Moussa,ALG,FWD,ukendt,Ukendt,38,2,0,19,4,0,15,9.5,0.5,0.0,4.75,0.053,0.0,0.5,0.053,0.0,0.5,0.45,0.0238,0.0238
ante_budimir__cro,Ante Budimir,CRO,FWD,ukendt,Ukendt,76,19,0,21,5,0,15,19.0,4.75,0.0,5.25,0.25,0.0,0.276,0.25,0.0,0.276,0.45,0.1125,0.1125
ante_suto__aus,Ante Suto,AUS,FWD,ukendt,Ukendt,2,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
anthony_elanga__swe,Anthony Elanga,SWE,FWD,ukendt,Ukendt,47,14,0,11,0,0,11,11.75,3.5,0.0,2.75,0.298,0.0,0.234,0.298,0.0,0.234,0.45,0.1341,0.1341
anthony_gordon__eng,Anthony Gordon,ENG,FWD,ukendt,Ukendt,29,12,0,5,3,0,2,7.25,3.0,0.0,1.25,0.414,0.0,0.172,0.414,0.0,0.172,0.45,0.1863,0.1863
anthony_mandrea__alg,Anthony Mandrea,ALG,GK,ukendt,Ukendt,62,21,0,31,4,0,27,15.5,5.25,0.0,7.75,0.339,0.0,0.5,0.339,0.0,0.5,0.45,0.1526,0.1526
anthony_ralston__sco,Anthony Ralston,SCO,DEF,ukendt,Ukendt,47,16,0,14,0,0,14,11.75,4.0,0.0,3.5,0.34,0.0,0.298,0.34,0.0,0.298,0.45,0.153,0.153
anthony_valencia__ecu,Anthony Valencia,ECU,FWD,ukendt,Ukendt,5,1,0,0,0,0,0,1.25,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.45,0.09,0.09
antoine_mendy__sen,Antoine Mendy,SEN,DEF,ukendt,Ukendt,26,4,0,7,0,0,7,6.5,1.0,0.0,1.75,0.154,0.0,0.269,0.154,0.0,0.269,0.45,0.0693,0.0693
antoine_semenyo__gha,Antoine Semenyo,GHA,FWD,ukendt,Ukendt,50,24,0,14,0,0,13,12.5,6.0,0.0,3.5,0.48,0.0,0.28,0.48,0.0,0.28,0.45,0.216,0.216
anton_stach__ger,Anton Stach,GER,MID,ukendt,Ukendt,50,0,0,43,0,0,43,12.5,0.0,0.0,10.75,0.0,0.0,0.86,0.0,0.0,0.86,0.45,0.0,0.0
antonee_robinson__usa,Antonee Robinson,USA,DEF,ukendt,Ukendt,123,47,0,63,17,0,46,30.75,11.75,0.0,15.75,0.382,0.0,0.512,0.382,0.0,0.512,0.45,0.1719,0.1719
antonio_nusa__nor,Antonio Nusa,NOR,MID,ukendt,Ukendt,29,16,0,4,4,0,0,7.25,4.0,0.0,1.0,0.552,0.0,0.138,0.552,0.0,0.138,0.45,0.2484,0.2484
antonio_r_diger__ger,Antonio Rüdiger,GER,DEF,ukendt,Ukendt,154,77,0,55,34,0,20,38.5,19.25,0.0,13.75,0.5,0.0,0.357,0.5,0.0,0.357,0.45,0.225,0.225
antonio_sanabria__par,Antonio Sanabria,PAR,FWD,ukendt,Ukendt,127,25,0,69,14,0,50,31.75,6.25,0.0,17.25,0.197,0.0,0.543,0.197,0.0,0.543,0.45,0.0887,0.0887
ao_tanaka__jpn,Ao Tanaka,JPN,MID,ukendt,Ukendt,79,26,0,30,4,0,26,19.75,6.5,0.0,7.5,0.329,0.0,0.38,0.329,0.0,0.38,0.45,0.1481,0.1481
aqtay_abdallah__egy,Aqtay Abdallah,EGY,FWD,ukendt,Ukendt,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
