player_id,player_name,team_id,position_model,competition_category,competition_category_label,rows,starts,bench,not_in_squad,injury_or_fitness_absences,suspension_absences,not_selected_or_unknown_absences,recency_weight_sum,recent_weighted_starts,recent_weighted_bench,recent_weighted_not_in_squad,start_share,bench_share,not_in_squad_share,recency_weighted_start_share,recency_weighted_bench_share,recency_weighted_not_in_squad_share,competition_weight,weighted_start_signal,recency_competition_weighted_start_signal
noussair_mazraoui__mar,Noussair Mazraoui,MAR,DEF,ukendt,Ukendt,129,39,0,80,27,0,51,32.25,9.75,0.0,20.0,0.302,0.0,0.62,0.302,0.0,0.62,0.45,0.1359,0.1359
nuno_mendes__por,Nuno Mendes,POR,DEF,ukendt,Ukendt,68,36,0,17,15,0,2,17.0,9.0,0.0,4.25,0.529,0.0,0.25,0.529,0.0,0.25,0.45,0.238,0.238
nuno_da_costa__cpv,Nuno da Costa,CPV,FWD,ukendt,Ukendt,83,3,0,71,5,0,66,20.75,0.75,0.0,17.75,0.036,0.0,0.855,0.036,0.0,0.855,0.45,0.0162,0.0162
obed_vargas__mex,Obed Vargas,MEX,MID,ukendt,Ukendt,27,2,0,18,0,0,17,6.75,0.5,0.0,4.5,0.074,0.0,0.667,0.074,0.0,0.667,0.45,0.0333,0.0333
odildzhon_khamrobekov__uzb,Odildzhon Khamrobekov,UZB,MID,ukendt,Ukendt,95,67,0,14,2,0,12,23.75,16.75,0.0,3.5,0.705,0.0,0.147,0.705,0.0,0.147,0.45,0.3172,0.3172
odilon_kossounou__civ,Odilon Kossounou,CIV,DEF,ukendt,Ukendt,73,26,0,24,9,0,14,18.25,6.5,0.0,6.0,0.356,0.0,0.329,0.356,0.0,0.329,0.45,0.1602,0.1602
o_uz_ayd_n__tur,Oguz Aydin,TUR,MID,ukendt,Ukendt,28,7,0,13,0,0,13,7.0,1.75,0.0,3.25,0.25,0.0,0.464,0.25,0.0,0.464,0.45,0.1125,0.1125
oliver_baumann__ger,Oliver Baumann,GER,GK,ukendt,Ukendt,42,12,0,0,0,0,0,10.5,3.0,0.0,0.0,0.286,0.0,0.0,0.286,0.0,0.0,0.45,0.1287,0.1287
ollie_watkins__eng,Ollie Watkins,ENG,FWD,ukendt,Ukendt,71,7,0,40,4,0,36,17.75,1.75,0.0,10.0,0.099,0.0,0.563,0.099,0.0,0.563,0.45,0.0446,0.0446
omar_alderete__par,Omar Alderete,PAR,DEF,ukendt,Ukendt,77,32,0,28,4,0,23,19.25,8.0,0.0,7.0,0.416,0.0,0.364,0.416,0.0,0.364,0.45,0.1872,0.1872
omar_marmoush__egy,Omar Marmoush,EGY,FWD,ukendt,Ukendt,72,41,0,22,4,0,17,18.0,10.25,0.0,5.5,0.569,0.0,0.306,0.569,0.0,0.306,0.45,0.256,0.256
omar_rekik__tun,Omar Rekik,TUN,DEF,ukendt,Ukendt,80,3,0,67,0,0,63,20.0,0.75,0.0,16.75,0.038,0.0,0.838,0.038,0.0,0.838,0.45,0.0171,0.0171
omid_noorafkan__irn,Omid Noorafkan,IRN,MID,ukendt,Ukendt,95,23,0,46,6,0,39,23.75,5.75,0.0,11.5,0.242,0.0,0.484,0.242,0.0,0.484,0.45,0.1089,0.1089
orbel_n_pineda__mex,Orbelin Pineda,MEX,MID,ukendt,Ukendt,178,50,0,55,1,0,54,44.5,12.5,0.0,13.75,0.281,0.0,0.309,0.281,0.0,0.309,0.45,0.1264,0.1264
orkun_k_k__tur,Orkun Kökcü,TUR,MID,ukendt,Ukendt,72,33,0,12,5,0,4,18.0,8.25,0.0,3.0,0.458,0.0,0.167,0.458,0.0,0.167,0.45,0.2061,0.2061
orlando_gill__par,Orlando Gill,PAR,GK,ukendt,Ukendt,10,5,0,0,0,0,0,2.5,1.25,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.45,0.225,0.225
orlando_mosquera__pan,Orlando Mosquera,PAN,GK,ukendt,Ukendt,103,45,0,11,1,0,10,25.75,11.25,0.0,2.75,0.437,0.0,0.107,0.437,0.0,0.107,0.45,0.1966,0.1966
oscar_bobb__nor,Oscar Bobb,NOR,MID,ukendt,Ukendt,27,13,0,8,8,0,0,6.75,3.25,0.0,2.0,0.481,0.0,0.296,0.481,0.0,0.296,0.45,0.2164,0.2164
osman_hadzikic__bih,Osman Hadzikic,BIH,GK,ukendt,Ukendt,21,0,0,0,0,0,0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
oston_urunov__uzb,Oston Urunov,UZB,MID,ukendt,Ukendt,78,25,0,32,10,0,22,19.5,6.25,0.0,8.0,0.321,0.0,0.41,0.321,0.0,0.41,0.45,0.1444,0.1444
oswin_appollis__rsa,Oswin Appollis,RSA,FWD,ukendt,Ukendt,39,19,0,5,0,0,5,9.75,4.75,0.0,1.25,0.487,0.0,0.128,0.487,0.0,0.128,0.45,0.2192,0.2192
otabek_shukurov__uzb,Otabek Shukurov,UZB,MID,ukendt,Ukendt,116,81,0,21,0,0,21,29.0,20.25,0.0,5.25,0.698,0.0,0.181,0.698,0.0,0.181,0.45,0.3141,0.3141
oumar_diakite__civ,Oumar Diakite,CIV,FWD,ukendt,Ukendt,53,14,0,19,1,0,17,13.25,3.5,0.0,4.75,0.264,0.0,0.358,0.264,0.0,0.358,0.45,0.1188,0.1188
ousmane_demb_l__fra,Ousmane Dembele,FRA,FWD,ukendt,Ukendt,124,32,0,52,30,0,22,31.0,8.0,0.0,13.0,0.258,0.0,0.419,0.258,0.0,0.419,0.45,0.1161,0.1161
ousmane_diomande__civ,Ousmane Diomande,CIV,DEF,ukendt,Ukendt,40,11,0,13,4,0,9,10.0,2.75,0.0,3.25,0.275,0.0,0.325,0.275,0.0,0.325,0.45,0.1238,0.1238
oussama_targhalline__mar,Oussama Targhalline,MAR,MID,ukendt,Ukendt,41,1,0,15,0,0,13,10.25,0.25,0.0,3.75,0.024,0.0,0.366,0.024,0.0,0.366,0.45,0.0108,0.0108
owen_goodman__can,Owen Goodman,CAN,GK,ukendt,Ukendt,6,0,0,1,0,0,1,1.5,0.0,0.0,0.25,0.0,0.0,0.167,0.0,0.0,0.167,0.45,0.0,0.0
ozan_kabak__tur,Ozan Kabak,TUR,DEF,ukendt,Ukendt,84,21,0,37,26,0,9,21.0,5.25,0.0,9.25,0.25,0.0,0.44,0.25,0.0,0.44,0.45,0.1125,0.1125
pablo_gavi__esp,Pablo Gavi,ESP,MID,ukendt,Ukendt,58,24,0,28,21,0,7,14.5,6.0,0.0,7.0,0.414,0.0,0.483,0.414,0.0,0.483,0.45,0.1863,0.1863
pape_alassane_gueye__sen,Pape Alassane Gueye,SEN,MID,ukendt,Ukendt,74,27,0,26,0,0,19,18.5,6.75,0.0,6.5,0.365,0.0,0.351,0.365,0.0,0.351,0.45,0.1642,0.1642
pape_cherif_ndiaye__sen,Pape Cherif Ndiaye,SEN,FWD,ukendt,Ukendt,34,2,0,6,0,0,6,8.5,0.5,0.0,1.5,0.059,0.0,0.176,0.059,0.0,0.176,0.45,0.0266,0.0266
pape_matar_sarr__sen,Pape Matar Sarr,SEN,MID,ukendt,Ukendt,82,25,0,20,1,0,19,20.5,6.25,0.0,5.0,0.305,0.0,0.244,0.305,0.0,0.244,0.45,0.1372,0.1372
parfait_guiagon__civ,Parfait Guiagon,CIV,MID,ukendt,Ukendt,16,3,0,7,2,0,5,4.0,0.75,0.0,1.75,0.188,0.0,0.438,0.188,0.0,0.438,0.45,0.0846,0.0846
pascal_gross__ger,Pascal Gross,GER,MID,ukendt,Ukendt,34,12,0,4,0,0,4,8.5,3.0,0.0,1.0,0.353,0.0,0.118,0.353,0.0,0.118,0.45,0.1588,0.1588
pascal_loretz__sui,Pascal Loretz,SUI,GK,ukendt,Ukendt,7,0,0,2,0,0,2,1.75,0.0,0.0,0.5,0.0,0.0,0.286,0.0,0.0,0.286,0.45,0.0,0.0
path_ciss__sen,Pathe Ciss,SEN,MID,ukendt,Ukendt,61,10,0,16,0,0,16,15.25,2.5,0.0,4.0,0.164,0.0,0.262,0.164,0.0,0.262,0.45,0.0738,0.0738
patric_pfeiffer__gha,Patric Pfeiffer,GHA,DEF,ukendt,Ukendt,2,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
patrick_agyemang__usa,Patrick Agyemang,USA,FWD,ukendt,Ukendt,20,9,0,4,2,0,2,5.0,2.25,0.0,1.0,0.45,0.0,0.2,0.45,0.0,0.2,0.45,0.2025,0.2025
patrick_beach__aus,Patrick Beach,AUS,GK,ukendt,Ukendt,5,1,0,0,0,0,0,1.25,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.45,0.09,0.09
patrick_berg__nor,Patrick Berg,NOR,MID,ukendt,Ukendt,62,24,0,9,4,0,5,15.5,6.0,0.0,2.25,0.387,0.0,0.145,0.387,0.0,0.145,0.45,0.1742,0.1742
patrick_pentz__aut,Patrick Pentz,AUT,GK,ukendt,Ukendt,49,17,0,5,0,0,5,12.25,4.25,0.0,1.25,0.347,0.0,0.102,0.347,0.0,0.102,0.45,0.1561,0.1561
patrick_schulte__usa,Patrick Schulte,USA,GK,ukendt,Ukendt,34,3,0,17,8,0,9,8.5,0.75,0.0,4.25,0.088,0.0,0.5,0.088,0.0,0.5,0.45,0.0396,0.0396
patrick_wimmer__aut,Patrick Wimmer,AUT,MID,ukendt,Ukendt,43,17,0,9,6,0,2,10.75,4.25,0.0,2.25,0.395,0.0,0.209,0.395,0.0,0.209,0.45,0.1778,0.1778
patrick_yazbek__aus,Patrick Yazbek,AUS,MID,ukendt,Ukendt,32,2,0,13,0,0,13,8.0,0.5,0.0,3.25,0.062,0.0,0.406,0.062,0.0,0.406,0.45,0.0279,0.0279
patrik_schick__cze,Patrik Schick,CZE,FWD,ukendt,Ukendt,114,43,0,56,36,0,18,28.5,10.75,0.0,14.0,0.377,0.0,0.491,0.377,0.0,0.491,0.45,0.1696,0.1696
pau_cubars__esp,Pau Cubarsi,ESP,DEF,ukendt,Ukendt,31,7,0,13,1,0,12,7.75,1.75,0.0,3.25,0.226,0.0,0.419,0.226,0.0,0.419,0.45,0.1017,0.1017
paul_izzo__aus,Paul Izzo,AUS,GK,ukendt,Ukendt,21,4,0,0,0,0,0,5.25,1.0,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.45,0.0855,0.0855
paul_okon_engstler__aus,Paul Okon-Engstler,AUS,MID,ukendt,Ukendt,5,1,0,0,0,0,0,1.25,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.45,0.09,0.09
pavel_sulc__cze,Pavel Sulc,CZE,MID,ukendt,Ukendt,27,18,0,3,2,0,1,6.75,4.5,0.0,0.75,0.667,0.0,0.111,0.667,0.0,0.111,0.45,0.3002,0.3002
payam_niazmand__irn,Payam Niazmand,IRN,GK,ukendt,Ukendt,81,12,0,6,2,0,4,20.25,3.0,0.0,1.5,0.148,0.0,0.074,0.148,0.0,0.074,0.45,0.0666,0.0666
pedri__esp,Pedri,ESP,MID,ukendt,Ukendt,72,31,0,30,22,0,6,18.0,7.75,0.0,7.5,0.431,0.0,0.417,0.431,0.0,0.417,0.45,0.194,0.194
pedro_neto__por,Pedro Neto,POR,FWD,ukendt,Ukendt,71,15,0,39,26,0,13,17.75,3.75,0.0,9.75,0.211,0.0,0.549,0.211,0.0,0.549,0.45,0.0949,0.0949
pedro_porro__esp,Pedro Porro,ESP,DEF,ukendt,Ukendt,72,15,0,46,6,0,40,18.0,3.75,0.0,11.5,0.208,0.0,0.639,0.208,0.0,0.639,0.45,0.0936,0.0936
pedro_vite__ecu,Pedro Vite,ECU,MID,ukendt,Ukendt,36,14,0,18,0,0,18,9.0,3.5,0.0,4.5,0.389,0.0,0.5,0.389,0.0,0.5,0.45,0.175,0.175
pervis_estupi_n__ecu,Pervis Estupinan,ECU,DEF,ukendt,Ukendt,76,52,0,22,14,0,8,19.0,13.0,0.0,5.5,0.684,0.0,0.289,0.684,0.0,0.289,0.45,0.3078,0.3078
petar_musa__cro,Petar Musa,CRO,FWD,ukendt,Ukendt,36,4,0,23,0,0,23,9.0,1.0,0.0,5.75,0.111,0.0,0.639,0.111,0.0,0.639,0.45,0.05,0.05
petar_sucic__cro,Petar Sucic,CRO,MID,ukendt,Ukendt,19,13,0,1,0,0,1,4.75,3.25,0.0,0.25,0.684,0.0,0.053,0.684,0.0,0.053,0.45,0.3078,0.3078
peter_gwargis__irq,Peter Gwargis,IRQ,MID,ukendt,Ukendt,19,1,0,13,0,0,13,4.75,0.25,0.0,3.25,0.053,0.0,0.684,0.053,0.0,0.684,0.45,0.0238,0.0238
philipp_lienhart__aut,Philipp Lienhart,AUT,DEF,ukendt,Ukendt,96,37,0,35,13,0,21,24.0,9.25,0.0,8.75,0.385,0.0,0.365,0.385,0.0,0.365,0.45,0.1733,0.1733
phillipp_mwene__aut,Phillipp Mwene,AUT,DEF,ukendt,Ukendt,54,26,0,14,8,0,4,13.5,6.5,0.0,3.5,0.481,0.0,0.259,0.481,0.0,0.259,0.45,0.2164,0.2164
piero_hincapi__ecu,Piero Hincapie,ECU,DEF,ukendt,Ukendt,67,51,0,13,4,0,8,16.75,12.75,0.0,3.25,0.761,0.0,0.194,0.761,0.0,0.194,0.45,0.3425,0.3425
pierre_kalulu__fra,Pierre Kalulu,FRA,DEF,ukendt,Ukendt,10,2,0,6,0,0,6,2.5,0.5,0.0,1.5,0.2,0.0,0.6,0.2,0.0,0.6,0.45,0.09,0.09
prince_adu__gha,Prince Adu,GHA,FWD,ukendt,Ukendt,6,4,0,1,0,0,1,1.5,1.0,0.0,0.25,0.667,0.0,0.167,0.667,0.0,0.167,0.45,0.3002,0.3002
promise_david__can,Promise David,CAN,FWD,ukendt,Ukendt,18,2,0,3,2,0,1,4.5,0.5,0.0,0.75,0.111,0.0,0.167,0.111,0.0,0.167,0.45,0.05,0.05
quinten_timber__ned,Quinten Timber,NED,MID,ukendt,Ukendt,29,4,0,14,12,0,2,7.25,1.0,0.0,3.5,0.138,0.0,0.483,0.138,0.0,0.483,0.45,0.0621,0.0621
raed_chikhaoui__tun,Raed Chikhaoui,TUN,DEF,ukendt,Ukendt,3,0,0,0,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
rafael_le_o__por,Rafael Leão,POR,FWD,ukendt,Ukendt,56,23,0,9,6,0,2,14.0,5.75,0.0,2.25,0.411,0.0,0.161,0.411,0.0,0.161,0.45,0.185,0.185
rafael_santos_borre__col,Rafael Santos Borre,COL,FWD,ukendt,Ukendt,81,25,0,19,6,0,13,20.25,6.25,0.0,4.75,0.309,0.0,0.235,0.309,0.0,0.235,0.45,0.139,0.139
rafik_belghali__alg,Rafik Belghali,ALG,DEF,ukendt,Ukendt,16,8,0,4,0,0,4,4.0,2.0,0.0,1.0,0.5,0.0,0.25,0.5,0.0,0.25,0.45,0.225,0.225
ralph_priso__can,Ralph Priso,CAN,DEF,ukendt,Ukendt,4,2,0,0,0,0,0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.45,0.225,0.225
rami_rabia__egy,Rami Rabia,EGY,DEF,ukendt,Ukendt,155,41,0,102,10,0,91,38.75,10.25,0.0,25.5,0.265,0.0,0.658,0.265,0.0,0.658,0.45,0.1192,0.1192
ramin_rezaeian__irn,Ramin Rezaeian,IRN,DEF,ukendt,Ukendt,130,55,0,39,2,0,37,32.5,13.75,0.0,9.75,0.423,0.0,0.3,0.423,0.0,0.3,0.45,0.1904,0.1904
ramiz_zerrouki__alg,Ramiz Zerrouki,ALG,MID,ukendt,Ukendt,89,39,0,32,4,0,28,22.25,9.75,0.0,8.0,0.438,0.0,0.36,0.438,0.0,0.36,0.45,0.1971,0.1971
ram_n_sosa__par,Ramon Sosa,PAR,MID,ukendt,Ukendt,34,13,0,3,1,0,2,8.5,3.25,0.0,0.75,0.382,0.0,0.088,0.382,0.0,0.088,0.45,0.1719,0.1719
ramy_bensebaini__alg,Ramy Bensebaini,ALG,DEF,ukendt,Ukendt,140,77,0,48,12,0,34,35.0,19.25,0.0,12.0,0.55,0.0,0.343,0.55,0.0,0.343,0.45,0.2475,0.2475
randal_kolo_muani__fra,Randal Kolo Muani,FRA,FWD,ukendt,Ukendt,47,19,0,6,4,0,2,11.75,4.75,0.0,1.5,0.404,0.0,0.128,0.404,0.0,0.128,0.45,0.1818,0.1818
rani_khedira__tun,Rani Khedira,TUN,MID,ukendt,Ukendt,3,3,0,0,0,0,0,0.75,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.45,0.45,0.45
raphinha__bra,Raphinha,BRA,FWD,ukendt,Ukendt,54,33,0,15,9,0,6,13.5,8.25,0.0,3.75,0.611,0.0,0.278,0.611,0.0,0.278,0.45,0.275,0.275
raul_florucz__aut,Raul Florucz,AUT,FWD,ukendt,Ukendt,9,0,0,2,2,0,0,2.25,0.0,0.0,0.5,0.0,0.0,0.222,0.0,0.0,0.222,0.45,0.0,0.0
ra_l_jim_nez__mex,Raul Jimenez,MEX,FWD,ukendt,Ukendt,243,86,0,93,16,0,76,60.75,21.5,0.0,23.25,0.354,0.0,0.383,0.354,0.0,0.383,0.45,0.1593,0.1593
raul_rangel__mex,Raul Rangel,MEX,GK,ukendt,Ukendt,34,14,0,0,0,0,0,8.5,3.5,0.0,0.0,0.412,0.0,0.0,0.412,0.0,0.0,0.45,0.1854,0.1854
rayan__bra,Rayan,BRA,FWD,ukendt,Ukendt,11,4,0,4,2,0,2,2.75,1.0,0.0,1.0,0.364,0.0,0.364,0.364,0.0,0.364,0.45,0.1638,0.1638
rayan_a_t_nouri__alg,Rayan Ait-Nouri,ALG,DEF,ukendt,Ukendt,52,28,0,21,4,0,17,13.0,7.0,0.0,5.25,0.538,0.0,0.404,0.538,0.0,0.404,0.45,0.2421,0.2421
rayan_cherki__fra,Rayan Cherki,FRA,FWD,ukendt,Ukendt,11,4,0,4,2,0,2,2.75,1.0,0.0,1.0,0.364,0.0,0.364,0.364,0.0,0.364,0.45,0.1638,0.1638
rayan_elloumi__tun,Rayan Elloumi,TUN,FWD,ukendt,Ukendt,3,1,0,0,0,0,0,0.75,0.25,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.45,0.1498,0.1498
rebin_sulaka__irq,Rebin Sulaka,IRQ,DEF,ukendt,Ukendt,142,47,0,73,1,0,71,35.5,11.75,0.0,18.25,0.331,0.0,0.514,0.331,0.0,0.514,0.45,0.149,0.149
reece_james__eng,Reece James,ENG,DEF,ukendt,Ukendt,77,15,0,44,16,0,28,19.25,3.75,0.0,11.0,0.195,0.0,0.571,0.195,0.0,0.571,0.45,0.0878,0.0878
relebohile_mofokeng__rsa,Relebohile Mofokeng,RSA,FWD,ukendt,Ukendt,28,4,0,8,0,0,8,7.0,1.0,0.0,2.0,0.143,0.0,0.286,0.143,0.0,0.286,0.45,0.0643,0.0643
remo_freuler__sui,Remo Freuler,SUI,MID,ukendt,Ukendt,110,74,0,10,4,0,5,27.5,18.5,0.0,2.5,0.673,0.0,0.091,0.673,0.0,0.091,0.45,0.3028,0.3028
renato_veiga__por,Renato Veiga,POR,DEF,ukendt,Ukendt,18,7,0,1,0,0,1,4.5,1.75,0.0,0.25,0.389,0.0,0.056,0.389,0.0,0.056,0.45,0.175,0.175
ricardo_ad__hai,Ricardo Ade,HAI,DEF,ukendt,Ukendt,81,57,0,16,0,0,16,20.25,14.25,0.0,4.0,0.704,0.0,0.198,0.704,0.0,0.198,0.45,0.3168,0.3168
ricardo_goss__rsa,Ricardo Goss,RSA,GK,ukendt,Ukendt,69,4,0,28,0,0,28,17.25,1.0,0.0,7.0,0.058,0.0,0.406,0.058,0.0,0.406,0.45,0.0261,0.0261
ricardo_pepi__usa,Ricardo Pepi,USA,FWD,ukendt,Ukendt,78,17,0,34,8,0,26,19.5,4.25,0.0,8.5,0.218,0.0,0.436,0.218,0.0,0.436,0.45,0.0981,0.0981
ricardo_rodr_guez__sui,Ricardo Rodriguez,SUI,DEF,ukendt,Ukendt,165,131,0,17,6,0,11,41.25,32.75,0.0,4.25,0.794,0.0,0.103,0.794,0.0,0.103,0.45,0.3573,0.3573
ricardo_velho__por,Ricardo Velho,POR,GK,ukendt,Ukendt,4,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
richard_ledezma__mex,Richard Ledezma,MEX,DEF,ukendt,Ukendt,4,2,0,0,0,0,0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.45,0.225,0.225
richard_r_os__col,Richard Rios,COL,MID,ukendt,Ukendt,36,23,0,2,0,0,2,9.0,5.75,0.0,0.5,0.639,0.0,0.056,0.639,0.0,0.056,0.45,0.2876,0.2876
richie_laryea__can,Richie Laryea,CAN,DEF,ukendt,Ukendt,84,63,0,4,3,0,1,21.0,15.75,0.0,1.0,0.75,0.0,0.048,0.75,0.0,0.048,0.45,0.3375,0.3375
riechedly_bazoer__cuw,Riechedly Bazoer,CUW,DEF,ukendt,Ukendt,9,4,0,2,2,0,0,2.25,1.0,0.0,0.5,0.444,0.0,0.222,0.444,0.0,0.222,0.45,0.1998,0.1998
riley_mcgree__aus,Riley McGree,AUS,MID,ukendt,Ukendt,61,19,0,18,7,0,11,15.25,4.75,0.0,4.5,0.311,0.0,0.295,0.311,0.0,0.295,0.45,0.14,0.14
ritsu_doan__jpn,Ritsu Doan,JPN,MID,ukendt,Ukendt,104,43,0,32,2,0,30,26.0,10.75,0.0,8.0,0.413,0.0,0.308,0.413,0.0,0.308,0.45,0.1858,0.1858
riyad_mahrez__alg,Riyad Mahrez,ALG,FWD,ukendt,Ukendt,163,98,0,43,1,0,42,40.75,24.5,0.0,10.75,0.601,0.0,0.264,0.601,0.0,0.264,0.45,0.2705,0.2705
roberto_alvarado__mex,Roberto Alvarado,MEX,MID,ukendt,Ukendt,129,41,0,42,0,0,42,32.25,10.25,0.0,10.5,0.318,0.0,0.326,0.318,0.0,0.326,0.45,0.1431,0.1431
roberto_lopes__cpv,Roberto Lopes,CPV,DEF,ukendt,Ukendt,66,44,0,16,1,0,15,16.5,11.0,0.0,4.0,0.667,0.0,0.242,0.667,0.0,0.242,0.45,0.3002,0.3002
robin_hranac__cze,Robin Hranac,CZE,DEF,ukendt,Ukendt,27,13,0,7,0,0,7,6.75,3.25,0.0,1.75,0.481,0.0,0.259,0.481,0.0,0.259,0.45,0.2164,0.2164
robin_koch__ger,Robin Koch,GER,DEF,ukendt,Ukendt,74,10,0,35,12,0,23,18.5,2.5,0.0,8.75,0.135,0.0,0.473,0.135,0.0,0.473,0.45,0.0608,0.0608
robin_le_normand__esp,Robin Le Normand,ESP,DEF,ukendt,Ukendt,33,25,0,5,4,0,0,8.25,6.25,0.0,1.25,0.758,0.0,0.152,0.758,0.0,0.152,0.45,0.3411,0.3411
robin_olsen__swe,Robin Olsen,SWE,GK,ukendt,Ukendt,132,78,0,26,2,0,24,33.0,19.5,0.0,6.5,0.591,0.0,0.197,0.591,0.0,0.197,0.45,0.266,0.266
robin_risser__fra,Robin Risser,FRA,GK,ukendt,Ukendt,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
robin_roefs__ned,Robin Roefs,NED,GK,ukendt,Ukendt,7,0,0,0,0,0,0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
rocky_bushiri__cod,Rocky Bushiri,COD,DEF,ukendt,Ukendt,44,7,0,12,0,0,12,11.0,1.75,0.0,3.0,0.159,0.0,0.273,0.159,0.0,0.273,0.45,0.0716,0.0716
roderick_miller__pan,Roderick Miller,PAN,DEF,ukendt,Ukendt,221,40,0,141,7,0,134,55.25,10.0,0.0,35.25,0.181,0.0,0.638,0.181,0.0,0.638,0.45,0.0814,0.0814
rodri_hernandez__esp,Rodri Hernandez,ESP,MID,ukendt,Ukendt,104,44,0,24,10,0,13,26.0,11.0,0.0,6.0,0.423,0.0,0.231,0.423,0.0,0.231,0.45,0.1904,0.1904
rodrigo_aguirre__uru,Rodrigo Aguirre,URU,FWD,ukendt,Ukendt,14,7,0,3,0,0,3,3.5,1.75,0.0,0.75,0.5,0.0,0.214,0.5,0.0,0.214,0.45,0.225,0.225
rodrigo_bentancur__uru,Rodrigo Bentancur,URU,MID,ukendt,Ukendt,99,63,0,24,13,0,4,24.75,15.75,0.0,6.0,0.636,0.0,0.242,0.636,0.0,0.242,0.45,0.2862,0.2862
rodrigo_de_paul__arg,Rodrigo de Paul,ARG,MID,ukendt,Ukendt,93,74,0,4,0,0,3,23.25,18.5,0.0,1.0,0.796,0.0,0.043,0.796,0.0,0.043,0.45,0.3582,0.3582
roger_ibanez__bra,Roger Ibanez,BRA,DEF,ukendt,Ukendt,43,2,0,33,0,0,33,10.75,0.5,0.0,8.25,0.047,0.0,0.767,0.047,0.0,0.767,0.45,0.0212,0.0212
romano_schmid__aut,Romano Schmid,AUT,MID,ukendt,Ukendt,41,21,0,3,0,0,3,10.25,5.25,0.0,0.75,0.512,0.0,0.073,0.512,0.0,0.073,0.45,0.2304,0.2304
romelu_lukaku__bel,Romelu Lukaku,BEL,FWD,ukendt,Ukendt,188,97,0,47,20,0,27,47.0,24.25,0.0,11.75,0.516,0.0,0.25,0.516,0.0,0.25,0.45,0.2322,0.2322
ronald_ara_jo__uru,Ronald Araujo,URU,DEF,ukendt,Ukendt,69,25,0,30,22,0,8,17.25,6.25,0.0,7.5,0.362,0.0,0.435,0.362,0.0,0.435,0.45,0.1629,0.1629
ronaldo_mart_nez__par,Ronaldo Martinez,PAR,FWD,ukendt,Ukendt,6,3,0,0,0,0,0,1.5,0.75,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.45,0.225,0.225
ronwen_williams__rsa,Ronwen Williams,RSA,GK,ukendt,Ukendt,133,60,0,55,3,0,52,33.25,15.0,0.0,13.75,0.451,0.0,0.414,0.451,0.0,0.414,0.45,0.203,0.203
roony_bardghji__swe,Roony Bardghji,SWE,MID,ukendt,Ukendt,5,1,0,0,0,0,0,1.25,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.45,0.09,0.09
roshon_van_eijma__cuw,Roshon van Eijma,CUW,DEF,ukendt,Ukendt,53,22,0,16,1,0,15,13.25,5.5,0.0,4.0,0.415,0.0,0.302,0.415,0.0,0.302,0.45,0.1868,0.1868
ross_stewart__sco,Ross Stewart,SCO,FWD,ukendt,Ukendt,44,0,0,40,24,0,16,11.0,0.0,0.0,10.0,0.0,0.0,0.909,0.0,0.0,0.909,0.45,0.0,0.0
r_ben_dias__por,Ruben Dias,POR,DEF,ukendt,Ukendt,99,72,0,12,10,0,2,24.75,18.0,0.0,3.0,0.727,0.0,0.121,0.727,0.0,0.121,0.45,0.3272,0.3272
r_ben_neves__por,Ruben Neves,POR,MID,ukendt,Ukendt,135,35,0,47,4,0,42,33.75,8.75,0.0,11.75,0.259,0.0,0.348,0.259,0.0,0.348,0.45,0.1166,0.1166
ruben_providence__hai,Ruben Providence,HAI,FWD,ukendt,Ukendt,15,8,0,0,0,0,0,3.75,2.0,0.0,0.0,0.533,0.0,0.0,0.533,0.0,0.0,0.45,0.2398,0.2398
ruben_vargas__sui,Ruben Vargas,SUI,FWD,ukendt,Ukendt,81,45,0,15,11,0,4,20.25,11.25,0.0,3.75,0.556,0.0,0.185,0.556,0.0,0.185,0.45,0.2502,0.2502
